variant,model,n_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
SIN_SENTIMIENTO,LogisticRegression,58,0.6918238993710691,0.5,0.6918238993710691,1.0,0.8178438661710037,0.8422593279736137,1.288480480307049,0.2849227450350938,0.6918238993710691
SIN_SENTIMIENTO,RandomForest,58,0.6918238993710691,0.5,0.6918238993710691,1.0,0.8178438661710037,0.8133168418882705,0.5630046404758046,0.19297819316179646,0.6918238993710691
SIN_SENTIMIENTO,XGBoost,58,0.7148846960167715,0.5562770562770563,0.7174887892376681,0.9696969696969697,0.8247422680412371,0.8454751597608741,0.6283351046372485,0.20724328837172645,0.6918238993710691
SIN_SENTIMIENTO,LSTM,58,0.6331236897274634,0.5424551638837354,0.7158774373259053,0.7787878787878788,0.7460087082728593,0.6347557204700062,0.6714535716096779,0.23918719292221877,0.6918238993710691
SIN_SENTIMIENTO,ENSEMBLE,58,0.6918238993710691,0.5,0.6918238993710691,1.0,0.8178438661710037,0.8779014636157493,0.5811075568381038,0.20101139807487928,0.6918238993710691
CON_SENTIMIENTO,LogisticRegression,110,0.689727463312369,0.4984848484848485,0.6911764705882353,0.996969696969697,0.8163771712158809,0.8428571428571429,1.3207289509720364,0.2839101884639435,0.6918238993710691
CON_SENTIMIENTO,RandomForest,110,0.6918238993710691,0.5,0.6918238993710691,1.0,0.8178438661710037,0.6423211708925994,0.5982181626879105,0.2056714447864538,0.6918238993710691
CON_SENTIMIENTO,XGBoost,110,0.689727463312369,0.5343228200371057,0.7077625570776256,0.9393939393939394,0.8072916666666666,0.8432694289837147,0.6384631551817838,0.2135503995674958,0.6918238993710691
CON_SENTIMIENTO,LSTM,110,0.5765199161425576,0.5920841063698207,0.7711864406779662,0.5515151515151515,0.6431095406360424,0.6580498866213151,0.6751473592028432,0.24105493550349458,0.6918238993710691
CON_SENTIMIENTO,ENSEMBLE,110,0.6918238993710691,0.5,0.6918238993710691,1.0,0.8178438661710037,0.8256854256854257,0.5868218292248095,0.20222165290022004,0.6918238993710691
