accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
0.6818181818181818,0.5,0.6818181818181818,1.0,0.8108108108108109,0.5,0.6254964113018875,0.21694434417717565,0.6818181818181818
