accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,phase_offset,n_observations,n_positive,n_negative
0.6470588235294118,0.5757575757575758,0.6923076923076923,0.8181818181818182,0.75,0.7878787878787878,0.5736958826514944,0.1962473811792915,0.6470588235294118,0,17,11,6
0.5882352941176471,0.5642857142857143,0.6363636363636364,0.7,0.6666666666666666,0.7,0.6064509141907974,0.2127903517020459,0.5882352941176471,1,17,10,7
0.6470588235294118,0.6142857142857143,0.6666666666666666,0.8,0.7272727272727273,0.7428571428571429,0.5962255340058524,0.20801683871440668,0.5882352941176471,2,17,10,7
0.5882352941176471,0.5642857142857143,0.6363636363636364,0.7,0.6666666666666666,0.7571428571428571,0.5771561391354276,0.2004611782058732,0.5882352941176471,3,17,10,7
0.75,0.7090909090909091,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.7818181818181819,0.530923800577252,0.17677050121351057,0.6875,4,16,11,5
0.6875,0.6090909090909091,0.75,0.8181818181818182,0.782608695652174,0.7272727272727273,0.5589191042328965,0.18906495544804336,0.6875,5,16,11,5
0.75,0.7090909090909091,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.7818181818181819,0.544261436371133,0.1808218344653762,0.6875,6,16,11,5
0.6875,0.6090909090909091,0.75,0.8181818181818182,0.782608695652174,0.7818181818181819,0.5305060543946578,0.17600547255321256,0.6875,7,16,11,5
0.8125,0.7545454545454545,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8,0.5274988906777893,0.1728020415254066,0.6875,8,16,11,5
0.75,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6875,0.5509014605685576,0.18034916615376334,0.75,9,16,12,4
0.75,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7291666666666666,0.5486562149143166,0.18064366050636005,0.75,10,16,12,4
0.6875,0.625,0.8181818181818182,0.75,0.782608695652174,0.6666666666666667,0.5756496802224725,0.19339687733378674,0.75,11,16,12,4
0.625,0.5,0.75,0.75,0.75,0.6458333333333333,0.6125115559350545,0.2106152931749021,0.75,12,16,12,4
0.6875,0.5512820512820513,0.8333333333333334,0.7692307692307693,0.8,0.6666666666666667,0.5750924859533353,0.19518769263823726,0.8125,13,16,13,3
0.6875,0.6090909090909091,0.75,0.8181818181818182,0.782608695652174,0.7454545454545455,0.5626113974157658,0.18784761534890004,0.6875,14,16,11,5
0.625,0.5666666666666667,0.6666666666666666,0.8,0.7272727272727273,0.6333333333333333,0.6559920312462406,0.22757698707634375,0.625,15,16,10,6
0.5625,0.4636363636363636,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.5454545454545454,0.7087440577073655,0.25348397051266447,0.6875,16,16,11,5
0.5625,0.4636363636363636,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.6909090909090909,0.6155525519894337,0.21448216982604593,0.6875,17,16,11,5
0.5625,0.4636363636363636,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.6363636363636364,0.6223106657817621,0.21770612978749032,0.6875,18,16,11,5
0.6875,0.6090909090909091,0.75,0.8181818181818182,0.782608695652174,0.6545454545454545,0.587626684142212,0.20102614485473563,0.6875,19,16,11,5
0.6875,0.6090909090909091,0.75,0.8181818181818182,0.782608695652174,0.6,0.6317234897668682,0.2197114486337573,0.6875,20,16,11,5
0.6875,0.6090909090909091,0.75,0.8181818181818182,0.782608695652174,0.5454545454545454,0.6403215469396348,0.22391605648023566,0.6875,21,16,11,5
0.75,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666667,0.5677969018074327,0.19129325521614488,0.75,22,16,12,4
0.5,0.4333333333333333,0.5833333333333334,0.7,0.6363636363636364,0.6166666666666667,0.6193225985448831,0.21796135385829649,0.625,23,16,10,6
0.75,0.75,0.9,0.75,0.8181818181818182,0.7708333333333334,0.5317981082649899,0.17779215456335817,0.75,24,16,12,4
0.75,0.7636363636363637,0.8888888888888888,0.7272727272727273,0.8,0.7090909090909091,0.5642846891351381,0.19157764836299468,0.6875,25,16,11,5
0.8125,0.8090909090909091,0.9,0.8181818181818182,0.8571428571428571,0.8,0.5352761471696665,0.17729550262626648,0.6875,26,16,11,5
0.8125,0.7833333333333333,0.8181818181818182,0.9,0.8571428571428571,0.8333333333333334,0.5522119711782891,0.18475858373588716,0.625,27,16,10,6
0.625,0.5666666666666667,0.6666666666666666,0.8,0.7272727272727273,0.75,0.5836799984906939,0.20100012268618372,0.625,28,16,10,6
0.5625,0.5166666666666666,0.6363636363636364,0.7,0.6666666666666666,0.7166666666666667,0.5954073300321499,0.20613746358253543,0.625,29,16,10,6
