model,sin_accuracy,con_accuracy,delta_accuracy,sin_balanced_accuracy,con_balanced_accuracy,delta_balanced_accuracy,sin_f1,con_f1,delta_f1,sin_roc_auc,con_roc_auc,delta_roc_auc,sin_log_loss,con_log_loss,delta_log_loss,sin_brier,con_brier,delta_brier
LogisticRegression,0.6983471074380165,0.6714876033057852,-0.02685950413223137,0.5727272727272728,0.5686147186147186,-0.004112554112554179,0.8058510638297872,0.7794729542302358,-0.026378109599551447,0.7417355371900826,0.7040535222353405,-0.037682014954742105,0.686726178301715,0.8235410244126782,0.13681484611096317,0.19865119605856796,0.21427345902347014,0.015622262964902184
RandomForest,0.6487603305785123,0.6962809917355371,0.0475206611570248,0.6367965367965368,0.5452380952380952,-0.09155844155844162,0.7222222222222222,0.8117797695262484,0.08955754730402621,0.6184769775678867,0.5967926013380559,-0.02168437622983077,0.6458568492440836,0.6242325940195359,-0.021624255224547695,0.22849363199753867,0.21728318119779558,-0.011210450799743088
XGBoost,0.5867768595041323,0.5516528925619835,-0.03512396694214881,0.6103896103896104,0.575974025974026,-0.034415584415584344,0.6428571428571429,0.6075949367088608,-0.03526220614828213,0.6464580873671784,0.6817197953561589,0.03526170798898054,0.7859887541073003,0.7492830531764372,-0.03670570093086312,0.27814933205807,0.27051898469417146,-0.00763034736389856
LSTM,0.41115702479338845,0.4669421487603306,0.05578512396694213,0.5647186147186147,0.5017316017316017,-0.06298701298701304,0.24802110817941952,0.5095057034220533,0.26148459524263373,0.6839138134592682,0.4690672963400236,-0.21484651711924457,0.6995775514325129,0.7053886017667236,0.005811050334210699,0.25321102972897674,0.25610287403744353,0.0028918443084667844
ENSEMBLE,0.6714876033057852,0.6756198347107438,0.004132231404958664,0.6170995670995671,0.6114718614718615,-0.005627705627705648,0.7609022556390977,0.7680945347119645,0.007192279072866792,0.7107438016528925,0.7050373868555686,-0.005706414797323922,0.5718013333234139,0.58281668934934,0.01101535602592607,0.19572678778297467,0.19893668053979033,0.0032098927568156577
