ticker,horizon,classification_signal,classification_probability_up,regression_price_bias,experimental_action,current_close_entry_reference,max_entry_price_for_edge,future_target_price_reference,risk_reference_80_low,interval80_low,interval80_high,expected_return,selected_regression_model,rmse,persistence_rmse,rmse_skill_vs_persistence
SXR8,5,NEUTRAL / BAJA CONFIANZA,0.5109740928986151,NEUTRAL,NEUTRAL,680.94,680.8501040309528,682.8926543430456,670.0169217666925,670.0169217666925,696.6395434719158,0.0028675864878631163,XGBRegressor,12.560418056250636,12.581354005489708,0.001664045795860769
