model,rmse,mae,mape_pct,r2,direction_accuracy
XGBRegressor,7.252561570074522,5.470969864672881,1.6730854176036172,0.8332502302775919,0.5833333333333333
RandomForestRegressor,7.699640128974008,5.8578918162345675,1.7642252420089282,0.830111957791367,0.55
ENSEMBLE_REGRESSION,8.225488558883994,6.319795567961263,1.980614121419105,0.7774321098772149,0.5679012345679013
Ridge,16.469638553660978,12.92171380848031,4.415256045913292,-0.46162814787311596,0.5364197530864198
