variant,model,n_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
SIN_SENTIMIENTO,LogisticRegression,58,0.7217573221757322,0.49252779296519045,0.7376344086021506,0.9689265536723164,0.8376068376068376,0.7681565518498268,0.7975155686369013,0.21392858152800143,0.7405857740585774
SIN_SENTIMIENTO,RandomForest,58,0.7343096234309623,0.694869691999271,0.8513931888544891,0.7768361581920904,0.8124076809453471,0.8035356296701295,0.5609906998119742,0.187863000987481,0.7405857740585774
SIN_SENTIMIENTO,XGBoost,58,0.7280334728033473,0.7639876070712593,0.9242424242424242,0.6892655367231638,0.7896440129449838,0.8390058319664663,0.5435797248658171,0.18230801002165373,0.7405857740585774
SIN_SENTIMIENTO,LSTM,58,0.6150627615062761,0.5383861855294332,0.7623456790123457,0.6977401129943502,0.7286135693215339,0.5727173318753418,0.6741847177877487,0.24057210669848209,0.7405857740585774
SIN_SENTIMIENTO,ENSEMBLE,58,0.7656903765690377,0.6427009294696555,0.8071065989847716,0.8983050847457628,0.8502673796791443,0.8177966101694915,0.4819446081105724,0.1551660866693809,0.7405857740585774
CON_SENTIMIENTO,LogisticRegression,110,0.7259414225941423,0.5032121377802078,0.7418655097613883,0.9661016949152542,0.8392638036809816,0.7441908146528158,1.110640743335129,0.24210195075942276,0.7405857740585774
CON_SENTIMIENTO,RandomForest,110,0.7238493723849372,0.5568161108073628,0.7655502392344498,0.903954802259887,0.8290155440414507,0.7017040277018407,0.5650216142162134,0.18992971963773045,0.7405857740585774
CON_SENTIMIENTO,XGBoost,110,0.7384937238493724,0.7474712957900491,0.8989547038327527,0.7288135593220338,0.8049921996879875,0.8124886094404957,0.5241734329708152,0.174951455739603,0.7405857740585774
CON_SENTIMIENTO,LSTM,110,0.6234309623430963,0.4444824129761254,0.7153465346534653,0.8163841807909604,0.762532981530343,0.5353562967012939,0.6568345734421385,0.23198929405725394,0.7405857740585774
CON_SENTIMIENTO,ENSEMBLE,110,0.7301255230125523,0.5191361399671952,0.7483443708609272,0.9576271186440678,0.8401486988847584,0.7958128303262256,0.514412244714949,0.16853054674812187,0.7405857740585774
