model,rmse,mae,mape_pct,r2,direction_accuracy
RandomForestRegressor,46.64880249364203,39.36370861862767,6.4021270259347585,0.3493440903528347,0.5242902208201892
ENSEMBLE_REGRESSION,52.87065044344579,45.125401892931976,7.273104434823028,0.1671562926416705,0.5305993690851735
XGBRegressor,53.195732216158646,44.85668179140804,7.0255521723718175,0.2215326058773454,0.5829652996845426
Ridge,80.42732829790924,65.81063989643857,11.569897822185496,-1.8147034140435694,0.5305993690851736
