baseline,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,strategy_total_return,buy_hold_total_return,strategy_annual_return,buy_hold_annual_return,strategy_volatility,buy_hold_volatility,strategy_sharpe,buy_hold_sharpe,strategy_sortino,strategy_max_drawdown,buy_hold_max_drawdown,trades,market_exposure,win_rate_active_days,profit_factor
MA50_MA200,0.5429769392033543,0.3924242424242424,0.6379310344827587,0.7848484848484848,0.7038043478260869,0.3924242424242424,0.743909605499341,0.2728092243186583,0.6918238993710691,0.04806489950017245,0.2640380196365195,0.025111515241391213,0.13177493691393893,0.18299417001967203,0.19854090492491572,0.2273435364927693,0.7229934851951767,0.2543048016728152,-0.26689133651158903,-0.26689133651158947,3,0.8490566037735849,0.5506172839506173,1.0454224601921722
