accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,variant,model,n_features,strategy_total_return,strategy_sharpe,strategy_max_drawdown,market_exposure
0.5828092243186582,0.5626777983920841,0.7381818181818182,0.6151515151515151,0.6710743801652893,0.5591630591630592,0.7052113534168494,0.2524620960884086,0.6918238993710691,TECHNICAL,LogisticRegression,42,,,,
0.6729559748427673,0.5297464440321583,0.7061611374407583,0.9030303030303031,0.7925531914893617,0.6725417439703154,0.5936698503056942,0.2036223874574034,0.6918238993710691,TECHNICAL,RandomForest,42,,,,
0.689727463312369,0.6192022263450835,0.7614942528735632,0.803030303030303,0.7817109144542773,0.6748505462791178,0.6168625016862008,0.2105350401831289,0.6918238993710691,TECHNICAL,XGBoost,42,,,,
0.689727463312369,0.5909090909090909,0.7407407407407407,0.8484848484848485,0.7909604519774012,0.6710368996083281,0.606013719271243,0.2075967670544617,0.6918238993710691,TECHNICAL,CLASSICAL_ENSEMBLE,42,-0.01608893525043187,0.008949105225787938,-0.17285852934786905,0.5387840670859538
0.6918238993710691,0.5,0.6918238993710691,1.0,0.8178438661710037,0.8422593279736137,1.288480480307049,0.2849227450350938,0.6918238993710691,TECHNICAL_MACRO,LogisticRegression,58,,,,
0.6918238993710691,0.5,0.6918238993710691,1.0,0.8178438661710037,0.8133168418882705,0.5630046404758046,0.19297819316179646,0.6918238993710691,TECHNICAL_MACRO,RandomForest,58,,,,
0.7148846960167715,0.5562770562770563,0.7174887892376681,0.9696969696969697,0.8247422680412371,0.8454751597608741,0.6283351046372485,0.20724328837172645,0.6918238993710691,TECHNICAL_MACRO,XGBoost,58,,,,
0.6918238993710691,0.5,0.6918238993710691,1.0,0.8178438661710037,0.875592661306947,0.6308067430020406,0.2201874238693217,0.6918238993710691,TECHNICAL_MACRO,CLASSICAL_ENSEMBLE,58,0.2627781924451804,0.7203545620111911,-0.26689133651158903,0.9979035639412998
0.689727463312369,0.4984848484848485,0.6911764705882353,0.996969696969697,0.8163771712158809,0.8428571428571429,1.3207289509720364,0.2839101884639435,0.6918238993710691,TECHNICAL_MACRO_NLP,LogisticRegression,110,,,,
0.6918238993710691,0.5,0.6918238993710691,1.0,0.8178438661710037,0.6423211708925994,0.5982181626879105,0.2056714447864538,0.6918238993710691,TECHNICAL_MACRO_NLP,RandomForest,110,,,,
0.689727463312369,0.5343228200371057,0.7077625570776256,0.9393939393939394,0.8072916666666666,0.8432694289837147,0.6384631551817838,0.2135503995674958,0.6918238993710691,TECHNICAL_MACRO_NLP,XGBoost,110,,,,
0.6918238993710691,0.5,0.6918238993710691,1.0,0.8178438661710037,0.8065759637188209,0.6458287393317362,0.2226624428134288,0.6918238993710691,TECHNICAL_MACRO_NLP,CLASSICAL_ENSEMBLE,110,0.2627781924451804,0.7203545620111911,-0.26689133651158903,0.9979035639412998
