feature,coefficient,abs_coefficient,direction,rank
ext_fedfunds_level,6.882556612927096,6.882556612927096,AUMENTA_P_SUBIDA,1
ext_yield_curve_10y2y,3.417033782775833,3.417033782775833,AUMENTA_P_SUBIDA,2
ext_us2y_level,-2.3790811747459117,2.3790811747459117,REDUCE_P_SUBIDA,3
rsi_28,2.253224185721599,2.253224185721599,AUMENTA_P_SUBIDA,4
volatility_60d,2.0221336798923777,2.0221336798923777,AUMENTA_P_SUBIDA,5
sentiment_negative_ratio_60d,-1.7674714374968528,1.7674714374968528,REDUCE_P_SUBIDA,6
ext_us10y_level,-1.46094208100961,1.46094208100961,REDUCE_P_SUBIDA,7
rsi_14,-1.1924815750405406,1.1924815750405406,REDUCE_P_SUBIDA,8
news_count_log_30d,1.1648469461334736,1.1648469461334736,AUMENTA_P_SUBIDA,9
sentiment_mean_60d,-1.0876674504221244,1.0876674504221244,REDUCE_P_SUBIDA,10
sentiment_mean_45d,-1.0120439579807374,1.0120439579807374,REDUCE_P_SUBIDA,11
ma_50_vs_200,-1.0112624374839332,1.0112624374839332,REDUCE_P_SUBIDA,12
sentiment_negative_ratio_30d,0.9735605192593526,0.9735605192593526,AUMENTA_P_SUBIDA,13
news_count_15d,0.9487376785178031,0.9487376785178031,AUMENTA_P_SUBIDA,14
ma_20_vs_50,0.8204837356118994,0.8204837356118994,AUMENTA_P_SUBIDA,15
close_vs_ma_15,-0.7804795472892393,0.7804795472892393,REDUCE_P_SUBIDA,16
sentiment_positive_ratio_45d,0.7634112471132917,0.7634112471132917,AUMENTA_P_SUBIDA,17
close_vs_ma_10,-0.7450460386385573,0.7450460386385573,REDUCE_P_SUBIDA,18
news_count_30d,0.732562975011472,0.732562975011472,AUMENTA_P_SUBIDA,19
news_count_log_60d,-0.7311121343866118,0.7311121343866118,REDUCE_P_SUBIDA,20
macd_signal,-0.711138141153825,0.711138141153825,REDUCE_P_SUBIDA,21
sentiment_negative_ratio_10d,0.7104494817236269,0.7104494817236269,AUMENTA_P_SUBIDA,22
sentiment_negative_ratio_45d,-0.6833300755143286,0.6833300755143286,REDUCE_P_SUBIDA,23
news_count_45d,-0.6671100613524716,0.6671100613524716,REDUCE_P_SUBIDA,24
close_vs_ma_200,0.6645454850063307,0.6645454850063307,AUMENTA_P_SUBIDA,25
sentiment_momentum_20_60,0.65050949401825,0.65050949401825,AUMENTA_P_SUBIDA,26
news_count_log_5d,-0.6454849378851053,0.6454849378851053,REDUCE_P_SUBIDA,27
sentiment_momentum_15_45,0.6351859990422566,0.6351859990422566,AUMENTA_P_SUBIDA,28
