accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
0.6065573770491803,0.5,0.6065573770491803,1.0,0.7551020408163265,0.5,0.6702631320430752,0.23864552567997407,0.6065573770491803
