accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
0.6995884773662552,0.5,0.6995884773662552,1.0,0.8232445520581114,0.5,0.6195145682261753,0.21389115279921125,0.6995884773662552
