variant,model,n_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
SIN_SENTIMIENTO,LogisticRegression,58,0.6776180698151951,0.5780007645259939,0.7135678391959799,0.8685015290519877,0.783448275862069,0.6510703363914373,0.6301163065486661,0.21168391547642296,0.6714579055441479
SIN_SENTIMIENTO,RandomForest,58,0.5872689938398358,0.49635894495412847,0.6693548387096774,0.7614678899082569,0.7124463519313304,0.5229166666666667,0.6778960642007336,0.24292587258554396,0.6714579055441479
SIN_SENTIMIENTO,XGBoost,58,0.5585215605749486,0.5212347094801223,0.6866666666666666,0.6299694189602446,0.6570972886762361,0.536104740061162,0.7375461066287692,0.26429371252660433,0.6714579055441479
SIN_SENTIMIENTO,LSTM,58,0.33880903490759756,0.45976681957186544,0.5384615384615384,0.10703363914373089,0.17857142857142858,0.461276758409786,0.7344844948921553,0.27048577443989325,0.6714579055441479
SIN_SENTIMIENTO,ENSEMBLE,58,0.6776180698151951,0.585980504587156,0.7190721649484536,0.8532110091743119,0.7804195804195804,0.6170680428134556,0.6376637656726741,0.22216573752530613,0.6714579055441479
CON_SENTIMIENTO,LogisticRegression,110,0.6550308008213552,0.5723528287461773,0.7131367292225201,0.8134556574923547,0.76,0.6444762996941896,0.7473832445289881,0.23568368457006836,0.6714579055441479
CON_SENTIMIENTO,RandomForest,110,0.6344969199178645,0.5267392966360857,0.685785536159601,0.8409785932721713,0.7554945054945055,0.5616781345565749,0.6578446717145296,0.23397556551693235,0.6714579055441479
CON_SENTIMIENTO,XGBoost,110,0.6057494866529775,0.5340596330275229,0.6923076923076923,0.7431192660550459,0.7168141592920354,0.5812691131498471,0.6922836158911113,0.2452071945292401,0.6714579055441479
CON_SENTIMIENTO,LSTM,110,0.5564681724845996,0.5292813455657492,0.6933797909407665,0.6085626911314985,0.6482084690553745,0.535282874617737,0.681535471813786,0.24424359593654665,0.6714579055441479
CON_SENTIMIENTO,ENSEMBLE,110,0.6529774127310062,0.5660359327217126,0.708994708994709,0.8195718654434251,0.7602836879432624,0.634690366972477,0.6365215500065746,0.22300148836136682,0.6714579055441479
