accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
0.6714579055441479,0.5,0.6714579055441479,1.0,0.8034398034398035,0.5,0.6353582569498138,0.22161013555364692,0.6714579055441479
