feature,coefficient,abs_coefficient,direction,rank
close_vs_ma_60,1.0284044292978594,1.0284044292978594,AUMENTA_P_SUBIDA,1
close_vs_ma_5,-0.6462773138882636,0.6462773138882636,REDUCE_P_SUBIDA,2
news_count_log_1d,0.6135526513962001,0.6135526513962001,AUMENTA_P_SUBIDA,3
news_count_30d,0.57721449285677,0.57721449285677,AUMENTA_P_SUBIDA,4
sentiment_negative_ratio_15d,-0.49671260137093276,0.49671260137093276,REDUCE_P_SUBIDA,5
news_count_log_60d,-0.49636253715804635,0.49636253715804635,REDUCE_P_SUBIDA,6
close_vs_ma_45,-0.4784359398289492,0.4784359398289492,REDUCE_P_SUBIDA,7
news_count_1d,-0.45566075189491795,0.45566075189491795,REDUCE_P_SUBIDA,8
news_count_15d,-0.4546523388434467,0.4546523388434467,REDUCE_P_SUBIDA,9
ext_fedfunds_level,0.4268349585483289,0.4268349585483289,AUMENTA_P_SUBIDA,10
close_vs_ma_10,-0.42437330267394424,0.42437330267394424,REDUCE_P_SUBIDA,11
sentiment_momentum_15_45,-0.3986565165589522,0.3986565165589522,REDUCE_P_SUBIDA,12
sentiment_positive_ratio_45d,-0.34034839899544056,0.34034839899544056,REDUCE_P_SUBIDA,13
ext_yield_curve_10y2y,0.33983663184483665,0.33983663184483665,AUMENTA_P_SUBIDA,14
macd_diff,0.3194145672202187,0.3194145672202187,AUMENTA_P_SUBIDA,15
return_1d,0.3099251781009058,0.3099251781009058,AUMENTA_P_SUBIDA,16
close_vs_ma_30,0.3016710684602497,0.3016710684602497,AUMENTA_P_SUBIDA,17
return_15d,-0.29551629648126854,0.29551629648126854,REDUCE_P_SUBIDA,18
close_vs_ma_20,-0.29461889988831597,0.29461889988831597,REDUCE_P_SUBIDA,19
sentiment_negative_ratio_60d,0.28326570621466735,0.28326570621466735,AUMENTA_P_SUBIDA,20
return_60d,-0.28179786408237,0.28179786408237,REDUCE_P_SUBIDA,21
sentiment_positive_ratio_5d,0.27411813054693734,0.27411813054693734,AUMENTA_P_SUBIDA,22
return_5d,0.268308331889845,0.268308331889845,AUMENTA_P_SUBIDA,23
news_count_60d,0.2678872881923651,0.2678872881923651,AUMENTA_P_SUBIDA,24
sentiment_negative_ratio_1d,0.2643822927073645,0.2643822927073645,AUMENTA_P_SUBIDA,25
rsi_14,-0.26149717508160275,0.26149717508160275,REDUCE_P_SUBIDA,26
sentiment_mean_45d,0.2538149726691181,0.2538149726691181,AUMENTA_P_SUBIDA,27
sentiment_negative_ratio_10d,0.24512454105631587,0.24512454105631587,AUMENTA_P_SUBIDA,28
sentiment_available_1d,-0.24255048739138477,0.24255048739138477,REDUCE_P_SUBIDA,29
volatility_20d,0.24252053378628632,0.24252053378628632,AUMENTA_P_SUBIDA,30
sentiment_positive_ratio_15d,0.23656534413586897,0.23656534413586897,AUMENTA_P_SUBIDA,31
sentiment_mean_1d,0.23174718477790973,0.23174718477790973,AUMENTA_P_SUBIDA,32
news_count_log_10d,0.22862656404833515,0.22862656404833515,AUMENTA_P_SUBIDA,33
return_30d,0.2259213375801188,0.2259213375801188,AUMENTA_P_SUBIDA,34
news_count_log_20d,-0.2254251058256502,0.2254251058256502,REDUCE_P_SUBIDA,35
news_count_log_5d,-0.21727373580830375,0.21727373580830375,REDUCE_P_SUBIDA,36
ext_us2y_level,-0.2088835865998432,0.2088835865998432,REDUCE_P_SUBIDA,37
