accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,phase_offset,n_observations,n_positive,n_negative
0.8181818181818182,0.6666666666666666,0.8,1.0,0.8888888888888888,0.9166666666666666,0.5032760146555443,0.1620629497856111,0.7272727272727273,0,11,8,3
0.7272727272727273,0.5,0.7272727272727273,1.0,0.8421052631578947,0.9583333333333334,0.49925382192721074,0.15945099860646342,0.7272727272727273,1,11,8,3
0.7272727272727273,0.5,0.7272727272727273,1.0,0.8421052631578947,0.9166666666666667,0.49711747539459045,0.15922006925703747,0.7272727272727273,2,11,8,3
0.7272727272727273,0.5,0.7272727272727273,1.0,0.8421052631578947,0.875,0.5230591949683844,0.17108491153267813,0.7272727272727273,3,11,8,3
0.6363636363636364,0.5,0.6363636363636364,1.0,0.7777777777777778,0.8928571428571428,0.5507402151690486,0.18440753121498696,0.6363636363636364,4,11,7,4
0.7272727272727273,0.5,0.7272727272727273,1.0,0.8421052631578947,1.0,0.4701869590819406,0.1463510150701484,0.7272727272727273,5,11,8,3
0.6363636363636364,0.5,0.6363636363636364,1.0,0.7777777777777778,0.8571428571428571,0.566324175201301,0.1895619016050709,0.6363636363636364,6,11,7,4
0.7272727272727273,0.625,0.7,1.0,0.8235294117647058,0.8571428571428571,0.5718032681633832,0.19320709642006131,0.6363636363636364,7,11,7,4
0.7272727272727273,0.625,0.7,1.0,0.8235294117647058,0.7857142857142857,0.5731588894600534,0.1927798159522852,0.6363636363636364,8,11,7,4
0.8181818181818182,0.6666666666666666,0.8,1.0,0.8888888888888888,1.0,0.4828171111147314,0.15117074124334545,0.7272727272727273,9,11,8,3
0.7272727272727273,0.625,0.7,1.0,0.8235294117647058,0.7142857142857142,0.5803508732252193,0.1966069767517777,0.6363636363636364,10,11,7,4
0.7272727272727273,0.625,0.7,1.0,0.8235294117647058,0.6428571428571428,0.6196517008616182,0.2136183695653596,0.6363636363636364,11,11,7,4
0.7272727272727273,0.625,0.7,1.0,0.8235294117647058,0.6428571428571428,0.6108630259907154,0.21151248040526047,0.6363636363636364,12,11,7,4
0.7272727272727273,0.625,0.7,1.0,0.8235294117647058,0.6785714285714286,0.6093559749876265,0.20993302888713836,0.6363636363636364,13,11,7,4
0.8181818181818182,0.6666666666666666,0.8,1.0,0.8888888888888888,0.75,0.5354496312504469,0.1766493595118033,0.7272727272727273,14,11,8,3
0.7272727272727273,0.5,0.7272727272727273,1.0,0.8421052631578947,0.8333333333333333,0.5375110377326779,0.17710140370428054,0.7272727272727273,15,11,8,3
0.9090909090909091,0.75,0.9,1.0,0.9473684210526315,0.6666666666666666,0.5187335513150012,0.16631648543080163,0.8181818181818182,16,11,9,2
0.9090909090909091,0.75,0.9,1.0,0.9473684210526315,0.6666666666666666,0.518824382197995,0.16721471472886876,0.8181818181818182,17,11,9,2
0.9090909090909091,0.75,0.9,1.0,0.9473684210526315,0.7222222222222222,0.5085833277688951,0.1643378151396809,0.8181818181818182,18,11,9,2
1.0,1.0,1.0,1.0,1.0,1.0,0.45484736928733455,0.1380686199469098,0.9090909090909091,19,11,10,1
0.8181818181818182,0.45,0.9,0.9,0.9,0.9,0.46939384181210486,0.14561243717861846,0.9090909090909091,20,11,10,1
0.9090909090909091,0.75,0.9,1.0,0.9473684210526315,0.8333333333333333,0.5023740109891509,0.16138284973727995,0.8181818181818182,21,11,9,2
0.7272727272727273,0.4,0.8888888888888888,0.8,0.8421052631578947,0.8,0.5093815003531437,0.16447092505477234,0.9090909090909091,22,11,10,1
0.9090909090909091,0.95,1.0,0.9,0.9473684210526315,1.0,0.4716299088761579,0.14580087072787815,0.9090909090909091,23,11,10,1
0.9090909090909091,0.95,1.0,0.9,0.9473684210526315,0.9,0.48446468679152976,0.15245345193639445,0.9090909090909091,24,11,10,1
0.9090909090909091,0.95,1.0,0.9,0.9473684210526315,1.0,0.47191228367591886,0.14651820907358137,0.9090909090909091,25,11,10,1
0.7272727272727273,0.6041666666666666,0.7777777777777778,0.875,0.8235294117647058,0.7916666666666667,0.5316014066733593,0.17578293200552073,0.7272727272727273,26,11,8,3
0.8181818181818182,0.6944444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8333333333333333,0.5007731109482165,0.16109302641685158,0.8181818181818182,27,11,9,2
0.8181818181818182,0.6944444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8333333333333333,0.5193089817265175,0.16963711568451112,0.8181818181818182,28,11,9,2
0.8181818181818182,0.6944444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.508434568434292,0.16500778386199516,0.8181818181818182,29,11,9,2
0.9090909090909091,0.75,0.9,1.0,0.9473684210526315,0.8888888888888888,0.49244754754214976,0.15683796413523277,0.8181818181818182,30,11,9,2
1.0,1.0,1.0,1.0,1.0,1.0,0.4423951171370574,0.13437665164731702,0.8,31,10,8,2
0.8,0.7619047619047619,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9047619047619049,0.4710859225741301,0.14879474419982894,0.7,32,10,7,3
1.0,1.0,1.0,1.0,1.0,1.0,0.4369327353870232,0.13226922111474773,0.8,33,10,8,2
