variant,model,n_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
SIN_SENTIMIENTO,LogisticRegression,58,0.7338877338877339,0.5677193446088795,0.7616822429906542,0.9261363636363636,0.8358974358974359,0.8179395701198027,0.5853795003934549,0.1631799350291711,0.7318087318087318
SIN_SENTIMIENTO,RandomForest,58,0.6943866943866944,0.6414068005637774,0.8134556574923547,0.7556818181818182,0.7835051546391752,0.7413010923185341,0.599962634824464,0.20689692866900247,0.7318087318087318
SIN_SENTIMIENTO,XGBoost,58,0.7027027027027027,0.7698643410852712,0.9523809523809523,0.625,0.7547169811320755,0.8595842142353771,0.5660931596400784,0.1935529360555567,0.7318087318087318
SIN_SENTIMIENTO,LSTM,58,0.48440748440748443,0.6280831571529246,0.9333333333333333,0.3181818181818182,0.4745762711864407,0.6897022551092319,0.6933309109318024,0.2501763575238656,0.7318087318087318
SIN_SENTIMIENTO,ENSEMBLE,58,0.8232848232848233,0.7687632135306555,0.8739495798319328,0.8863636363636364,0.8801128349788434,0.8720269556025371,0.4615173649409879,0.1467797967280892,0.7318087318087318
CON_SENTIMIENTO,LogisticRegression,110,0.7442827442827443,0.540444415081043,0.7483731019522777,0.9801136363636364,0.8487084870848709,0.8233571176885132,0.7340588575044563,0.19314240651383444,0.7318087318087318
CON_SENTIMIENTO,RandomForest,110,0.6881496881496881,0.5020921423537703,0.7327188940092166,0.9034090909090909,0.8091603053435115,0.6893278717406625,0.5885391029556548,0.20089060091859898,0.7318087318087318
CON_SENTIMIENTO,XGBoost,110,0.6943866943866944,0.7126167195207893,0.8810408921933085,0.6732954545454546,0.7632850241545893,0.8051664904862579,0.5779519408337968,0.19973515471780645,0.7318087318087318
CON_SENTIMIENTO,LSTM,110,0.4573804573804574,0.42790917899929526,0.6784313725490196,0.4914772727272727,0.5700164744645799,0.4322806553911206,0.7073467228226136,0.25690943455275767,0.7318087318087318
CON_SENTIMIENTO,ENSEMBLE,110,0.7817047817047817,0.6274004580690627,0.7878787878787878,0.9602272727272727,0.8655569782330346,0.8276955602536998,0.5155691581135831,0.1677352474386262,0.7318087318087318
