model,rmse,mae,mape_pct,r2,direction_accuracy
RandomForestRegressor,32.414335391509766,26.369644264550033,4.357313976933905,0.6924497263237772,0.5520249221183801
ENSEMBLE_REGRESSION,37.70029570177175,30.874202001437386,5.055899882241673,0.5916190372768834,0.5246105919003116
XGBRegressor,40.79204184563937,33.5753581115801,5.400529994835677,0.5810843259168976,0.5588785046728972
Ridge,54.24807261679469,43.778469388264966,7.56155104146727,-0.09827888404179301,0.5233644859813084
