ticker,horizon,classification_signal,classification_probability_up,regression_price_bias,experimental_action,current_close_entry_reference,max_entry_price_for_edge,future_target_price_reference,risk_reference_80_low,interval80_low,interval80_high,expected_return,selected_regression_model,rmse,persistence_rmse,rmse_skill_vs_persistence
SXRV,15,BAJADA / BAJISTA,0.32427352356933575,NEUTRAL,BAJISTA_NO_CONFIRMADA,1420.8,1414.935047482195,1419.1798526246414,1351.1024769803132,1351.1024769803132,1470.9684933507392,-0.0011403064297287324,RandomForestRegressor,55.28877945934559,58.90297883675851,0.06135851613598642
