feature,coefficient,abs_coefficient,direction,rank
ext_fedfunds_level,8.25172601715937,8.25172601715937,AUMENTA_P_SUBIDA,1
ext_yield_curve_10y2y,4.177488142208229,4.177488142208229,AUMENTA_P_SUBIDA,2
ext_us2y_level,-2.8745239292957687,2.8745239292957687,REDUCE_P_SUBIDA,3
ma_50_vs_200,-1.9752137353900379,1.9752137353900379,REDUCE_P_SUBIDA,4
ext_us10y_level,-1.7162252446188455,1.7162252446188455,REDUCE_P_SUBIDA,5
news_count_log_60d,-1.5596554823309599,1.5596554823309599,REDUCE_P_SUBIDA,6
volatility_60d,1.4356213872484411,1.4356213872484411,AUMENTA_P_SUBIDA,7
close_vs_ma_200,1.3056800410654128,1.3056800410654128,AUMENTA_P_SUBIDA,8
volatility_45d,0.9517730579200753,0.9517730579200753,AUMENTA_P_SUBIDA,9
sentiment_negative_ratio_30d,-0.8750989035965269,0.8750989035965269,REDUCE_P_SUBIDA,10
news_count_log_5d,-0.8522374625056998,0.8522374625056998,REDUCE_P_SUBIDA,11
sentiment_negative_ratio_45d,0.8467605398133738,0.8467605398133738,AUMENTA_P_SUBIDA,12
news_count_45d,0.6813618969062764,0.6813618969062764,AUMENTA_P_SUBIDA,13
news_count_5d,0.6770411197604382,0.6770411197604382,AUMENTA_P_SUBIDA,14
volatility_20d,-0.5951362044812183,0.5951362044812183,REDUCE_P_SUBIDA,15
sentiment_mean_30d,-0.5852456267321758,0.5852456267321758,REDUCE_P_SUBIDA,16
news_count_30d,0.5671722659058438,0.5671722659058438,AUMENTA_P_SUBIDA,17
macd_signal,-0.5587128380820674,0.5587128380820674,REDUCE_P_SUBIDA,18
sentiment_positive_ratio_45d,-0.5215502797847491,0.5215502797847491,REDUCE_P_SUBIDA,19
sentiment_positive_ratio_60d,0.4996193599443942,0.4996193599443942,AUMENTA_P_SUBIDA,20
macd,-0.4850174908744175,0.4850174908744175,REDUCE_P_SUBIDA,21
return_45d,-0.4690923832821023,0.4690923832821023,REDUCE_P_SUBIDA,22
rsi_14,-0.4551715468807399,0.4551715468807399,REDUCE_P_SUBIDA,23
ma_20_vs_50,0.4353086243725918,0.4353086243725918,AUMENTA_P_SUBIDA,24
bollinger_position,0.4341992593038523,0.4341992593038523,AUMENTA_P_SUBIDA,25
sentiment_mean_60d,-0.4272523945985724,0.4272523945985724,REDUCE_P_SUBIDA,26
news_count_log_1d,-0.4110514968154315,0.4110514968154315,REDUCE_P_SUBIDA,27
close_vs_ma_10,-0.38407797149627115,0.38407797149627115,REDUCE_P_SUBIDA,28
close_vs_ma_100,0.38170524690849894,0.38170524690849894,AUMENTA_P_SUBIDA,29
sentiment_negative_ratio_60d,-0.3587463446412979,0.3587463446412979,REDUCE_P_SUBIDA,30
ext_sp500_return_1d,-0.3414786110255145,0.3414786110255145,REDUCE_P_SUBIDA,31
close_vs_ma_15,-0.30819856056998207,0.30819856056998207,REDUCE_P_SUBIDA,32
sentiment_momentum_10_30,0.3008971568242939,0.3008971568242939,AUMENTA_P_SUBIDA,33
sentiment_negative_ratio_1d,0.29704845753157166,0.29704845753157166,AUMENTA_P_SUBIDA,34
return_60d,0.28304509705988085,0.28304509705988085,AUMENTA_P_SUBIDA,35
sentiment_mean_1d,0.28142863443788385,0.28142863443788385,AUMENTA_P_SUBIDA,36
ext_nasdaq100_return_5d,0.274386195367554,0.274386195367554,AUMENTA_P_SUBIDA,37
ext_sp500_return_5d,-0.2670793299303174,0.2670793299303174,REDUCE_P_SUBIDA,38
ext_fedfunds_change_5d,-0.2641468661854324,0.2641468661854324,REDUCE_P_SUBIDA,39
sentiment_available_15d,-0.2611818887681375,0.2611818887681375,REDUCE_P_SUBIDA,40
sentiment_available_5d,0.25982586566784466,0.25982586566784466,AUMENTA_P_SUBIDA,41
sentiment_mean_45d,0.25932092313426847,0.25932092313426847,AUMENTA_P_SUBIDA,42
news_count_1d,0.25827728267612887,0.25827728267612887,AUMENTA_P_SUBIDA,43
sentiment_negative_ratio_20d,-0.24894510992589652,0.24894510992589652,REDUCE_P_SUBIDA,44
news_count_log_20d,0.23019692966559224,0.23019692966559224,AUMENTA_P_SUBIDA,45
sentiment_negative_ratio_15d,0.22757166737506096,0.22757166737506096,AUMENTA_P_SUBIDA,46
volatility_10d,-0.21484163935965553,0.21484163935965553,REDUCE_P_SUBIDA,47
sentiment_available_1d,0.21296346034431443,0.21296346034431443,AUMENTA_P_SUBIDA,48
sentiment_mean_20d,-0.2102729020961293,0.2102729020961293,REDUCE_P_SUBIDA,49
sentiment_positive_ratio_30d,0.20765531520333771,0.20765531520333771,AUMENTA_P_SUBIDA,50
news_count_20d,0.2057172715760667,0.2057172715760667,AUMENTA_P_SUBIDA,51
return_10d,-0.1892758929085388,0.1892758929085388,REDUCE_P_SUBIDA,52
ext_nasdaq100_return_1d,0.18789919664618576,0.18789919664618576,AUMENTA_P_SUBIDA,53
sentiment_momentum_5_20,0.1829297256208222,0.1829297256208222,AUMENTA_P_SUBIDA,54
news_count_log_30d,0.17568978539413377,0.17568978539413377,AUMENTA_P_SUBIDA,55
close_vs_ma_20,0.16149191745123692,0.16149191745123692,AUMENTA_P_SUBIDA,56
sentiment_positive_ratio_20d,-0.15815071148804863,0.15815071148804863,REDUCE_P_SUBIDA,57
news_count_log_15d,0.1496238996084022,0.1496238996084022,AUMENTA_P_SUBIDA,58
close_vs_ma_50,0.14698502871673635,0.14698502871673635,AUMENTA_P_SUBIDA,59
sentiment_negative_ratio_10d,0.1441963370292466,0.1441963370292466,AUMENTA_P_SUBIDA,60
month,0.1430724081746011,0.1430724081746011,AUMENTA_P_SUBIDA,61
close_vs_ma_45,-0.14124205365338174,0.14124205365338174,REDUCE_P_SUBIDA,62
close_vs_ma_5,-0.13938330089041273,0.13938330089041273,REDUCE_P_SUBIDA,63
volatility_15d,0.13654245911606555,0.13654245911606555,AUMENTA_P_SUBIDA,64
news_count_log_45d,0.12475353059159631,0.12475353059159631,AUMENTA_P_SUBIDA,65
ext_us10y_change_1d,-0.11908625157105267,0.11908625157105267,REDUCE_P_SUBIDA,66
macd_diff,0.11867894441836825,0.11867894441836825,AUMENTA_P_SUBIDA,67
range_pct,-0.11844898621590705,0.11844898621590705,REDUCE_P_SUBIDA,68
sentiment_mean_15d,0.1182118994484005,0.1182118994484005,AUMENTA_P_SUBIDA,69
news_count_60d,-0.10242234458165687,0.10242234458165687,REDUCE_P_SUBIDA,70
news_count_10d,-0.10106927505136352,0.10106927505136352,REDUCE_P_SUBIDA,71
return_15d,0.09871741505412586,0.09871741505412586,AUMENTA_P_SUBIDA,72
close_vs_ma_60,-0.09687890225972798,0.09687890225972798,REDUCE_P_SUBIDA,73
sentiment_positive_ratio_5d,-0.09525960713657634,0.09525960713657634,REDUCE_P_SUBIDA,74
news_count_15d,-0.09518413872317467,0.09518413872317467,REDUCE_P_SUBIDA,75
sentiment_positive_ratio_10d,-0.09359216726145195,0.09359216726145195,REDUCE_P_SUBIDA,76
volatility_5d,0.09281644383666676,0.09281644383666676,AUMENTA_P_SUBIDA,77
sentiment_negative_ratio_5d,0.09148754411106501,0.09148754411106501,AUMENTA_P_SUBIDA,78
sentiment_positive_ratio_15d,-0.08702951394224336,0.08702951394224336,REDUCE_P_SUBIDA,79
return_20d,-0.08666039479834721,0.08666039479834721,REDUCE_P_SUBIDA,80
sentiment_mean_10d,-0.08540342238176053,0.08540342238176053,REDUCE_P_SUBIDA,81
volatility_30d,-0.07602151707593782,0.07602151707593782,REDUCE_P_SUBIDA,82
ext_eurusd_return_1d,0.07307524003724421,0.07307524003724421,AUMENTA_P_SUBIDA,83
sentiment_momentum_20_60,0.06915846492097653,0.06915846492097653,AUMENTA_P_SUBIDA,84
ext_vix_level,-0.06745722719646982,0.06745722719646982,REDUCE_P_SUBIDA,85
ext_vix_change_1d,-0.06742369559947864,0.06742369559947864,REDUCE_P_SUBIDA,86
return_3d,-0.06516020578361191,0.06516020578361191,REDUCE_P_SUBIDA,87
sentiment_positive_ratio_1d,-0.06507803931539047,0.06507803931539047,REDUCE_P_SUBIDA,88
return_1d,0.06414719787880947,0.06414719787880947,AUMENTA_P_SUBIDA,89
ext_us2y_change_1d,0.062323165501687865,0.062323165501687865,AUMENTA_P_SUBIDA,90
volume_vs_ma20,0.061587162804116524,0.061587162804116524,AUMENTA_P_SUBIDA,91
sentiment_available_10d,-0.06124038733607822,0.06124038733607822,REDUCE_P_SUBIDA,92
ext_vix_change_5d,-0.05958033959132315,0.05958033959132315,REDUCE_P_SUBIDA,93
sentiment_mean_5d,0.05287689144614614,0.05287689144614614,AUMENTA_P_SUBIDA,94
close_vs_ma_30,-0.046279835780315366,0.046279835780315366,REDUCE_P_SUBIDA,95
sentiment_momentum_15_45,-0.04546681615486577,0.04546681615486577,REDUCE_P_SUBIDA,96
day_of_week,-0.041788698173401084,0.041788698173401084,REDUCE_P_SUBIDA,97
return_30d,-0.040974064130738896,0.040974064130738896,REDUCE_P_SUBIDA,98
ext_eurusd_return_5d,0.0394850929809555,0.0394850929809555,AUMENTA_P_SUBIDA,99
intraday_return,-0.030689510241189835,0.030689510241189835,REDUCE_P_SUBIDA,100
rsi_28,0.02794965931667542,0.02794965931667542,AUMENTA_P_SUBIDA,101
return_2d,-0.017766135557607414,0.017766135557607414,REDUCE_P_SUBIDA,102
volume_change_1d,-0.01416473579463449,0.01416473579463449,REDUCE_P_SUBIDA,103
gap_return,0.009461142360209783,0.009461142360209783,AUMENTA_P_SUBIDA,104
return_5d,-0.007588476065139294,0.007588476065139294,REDUCE_P_SUBIDA,105
news_count_log_10d,0.004158528433675049,0.004158528433675049,AUMENTA_P_SUBIDA,106
sentiment_available_30d,0.0,0.0,AUMENTA_P_SUBIDA,107
sentiment_available_20d,0.0,0.0,AUMENTA_P_SUBIDA,108
sentiment_available_45d,0.0,0.0,AUMENTA_P_SUBIDA,109
sentiment_available_60d,0.0,0.0,AUMENTA_P_SUBIDA,110
