variant,model,n_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
SIN_SENTIMIENTO,LogisticRegression,58,0.6749482401656315,0.5434782608695652,0.6879271070615034,0.937888198757764,0.7936925098554534,0.7670807453416151,0.6762472098237312,0.21218999355404236,0.6666666666666666
SIN_SENTIMIENTO,RandomForest,58,0.6832298136645962,0.5978260869565217,0.7217847769028871,0.8540372670807453,0.7823613086770982,0.7911346012885305,0.5573439392734771,0.18935094913956108,0.6666666666666666
SIN_SENTIMIENTO,XGBoost,58,0.7018633540372671,0.6583850931677019,0.7696969696969697,0.7888198757763976,0.7791411042944786,0.7690675514061958,0.6360836829182313,0.21362101765099967,0.6666666666666666
SIN_SENTIMIENTO,LSTM,58,0.5175983436853002,0.5326086956521738,0.6977777777777778,0.48757763975155277,0.5740402193784278,0.5349716446124764,0.6937582918185046,0.250306261515262,0.6666666666666666
SIN_SENTIMIENTO,ENSEMBLE,58,0.6956521739130435,0.6071428571428572,0.7260981912144703,0.8726708074534162,0.7926657263751763,0.8127001273099032,0.5142639801387001,0.17400037355939538,0.6666666666666666
CON_SENTIMIENTO,LogisticRegression,110,0.6583850931677019,0.5248447204968943,0.6788154897494305,0.9254658385093167,0.783180026281209,0.7585162609467229,0.6688292265326357,0.2211547658632864,0.6666666666666666
CON_SENTIMIENTO,RandomForest,110,0.7267080745341615,0.6273291925465838,0.7339901477832512,0.9254658385093167,0.8186813186813187,0.7133984028393965,0.5802066824186227,0.19650802496011135,0.6666666666666666
CON_SENTIMIENTO,XGBoost,110,0.6915113871635611,0.639751552795031,0.7551622418879056,0.7950310559006211,0.7745839636913767,0.7662127232745651,0.5594365489866197,0.18842474154355232,0.6666666666666666
CON_SENTIMIENTO,LSTM,110,0.6086956521739131,0.5760869565217391,0.7209302325581395,0.6739130434782609,0.6966292134831461,0.5882103313915359,0.6716806293045731,0.23899150420370824,0.6666666666666666
CON_SENTIMIENTO,ENSEMBLE,110,0.7349896480331263,0.6381987577639752,0.7400990099009901,0.9285714285714286,0.8236914600550964,0.7951467921762279,0.5329488456686481,0.17819131341460892,0.6666666666666666
