accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,phase_offset,n_observations,n_positive,n_negative
0.7647058823529411,0.7357142857142858,0.75,0.9,0.8181818181818182,0.8285714285714285,0.5401316140349407,0.18137354324164368,0.5882352941176471,0,17,10,7
0.7058823529411765,0.6857142857142857,0.7272727272727273,0.8,0.7619047619047619,0.8142857142857143,0.5578390332102555,0.18866422318155585,0.5882352941176471,1,17,10,7
0.6470588235294118,0.6319444444444444,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.8055555555555556,0.6229312077380991,0.22056146447778513,0.5294117647058824,2,17,9,8
0.6875,0.6166666666666667,0.6923076923076923,0.9,0.782608695652174,0.7666666666666667,0.538181205521465,0.1778859401602692,0.625,3,16,10,6
0.75,0.5833333333333333,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.6458333333333333,0.5402794756400011,0.17837492352720385,0.75,4,16,12,4
0.6875,0.5545454545454546,0.7142857142857143,0.9090909090909091,0.8,0.6909090909090909,0.5750101079770906,0.1965957220793619,0.6875,5,16,11,5
0.6875,0.5545454545454546,0.7142857142857143,0.9090909090909091,0.8,0.7272727272727273,0.5579723308978144,0.18411596105103215,0.6875,6,16,11,5
0.6875,0.5545454545454546,0.7142857142857143,0.9090909090909091,0.8,0.6363636363636364,0.5863444223213591,0.19884097702159287,0.6875,7,16,11,5
0.75,0.6,0.7333333333333333,1.0,0.8461538461538461,0.6363636363636364,0.5828781114633301,0.198093731611637,0.6875,8,16,11,5
0.6875,0.5833333333333334,0.6666666666666666,1.0,0.8,0.7166666666666667,0.6124416567158155,0.21269989494612349,0.625,9,16,10,6
0.75,0.6,0.7333333333333333,1.0,0.8461538461538461,0.6909090909090909,0.5607378409085073,0.19069708126559087,0.6875,10,16,11,5
0.75,0.6,0.7333333333333333,1.0,0.8461538461538461,0.7272727272727273,0.5449340312486242,0.18417227822440935,0.6875,11,16,11,5
0.6875,0.5833333333333334,0.6666666666666666,1.0,0.8,0.7166666666666667,0.5733457154413477,0.19882089901890732,0.625,12,16,10,6
0.75,0.6,0.7333333333333333,1.0,0.8461538461538461,0.7818181818181819,0.5155226748304681,0.17267768115801568,0.6875,13,16,11,5
0.75,0.6,0.7333333333333333,1.0,0.8461538461538461,0.8363636363636364,0.491225746270215,0.16072712545050266,0.6875,14,16,11,5
0.6875,0.5545454545454546,0.7142857142857143,0.9090909090909091,0.8,0.8727272727272728,0.500997459968564,0.16629670766840288,0.6875,15,16,11,5
0.6875,0.5545454545454546,0.7142857142857143,0.9090909090909091,0.8,0.8,0.5051898387910012,0.1678210630283855,0.6875,16,16,11,5
0.6875,0.5545454545454546,0.7142857142857143,0.9090909090909091,0.8,0.8909090909090909,0.4957200326101834,0.16340775451187106,0.6875,17,16,11,5
0.8125,0.7083333333333333,0.8461538461538461,0.9166666666666666,0.88,0.875,0.4739484413045351,0.15055882227709083,0.75,18,16,12,4
0.8125,0.7083333333333333,0.8461538461538461,0.9166666666666666,0.88,0.8125,0.49548233986993795,0.161784838546358,0.75,19,16,12,4
0.8125,0.7083333333333333,0.8461538461538461,0.9166666666666666,0.88,0.8333333333333333,0.48681076257015315,0.15799486984797378,0.75,20,16,12,4
0.75,0.5897435897435898,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.6923076923076923,0.5208148335316709,0.1735086363890369,0.8125,21,16,13,3
0.6875,0.5416666666666667,0.7692307692307693,0.8333333333333334,0.8,0.7291666666666666,0.5439153784550632,0.18475344001064023,0.75,22,16,12,4
0.75,0.6545454545454545,0.7692307692307693,0.9090909090909091,0.8333333333333334,0.8,0.5303405525211784,0.1783143589554653,0.6875,23,16,11,5
0.8125,0.75,0.7692307692307693,1.0,0.8695652173913043,0.9,0.4721179158959548,0.15056098905680837,0.625,24,16,10,6
0.8125,0.75,0.7692307692307693,1.0,0.8695652173913043,0.9166666666666667,0.466907823567663,0.14822169604251775,0.625,25,16,10,6
0.6875,0.6587301587301587,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.9206349206349207,0.5113807368769574,0.16947774633890095,0.5625,26,16,9,7
0.6875,0.6166666666666667,0.6923076923076923,0.9,0.782608695652174,0.8166666666666667,0.5427353491281148,0.1834236804877527,0.625,27,16,10,6
0.8125,0.7857142857142857,0.75,1.0,0.8571428571428571,0.9047619047619048,0.5044218919793523,0.16464644725278876,0.5625,28,16,9,7
0.8125,0.7833333333333333,0.8181818181818182,0.9,0.8571428571428571,0.8,0.5302783813961945,0.17716532494257217,0.625,29,16,10,6
