accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
0.6666666666666666,0.5,0.6666666666666666,1.0,0.8,0.5,0.6381137721209581,0.222913287358152,0.6666666666666666
