accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,variant,model,n_features,strategy_total_return,strategy_sharpe,strategy_max_drawdown,market_exposure
0.567287784679089,0.5869565217391304,0.748898678414097,0.5279503105590062,0.6193078324225865,0.6163728251224876,0.7008987007204758,0.2527681269082109,0.6666666666666666,TECHNICAL,LogisticRegression,42,,,,
0.6749482401656315,0.5667701863354038,0.7017114914425427,0.8913043478260869,0.7852257181942545,0.6752054318892018,0.606258155494185,0.20977653751504957,0.6666666666666666,TECHNICAL,RandomForest,42,,,,
0.6811594202898551,0.6086956521739131,0.7307692307692307,0.8260869565217391,0.7755102040816326,0.6467535974692334,0.6433922891432521,0.222871931662919,0.6666666666666666,TECHNICAL,XGBoost,42,,,,
0.7039337474120083,0.6288819875776397,0.7412398921832885,0.8540372670807453,0.7936507936507936,0.6914277998534009,0.6058213006943702,0.20910086781467047,0.6666666666666666,TECHNICAL,CLASSICAL_ENSEMBLE,42,0.13685950115055667,0.5629773626442016,-0.13672015685988714,0.4927536231884058
0.6749482401656315,0.5434782608695652,0.6879271070615034,0.937888198757764,0.7936925098554534,0.7670807453416151,0.6762472098237312,0.21218999355404236,0.6666666666666666,TECHNICAL_MACRO,LogisticRegression,58,,,,
0.6832298136645962,0.5978260869565217,0.7217847769028871,0.8540372670807453,0.7823613086770982,0.7911346012885305,0.5573439392734771,0.18935094913956108,0.6666666666666666,TECHNICAL_MACRO,RandomForest,58,,,,
0.7018633540372671,0.6583850931677019,0.7696969696969697,0.7888198757763976,0.7791411042944786,0.7690675514061958,0.6360836829182313,0.21362101765099967,0.6666666666666666,TECHNICAL_MACRO,XGBoost,58,,,,
0.6811594202898551,0.5854037267080745,0.7131979695431472,0.8726708074534162,0.7849162011173184,0.8120057096562632,0.5057951805025324,0.1735550993006835,0.6666666666666666,TECHNICAL_MACRO,CLASSICAL_ENSEMBLE,58,0.47476458837679614,1.2878929378269934,-0.21266723441420732,0.6666666666666666
0.6583850931677019,0.5248447204968943,0.6788154897494305,0.9254658385093167,0.783180026281209,0.7585162609467229,0.6688292265326357,0.2211547658632864,0.6666666666666666,TECHNICAL_MACRO_NLP,LogisticRegression,110,,,,
0.7267080745341615,0.6273291925465838,0.7339901477832512,0.9254658385093167,0.8186813186813187,0.7133984028393965,0.5802066824186227,0.19650802496011135,0.6666666666666666,TECHNICAL_MACRO_NLP,RandomForest,110,,,,
0.6915113871635611,0.639751552795031,0.7551622418879056,0.7950310559006211,0.7745839636913767,0.7662127232745651,0.5594365489866197,0.18842474154355232,0.6666666666666666,TECHNICAL_MACRO_NLP,XGBoost,110,,,,
0.7370600414078675,0.6366459627329193,0.7383863080684596,0.937888198757764,0.826265389876881,0.8024574669187146,0.5196412114180615,0.17461405879299643,0.6666666666666666,TECHNICAL_MACRO_NLP,CLASSICAL_ENSEMBLE,110,0.4561051752396099,1.2379951473391733,-0.18270644875744024,0.7246376811594203
