accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,variant,model,n_features,strategy_total_return,strategy_sharpe,strategy_max_drawdown,market_exposure
0.48261758691206547,0.47983174785876304,0.53515625,0.5055350553505535,0.5199240986717267,0.48774501506482953,0.7008381585113329,0.25386780710278956,0.5541922290388548,TECHNICAL,LogisticRegression,42,,,,
0.523517382413088,0.5055181285757812,0.558282208588957,0.6715867158671587,0.609715242881072,0.49003012965909476,0.6962776958282301,0.251522777917898,0.5541922290388548,TECHNICAL,RandomForest,42,,,,
0.5173824130879345,0.5058143471342971,0.5589225589225589,0.6125461254612546,0.5845070422535211,0.5036731101255967,0.7115947457177854,0.25863821572632634,0.5541922290388548,TECHNICAL,XGBoost,42,,,,
0.49897750511247446,0.4883120620197028,0.5445205479452054,0.5867158671586716,0.5648312611012434,0.5000169267747723,0.6982883268805353,0.2524825522886116,0.5541922290388548,TECHNICAL,CLASSICAL_ENSEMBLE,42,0.12485429735754439,1.1091842692260874,-0.02968654798666792,0.06339468302658487
0.50920245398773,0.48946308270422156,0.5465465465465466,0.6715867158671587,0.6026490066225165,0.4787230441111751,0.7104293450158371,0.25818366531385334,0.5541922290388548,TECHNICAL_MACRO,LogisticRegression,58,,,,
0.5194274028629857,0.5036223298012796,0.5569620253164557,0.6494464944649446,0.5996592844974447,0.4994583432072853,0.6955312546501333,0.251146431041481,0.5541922290388548,TECHNICAL_MACRO,RandomForest,58,,,,
0.5173824130879345,0.5044686685398965,0.5577557755775577,0.6236162361623616,0.5888501742160279,0.4995599038559193,0.7173628230470147,0.2608153078566016,0.5541922290388548,TECHNICAL_MACRO,XGBoost,58,,,,
0.5337423312883436,0.5156403398896374,0.5657492354740061,0.6826568265682657,0.6187290969899666,0.4970716679643861,0.701815381076256,0.25413322670574606,0.5541922290388548,TECHNICAL_MACRO,CLASSICAL_ENSEMBLE,58,0.0014794538808842184,0.049403908614520896,-0.1037416817052701,0.12474437627811862
0.50920245398773,0.4795947730119503,0.5411140583554377,0.7527675276752768,0.6296296296296297,0.4698195605809269,0.7551882972155239,0.27694990346290876,0.5541922290388548,TECHNICAL_MACRO_NLP,LogisticRegression,110,,,,
0.4867075664621677,0.46288804631165575,0.5285714285714286,0.6826568265682657,0.5958132045088567,0.45974812959138767,0.7020660069611578,0.2543733532110511,0.5541922290388548,TECHNICAL_MACRO_NLP,RandomForest,110,,,,
0.48057259713701433,0.46452994346457227,0.526984126984127,0.6125461254612546,0.5665529010238908,0.4516909847997563,0.7378597955238044,0.27048274715535087,0.5541922290388548,TECHNICAL_MACRO_NLP,XGBoost,110,,,,
0.48466257668711654,0.461940146924405,0.527536231884058,0.6715867158671587,0.5909090909090909,0.4593757405463963,0.7184033840429639,0.26194898305249903,0.5541922290388548,TECHNICAL_MACRO_NLP,CLASSICAL_ENSEMBLE,110,0.02179031983364821,0.15823322741084897,-0.15930091405547264,0.3292433537832311
