model,rmse,mae,mape_pct,r2,direction_accuracy
RandomForestRegressor,19.010063499337726,14.623421386375663,4.288604179530558,0.2008621893299975,0.518125
ENSEMBLE_REGRESSION,24.230903086449707,18.516202213666862,5.591251234363274,-0.3250700769058364,0.505
XGBRegressor,25.571691293369305,18.82765159180345,5.31058096629989,-0.08299651897243032,0.535625
Ridge,43.68427742681629,34.01862275091217,11.351209224317717,-7.712255226445049,0.5112500000000001
