model,cv_rmse,cv_mae,cv_mape_pct,cv_r2,cv_direction_accuracy,holdout_rmse,holdout_mae,holdout_mape_pct,holdout_r2,holdout_direction_accuracy,eligible_for_final_selection,selected_by_cv
RandomForestRegressor,19.010063499337726,14.623421386375663,4.288604179530558,0.2008621893299975,0.518125,24.580140684500677,17.542157788572563,3.0628960524073254,0.647664659385746,0.6460905349794238,True,True
ENSEMBLE_REGRESSION,24.230903086449707,18.516202213666862,5.591251234363274,-0.3250700769058364,0.505,24.876605472106732,17.701880827022016,3.1106031596258474,0.6391142652147358,0.7119341563786008,True,False
XGBRegressor,25.571691293369305,18.82765159180345,5.31058096629989,-0.08299651897243032,0.535625,23.99002673305548,17.78525300162459,3.0946219147798546,0.6643791428952835,0.6851851851851852,True,False
Ridge,43.68427742681629,34.01862275091217,11.351209224317717,-7.712255226445049,0.5112500000000001,41.07637798149041,32.87760253454271,5.7356975346324734,0.016052874290149344,0.7078189300411523,False,False
