feature,importance,rank
ext_us2y_level,0.04464388799688928,1
ma_50_vs_200,0.037062214736695125,2
close_vs_ma_200,0.03597823244835922,3
sentiment_mean_60d,0.03195156437849967,4
sentiment_positive_ratio_60d,0.031517828476971634,5
volatility_60d,0.027214969232444652,6
ext_yield_curve_10y2y,0.02398644360548213,7
volatility_45d,0.023480459897337293,8
sentiment_mean_45d,0.023407308479842275,9
close_vs_ma_100,0.021486005455195772,10
return_60d,0.02131123088939202,11
ext_fedfunds_level,0.021259812247614095,12
volatility_30d,0.020448305914490504,13
sentiment_momentum_15_45,0.019987694815176465,14
close_vs_ma_60,0.019545309893132218,15
ma_20_vs_50,0.01909919259510778,16
ext_vix_level,0.0184083100551293,17
volatility_20d,0.018303840878049222,18
ext_us10y_level,0.0178889021526835,19
sentiment_momentum_20_60,0.017105959731383718,20
month,0.016070100258756676,21
sentiment_momentum_10_30,0.015841942056602464,22
macd_signal,0.015463501261497037,23
close_vs_ma_50,0.015243068135197687,24
return_45d,0.015146461465729656,25
sentiment_positive_ratio_45d,0.014600093140578618,26
macd,0.014321784579093921,27
sentiment_negative_ratio_30d,0.012136933153564452,28
volatility_15d,0.011722795023982149,29
sentiment_negative_ratio_20d,0.011606377431007899,30
news_count_log_30d,0.011405867620438277,31
sentiment_mean_30d,0.011352235066224332,32
close_vs_ma_45,0.011285553930497043,33
sentiment_mean_20d,0.011118824109934951,34
news_count_log_60d,0.010668537648100152,35
sentiment_negative_ratio_15d,0.01056616751941799,36
news_count_60d,0.010506844551791118,37
return_30d,0.010178933831041454,38
news_count_log_20d,0.009923871730680517,39
sentiment_momentum_5_20,0.009907747318796642,40
news_count_30d,0.009808725682844029,41
news_count_15d,0.009608129504584262,42
sentiment_negative_ratio_60d,0.009398764652838702,43
macd_diff,0.009362343340139719,44
news_count_20d,0.009270370470428156,45
news_count_log_45d,0.009141615434950316,46
sentiment_mean_15d,0.008872311420783766,47
news_count_log_15d,0.008772978683417587,48
sentiment_negative_ratio_45d,0.008643265909719042,49
rsi_28,0.008588056875005206,50
news_count_45d,0.007637523350381901,51
volatility_10d,0.0069791507623540115,52
return_20d,0.006894310001399622,53
return_15d,0.006718971432320492,54
close_vs_ma_20,0.006387753882795289,55
close_vs_ma_30,0.005848476162236474,56
sentiment_mean_10d,0.005845682202821328,57
rsi_14,0.00581080640757187,58
bollinger_position,0.005768104983206032,59
close_vs_ma_15,0.005653084997553821,60
volatility_5d,0.005171226017798217,61
sentiment_positive_ratio_10d,0.005076346668527267,62
sentiment_positive_ratio_20d,0.0049490383732341695,63
return_10d,0.004856445533704241,64
close_vs_ma_10,0.004364339070650976,65
news_count_10d,0.0041470628218611754,66
sentiment_positive_ratio_30d,0.004067831658184615,67
news_count_log_10d,0.003929142893295417,68
sentiment_positive_ratio_5d,0.0038575919931436446,69
return_5d,0.0037097814170047464,70
sentiment_positive_ratio_15d,0.0037006024368273064,71
sentiment_negative_ratio_10d,0.0036498830311651213,72
close_vs_ma_5,0.003396220140904811,73
range_pct,0.0031687702342921248,74
ext_sp500_return_5d,0.0027375234529389354,75
return_3d,0.002687663268854569,76
volume_vs_ma20,0.0025350008245479637,77
ext_eurusd_return_5d,0.0023750899096743527,78
sentiment_mean_5d,0.0022402166225806777,79
ext_nasdaq100_return_5d,0.002235980372666225,80
ext_vix_change_5d,0.0021693832362475415,81
return_2d,0.001861926236592649,82
gap_return,0.001819457406117815,83
ext_vix_change_1d,0.0017148194431224006,84
return_1d,0.0016823175553949458,85
intraday_return,0.0016495254562658877,86
news_count_log_5d,0.0014986120280516247,87
ext_eurusd_return_1d,0.0013817608365600054,88
sentiment_available_60d,0.001368508826724382,89
news_count_5d,0.0013537367122815555,90
ext_us2y_change_1d,0.0011669308061958638,91
volume_change_1d,0.001098227075801319,92
ext_nasdaq100_return_1d,0.0010718691414491476,93
sentiment_negative_ratio_5d,0.001038319171591054,94
sentiment_available_15d,0.001017600168139846,95
ext_sp500_return_1d,0.0010004127217702018,96
sentiment_available_20d,0.0009024436683348724,97
sentiment_available_10d,0.0008500159302769067,98
ext_us10y_change_1d,0.0006816674292187938,99
ext_fedfunds_change_5d,0.0006769494226654475,100
sentiment_available_45d,0.0005642817969927709,101
sentiment_mean_1d,0.0003946134158680755,102
sentiment_negative_ratio_1d,0.0003809781191496239,103
sentiment_available_30d,0.00035359109159756384,104
day_of_week,0.00032000436817978867,105
sentiment_available_5d,0.00027904473660366033,106
news_count_1d,0.00026978026084335056,107
news_count_log_1d,0.00021932501563653515,108
sentiment_positive_ratio_1d,0.0001739363044017977,109
sentiment_available_1d,1.866500590746247e-05,110
