baseline,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,strategy_total_return,buy_hold_total_return,strategy_annual_return,buy_hold_annual_return,strategy_volatility,buy_hold_volatility,strategy_sharpe,buy_hold_sharpe,strategy_sortino,strategy_max_drawdown,buy_hold_max_drawdown,trades,market_exposure,win_rate_active_days,profit_factor
MA50_MA200,0.5491803278688525,0.44702380952380955,0.6262626262626263,0.775,0.6927374301675978,0.44702380952380955,0.7386534875559142,0.2703278688524589,0.6557377049180327,0.0877853958731396,0.2953166329547199,0.044409181712319556,0.1429578103057645,0.14296740265516053,0.15838277499508854,0.3757074137139149,0.9232029668101962,0.3933988388460811,-0.2332032249808038,-0.2332032249808037,3,0.8094262295081968,0.5443037974683544,1.0819242423344786
