ticker,horizon,classification_signal,classification_probability_up,regression_price_bias,experimental_action,current_close_entry_reference,max_entry_price_for_edge,future_target_price_reference,risk_reference_80_low,interval80_low,interval80_high,expected_return,selected_regression_model,rmse,persistence_rmse,rmse_skill_vs_persistence
SXRV,60,SUBIDA / ALCISTA,0.6858608444643088,BAJISTA,ALCISTA_NO_CONFIRMADA,1420.8,1387.6606399546588,1391.8236218745226,1261.8313667834843,1261.8313667834843,1461.2487224426845,-0.02039441027975608,RandomForestRegressor,92.75953218597778,109.32729673951044,0.15154279898649636
