accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,variant,model,n_features,strategy_total_return,strategy_sharpe,strategy_max_drawdown,market_exposure
0.6012396694214877,0.6036796536796536,0.7665369649805448,0.5969696969696969,0.6712095400340715,0.6402400629673357,0.6839697006999912,0.24232615247713915,0.6818181818181818,TECHNICAL,LogisticRegression,42,,,,
0.5971074380165289,0.4777056277056277,0.6700251889168766,0.806060606060606,0.7317744154057771,0.5641086186540732,0.6389152009265988,0.22631632512083258,0.6818181818181818,TECHNICAL,RandomForest,42,,,,
0.5888429752066116,0.48376623376623373,0.6728232189973615,0.7727272727272727,0.7193229901269393,0.5575364029909484,0.679676857402723,0.2433193438370706,0.6818181818181818,TECHNICAL,XGBoost,42,,,,
0.621900826446281,0.5443722943722944,0.7082152974504249,0.7575757575757576,0.7320644216691069,0.5873671782762692,0.6395486232511697,0.22597022980413475,0.6818181818181818,TECHNICAL,CLASSICAL_ENSEMBLE,42,0.24942415746696556,0.9928676589631454,-0.15510981069552665,0.5330578512396694
0.6983471074380165,0.5727272727272728,0.7180094786729858,0.9181818181818182,0.8058510638297872,0.7417355371900826,0.686726178301715,0.19865119605856796,0.6818181818181818,TECHNICAL_MACRO,LogisticRegression,58,,,,
0.6487603305785123,0.6367965367965368,0.7836879432624113,0.6696969696969697,0.7222222222222222,0.6184769775678867,0.6458568492440836,0.22849363199753867,0.6818181818181818,TECHNICAL_MACRO,RandomForest,58,,,,
0.5867768595041323,0.6103896103896104,0.782608695652174,0.5454545454545454,0.6428571428571429,0.6464580873671784,0.7859887541073003,0.27814933205807,0.6818181818181818,TECHNICAL_MACRO,XGBoost,58,,,,
0.6735537190082644,0.6186147186147186,0.7559523809523809,0.7696969696969697,0.7627627627627628,0.7104486422668241,0.570509885432342,0.195386250097073,0.6818181818181818,TECHNICAL_MACRO,CLASSICAL_ENSEMBLE,58,0.2835131346549229,1.0995592493486162,-0.15510981069552676,0.5041322314049587
0.6714876033057852,0.5686147186147186,0.7186700767263428,0.8515151515151516,0.7794729542302358,0.7040535222353405,0.8235410244126782,0.21427345902347014,0.6818181818181818,TECHNICAL_MACRO_NLP,LogisticRegression,110,,,,
0.6962809917355371,0.5452380952380952,0.7028824833702882,0.9606060606060606,0.8117797695262484,0.5967926013380559,0.6242325940195359,0.21728318119779558,0.6818181818181818,TECHNICAL_MACRO_NLP,RandomForest,110,,,,
0.5516528925619835,0.575974025974026,0.7533632286995515,0.509090909090909,0.6075949367088608,0.6817197953561589,0.7492830531764372,0.27051898469417146,0.6818181818181818,TECHNICAL_MACRO_NLP,XGBoost,110,,,,
0.6714876033057852,0.604978354978355,0.7449856733524355,0.7878787878787878,0.7658321060382917,0.7083234946871311,0.575914438359931,0.1964625271897523,0.6818181818181818,TECHNICAL_MACRO_NLP,CLASSICAL_ENSEMBLE,110,0.17760393016076925,0.6999983149872038,-0.17286575870182552,0.53099173553719
