ticker,horizon,classification_signal,classification_probability_up,regression_price_bias,experimental_action,current_close_entry_reference,max_entry_price_for_edge,future_target_price_reference,risk_reference_80_low,interval80_low,interval80_high,expected_return,selected_regression_model,rmse,persistence_rmse,rmse_skill_vs_persistence
SXR8,60,NEUTRAL / BAJA CONFIANZA,0.40203944958569454,BAJISTA,BAJISTA_NO_CONFIRMADA,680.94,668.5437058818854,670.5493369995311,620.6789463835066,620.6789463835066,712.8345136374411,-0.01525929303678586,RandomForestRegressor,39.01352975796819,45.558743828927874,0.1436653761907225
