feature,coefficient,abs_coefficient,direction,rank
ext_fedfunds_level,5.8374399197243285,5.8374399197243285,AUMENTA_P_SUBIDA,1
rsi_28,3.2144163481928043,3.2144163481928043,AUMENTA_P_SUBIDA,2
ext_yield_curve_10y2y,3.1629224178933093,3.1629224178933093,AUMENTA_P_SUBIDA,3
ext_us2y_level,-2.098048142851633,2.098048142851633,REDUCE_P_SUBIDA,4
volatility_60d,1.6491066673756973,1.6491066673756973,AUMENTA_P_SUBIDA,5
news_count_30d,1.5695527692539075,1.5695527692539075,AUMENTA_P_SUBIDA,6
close_vs_ma_100,-1.4412987861739992,1.4412987861739992,REDUCE_P_SUBIDA,7
sentiment_negative_ratio_45d,1.3997597363180805,1.3997597363180805,AUMENTA_P_SUBIDA,8
news_count_log_45d,-1.345158510124707,1.345158510124707,REDUCE_P_SUBIDA,9
ext_us10y_level,-1.1977497939742128,1.1977497939742128,REDUCE_P_SUBIDA,10
close_vs_ma_60,1.073753195169843,1.073753195169843,AUMENTA_P_SUBIDA,11
ma_50_vs_200,-1.0205473256028659,1.0205473256028659,REDUCE_P_SUBIDA,12
macd_signal,-0.945348263231706,0.945348263231706,REDUCE_P_SUBIDA,13
bollinger_position,-0.9081721524919824,0.9081721524919824,REDUCE_P_SUBIDA,14
news_count_log_20d,-0.8312741727531832,0.8312741727531832,REDUCE_P_SUBIDA,15
macd,-0.8184470421291067,0.8184470421291067,REDUCE_P_SUBIDA,16
news_count_45d,-0.8067243644568064,0.8067243644568064,REDUCE_P_SUBIDA,17
volatility_45d,0.7701231217344688,0.7701231217344688,AUMENTA_P_SUBIDA,18
rsi_14,-0.7192881983154203,0.7192881983154203,REDUCE_P_SUBIDA,19
close_vs_ma_30,-0.6912479483450537,0.6912479483450537,REDUCE_P_SUBIDA,20
return_45d,-0.6294494473808036,0.6294494473808036,REDUCE_P_SUBIDA,21
news_count_log_60d,0.6198075379078224,0.6198075379078224,AUMENTA_P_SUBIDA,22
news_count_log_10d,-0.5844425024286722,0.5844425024286722,REDUCE_P_SUBIDA,23
news_count_log_15d,-0.576353073409086,0.576353073409086,REDUCE_P_SUBIDA,24
return_60d,0.5737849278321906,0.5737849278321906,AUMENTA_P_SUBIDA,25
sentiment_negative_ratio_60d,0.5731544589371916,0.5731544589371916,AUMENTA_P_SUBIDA,26
month,0.5729693210203097,0.5729693210203097,AUMENTA_P_SUBIDA,27
sentiment_mean_45d,0.5659608937293229,0.5659608937293229,AUMENTA_P_SUBIDA,28
news_count_20d,0.5442286414002682,0.5442286414002682,AUMENTA_P_SUBIDA,29
sentiment_momentum_15_45,-0.4617207966400037,0.4617207966400037,REDUCE_P_SUBIDA,30
close_vs_ma_45,-0.45622927078156494,0.45622927078156494,REDUCE_P_SUBIDA,31
ext_vix_level,-0.4408606583175683,0.4408606583175683,REDUCE_P_SUBIDA,32
news_count_15d,0.41466043247184736,0.41466043247184736,AUMENTA_P_SUBIDA,33
sentiment_positive_ratio_30d,-0.405290404495048,0.405290404495048,REDUCE_P_SUBIDA,34
sentiment_available_20d,0.4022386236589592,0.4022386236589592,AUMENTA_P_SUBIDA,35
volatility_30d,0.37091272331535363,0.37091272331535363,AUMENTA_P_SUBIDA,36
close_vs_ma_5,-0.36262736995687334,0.36262736995687334,REDUCE_P_SUBIDA,37
close_vs_ma_50,0.3610155915599528,0.3610155915599528,AUMENTA_P_SUBIDA,38
sentiment_positive_ratio_45d,-0.35617465959194616,0.35617465959194616,REDUCE_P_SUBIDA,39
ext_sp500_return_5d,-0.33430429849151383,0.33430429849151383,REDUCE_P_SUBIDA,40
news_count_5d,0.3210353004801742,0.3210353004801742,AUMENTA_P_SUBIDA,41
news_count_60d,-0.3146729815597265,0.3146729815597265,REDUCE_P_SUBIDA,42
sentiment_mean_60d,0.30875866436906424,0.30875866436906424,AUMENTA_P_SUBIDA,43
range_pct,-0.3070186405122919,0.3070186405122919,REDUCE_P_SUBIDA,44
sentiment_positive_ratio_10d,-0.28588056001316736,0.28588056001316736,REDUCE_P_SUBIDA,45
ext_fedfunds_change_5d,-0.28223222689659627,0.28223222689659627,REDUCE_P_SUBIDA,46
sentiment_positive_ratio_20d,0.26363096110839573,0.26363096110839573,AUMENTA_P_SUBIDA,47
sentiment_mean_15d,0.2523873213956014,0.2523873213956014,AUMENTA_P_SUBIDA,48
sentiment_mean_30d,0.24742985785674973,0.24742985785674973,AUMENTA_P_SUBIDA,49
sentiment_mean_10d,0.2358707243131653,0.2358707243131653,AUMENTA_P_SUBIDA,50
ext_sp500_return_1d,-0.23232038124838342,0.23232038124838342,REDUCE_P_SUBIDA,51
sentiment_negative_ratio_30d,-0.22493278281367685,0.22493278281367685,REDUCE_P_SUBIDA,52
volume_vs_ma20,0.22401325523120244,0.22401325523120244,AUMENTA_P_SUBIDA,53
sentiment_momentum_20_60,-0.21705562404876394,0.21705562404876394,REDUCE_P_SUBIDA,54
close_vs_ma_20,0.2099682254697403,0.2099682254697403,AUMENTA_P_SUBIDA,55
ext_eurusd_return_5d,-0.19073465188939562,0.19073465188939562,REDUCE_P_SUBIDA,56
sentiment_negative_ratio_10d,0.19042216709814555,0.19042216709814555,AUMENTA_P_SUBIDA,57
sentiment_positive_ratio_15d,0.18654146492100845,0.18654146492100845,AUMENTA_P_SUBIDA,58
news_count_log_5d,-0.1827637029696949,0.1827637029696949,REDUCE_P_SUBIDA,59
macd_diff,0.17793210166782178,0.17793210166782178,AUMENTA_P_SUBIDA,60
ext_nasdaq100_return_1d,0.17760226545136168,0.17760226545136168,AUMENTA_P_SUBIDA,61
volume_change_1d,-0.17556640094801862,0.17556640094801862,REDUCE_P_SUBIDA,62
sentiment_available_60d,-0.17420292449468325,0.17420292449468325,REDUCE_P_SUBIDA,63
gap_return,-0.17207286305607983,0.17207286305607983,REDUCE_P_SUBIDA,64
