ticker,horizon,classification_signal,classification_probability_up,regression_price_bias,experimental_action,current_close_entry_reference,max_entry_price_for_edge,future_target_price_reference,risk_reference_80_low,interval80_low,interval80_high,expected_return,selected_regression_model,rmse,persistence_rmse,rmse_skill_vs_persistence
SXRV,10,BAJADA / BAJISTA,0.36502295602016444,BAJISTA,BAJISTA_CONFIRMADA,1420.8,1411.919870476882,1416.1556300883124,1363.5894623914598,1363.5894623914598,1466.9797156142774,-0.003268841435590919,RandomForestRegressor,45.09164992805635,47.199985199941985,0.04466813417323334
