accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
0.6196319018404908,0.5,0.6196319018404908,1.0,0.7651515151515151,0.5,0.6645486974572222,0.23583294011959993,0.6196319018404908
