Date,Open,High,Low,Close,Volume
2010-12-29,82.07,82.07,81.98,81.98,360
2010-12-30,81.1,81.1,81.1,81.1,0
2011-01-03,81.58,81.58,81.51,81.55,2360
2011-01-04,81.46,81.46,81.46,81.46,1064
2011-01-07,83.9,83.99,83.73,83.73,1678
2011-01-10,83.89,83.89,83.7,83.7,2000
2011-01-11,84.21,84.21,84.21,84.21,0
2011-01-12,84.28,84.28,84.28,84.28,0
2011-01-13,83.62,83.62,82.35,82.35,2032
2011-01-14,82.27,82.61,82.27,82.61,2300
2011-01-17,82.93,82.93,82.93,82.93,0
2011-01-18,82.76,82.76,82.57,82.57,300
2011-01-19,81.62,81.62,81.62,81.62,0
2011-01-20,81.61,81.61,81.13,81.13,2309
2011-01-21,81.05,81.05,81.05,81.05,0
2011-01-24,80.68,80.68,80.68,80.68,0
2011-01-25,80.67,80.67,80.67,80.67,0
2011-01-26,80.99,81.22,80.99,81.07,1050
2011-01-27,80.89,80.89,80.89,80.89,110
2011-01-28,80.68,80.68,80.68,80.68,0
2011-01-31,80.2,80.2,80.2,80.2,0
2011-02-01,80.41,80.88,80.41,80.88,3000
2011-02-03,81.7,81.7,81.65,81.65,250
2011-02-04,82.37,82.37,82.37,82.37,0
2011-02-08,83.11,83.11,82.69,82.73,1197
2011-02-09,82.56,82.56,82.56,82.56,0
2011-02-10,82.67,83.07,82.67,83.07,600
2011-02-11,83.91,83.91,83.91,83.91,0
2011-02-14,84.6,84.6,84.6,84.6,0
2011-02-15,84.28,84.35,84.28,84.35,165
2011-02-16,84.78,84.78,84.47,84.47,235
2011-02-17,84.24,84.3,84.06,84.3,7000
2011-02-18,84.31,84.31,84.31,84.31,0
2011-02-21,83.48,83.48,83.48,83.48,0
2011-02-22,83.55,83.57,83.29,83.29,1150
2011-02-23,82.56,82.56,82.56,82.56,100
2011-02-25,81.83,82.25,81.83,82.08,10000
2011-02-28,82.38,82.38,82.38,82.38,0
2011-03-01,81.95,81.95,81.95,81.95,0
2011-03-03,81.4,81.59,81.4,81.59,551
2011-03-04,81.24,81.24,81.24,81.24,0
2011-03-07,80.49,80.49,80.49,80.49,25
2011-03-09,81.24,81.24,81.24,81.24,0
2011-03-10,80.93,80.93,80.93,80.93,0
2011-03-11,80.44,80.44,80.44,80.44,1000
2011-03-16,78.37,78.37,78.05,78.05,1000
2011-03-17,78.04,78.71,78.04,78.11,2909
2011-03-18,77.8,77.8,77.8,77.8,0
2011-03-21,78.35,78.56,78.35,78.56,406
2011-03-22,78.32,78.32,78.32,78.32,0
2011-03-23,78.6,78.6,78.6,78.6,0
2011-03-24,79.08,79.08,79.08,79.08,1020
2011-03-28,80.11,80.11,80.11,80.11,0
2011-03-29,80.19,80.19,80.19,80.19,0
2011-03-30,80.87,80.87,80.87,80.87,0
2011-03-31,80.24,80.24,80.24,80.24,0
2011-04-01,81,81,81,81,0
2011-04-04,80.56,80.56,80.56,80.56,0
2011-04-05,80.66,80.66,80.61,80.61,1000
2011-04-06,79.86,79.86,79.83,79.83,4000
2011-04-07,79.81,79.81,79.81,79.81,0
2011-04-08,79.41,79.41,79.35,79.35,4000
2011-04-11,79.13,79.13,79.13,79.13,0
2011-04-12,78.2,78.2,77.95,77.95,40
2011-04-13,77.97,78.33,77.97,78.01,8036
2011-04-14,77.72,77.76,77.72,77.74,2300
2011-04-15,78.46,78.46,78.46,78.46,0
2011-04-18,78.84,78.85,78.25,78.53,32927
2011-04-19,78.34,78.34,78.34,78.34,0
2011-04-20,78.78,78.78,78.78,78.78,0
2011-04-21,78.72,78.72,78.72,78.72,0
2011-04-26,79.12,79.23,79.12,79.23,10018
2011-04-27,78.9,78.9,78.9,78.9,0
2011-04-28,78.46,78.8,78.46,78.8,100
2011-04-29,78.89,78.89,78.89,78.89,0
2011-05-02,79.58,79.58,78.91,78.91,200
2011-05-03,78.9,78.9,78.55,78.55,65
2011-05-04,78.28,78.28,77.74,77.74,53
2011-05-05,77.76,77.76,77.76,77.76,4009
2011-05-09,80.69,80.77,80.69,80.77,200
2011-05-10,80.73,80.9,80.73,80.9,4000
2011-05-11,81.2,81.2,81.2,81.2,0
2011-05-12,80.92,80.94,80.92,80.94,300
2011-05-13,81.39,81.39,81.39,81.39,0
2011-05-16,81.1,81.1,81.07,81.07,1000
2011-05-17,80.29,80.29,80.29,80.29,0
2011-05-18,80.37,80.49,80.37,80.49,1000
2011-05-19,81.07,81.07,80.74,80.74,1050
2011-05-20,81.04,81.04,81.04,81.04,0
2011-05-23,81,81,80.68,80.68,210
2011-05-24,80.36,80.36,80.36,80.36,0
2011-05-25,80.31,80.66,80.31,80.53,3250
2011-05-26,80.16,80.45,80.16,80.45,2009
2011-05-27,80.38,80.38,80.38,80.38,0
2011-05-30,80.34,80.34,80.27,80.27,120
2011-05-31,80.14,80.14,80.14,80.14,0
2011-06-02,78.68,78.68,78.17,78.17,5010
2011-06-03,77.73,77.73,77.73,77.73,4600
2011-06-07,76.01,76.01,75.8,75.8,2000
2011-06-08,75.35,75.8,75.35,75.8,4800
2011-06-09,75.65,75.65,75.57,75.57,3009
2011-06-10,76.42,76.42,76.26,76.26,330
2011-06-13,76.28,76.28,76.28,76.28,0
2011-06-14,76.62,76.62,76.62,76.62,0
2011-06-15,77.07,77.07,77.07,77.07,0
2011-06-16,77.24,77.44,77.06,77.44,7000
2011-06-17,77.02,77.02,76.81,76.81,1000
2011-06-20,76.65,76.9,76.59,76.9,3100
2011-06-21,76.99,77.52,76.98,77.52,6027
2011-06-22,77.47,77.47,77.47,77.47,0
2011-06-23,77.11,77.26,77.11,77.26,1000
2011-06-24,77.48,77.48,77.37,77.37,1000
2011-06-27,77.1,77.1,77.1,77.1,0
2011-06-28,77.45,77.46,77.45,77.46,25
2011-06-29,78.02,78.14,78.02,78.04,8018
2011-06-30,77.9,78.37,77.9,78.37,2000
2011-07-01,79.09,79.09,79.09,79.09,0
2011-07-04,79.42,79.42,79.42,79.42,0
2011-07-05,79.67,79.67,79.65,79.65,120
2011-07-06,80.4,80.4,80.4,80.4,0
2011-07-07,81.15,81.15,81.15,81.15,0
2011-07-08,80.93,80.93,80.93,80.93,0
2011-07-11,81.21,81.35,81.21,81.28,130
2011-07-12,81.14,81.4,81.14,81.4,1000
2011-07-13,81.04,81.04,80.96,80.96,1130
2011-07-14,80.2,80.2,80.2,80.2,0
2011-07-15,80.05,80.05,80.05,80.05,0
2011-07-18,79.81,79.81,79.81,79.81,0
2011-07-19,80.14,80.14,80.14,80.14,0
2011-07-20,80.84,80.84,80.6,80.6,50
2011-07-21,80.32,80.66,80.32,80.43,38723
2011-07-22,80.86,80.86,80.56,80.56,2697
2011-07-25,80.5,80.5,80.5,80.5,3900
2011-07-27,79.06,79.06,79.06,79.06,0
2011-07-28,78.46,79.24,78.46,79.24,1000
2011-07-29,78.04,78.3,77.9,77.9,4653
2011-08-01,78.47,78.47,77.67,77.67,6857
2011-08-02,77.28,77.28,77.28,77.28,1000
2011-08-04,76.19,76.19,76.19,76.19,640
2011-08-05,73.03,73.03,72.3,72.3,20170
2011-08-08,71.36,71.36,71.36,71.36,241
2011-08-10,70.43,70.43,68.51,68.72,1500
2011-08-11,69.64,69.64,68.93,69.64,4018
2011-08-12,69.64,69.64,69.64,69.64,4018
2011-08-15,71.54,71.54,71.05,71.05,2289
2011-08-16,71.67,71.67,71.67,71.67,0
2011-08-17,71.67,71.75,71.67,71.67,4018
2011-08-18,70.91,70.91,69,69.08,12412
2011-08-19,68.18,68.18,68.18,68.18,0
2011-08-22,67.67,67.67,67.67,67.67,0
2011-08-23,68.28,68.28,68.28,68.28,510
2011-08-25,70.13,70.13,70.13,70.13,0
2011-08-26,68.35,69.98,68.35,69.97,2419
2011-08-29,70.9,71.28,70.8,71.28,1200
2011-08-30,72.41,72.41,72.41,72.41,0
2011-08-31,72.79,73.46,72.79,73.21,2241
2011-09-01,73.89,73.89,73.89,73.89,65
2011-09-06,71.03,71.03,71.03,71.03,3296
2011-09-12,72.65,72.81,72.25,72.81,185
2011-09-13,73.63,73.63,73.63,73.63,0
2011-09-14,74.2,74.2,73.9,74.2,1000
2011-09-15,74.75,74.75,74.7,74.75,5000
2011-09-16,75.12,75.79,75.12,75.79,350
2011-09-19,75.67,75.67,75.67,75.67,0
2011-09-20,77.02,77.02,77.02,77.02,0
2011-09-21,75.52,75.52,75.52,75.52,0
2011-09-23,72.61,72.61,72.61,72.61,0
2011-09-26,73.21,73.21,73.21,73.21,0
2011-09-28,75.13,75.13,74.47,74.47,265
2011-09-29,73.8,73.8,73.8,73.8,0
2011-09-30,74.17,74.17,74.17,74.17,0
2011-10-03,73.68,73.68,73.68,73.68,0
2011-10-04,71.4,71.5,71,71.11,16900
2011-10-05,73.11,73.63,73.11,73.63,200
2011-10-06,74.45,74.45,74.45,74.45,0
2011-10-07,74.54,74.54,74.54,74.54,0
2011-10-10,75.24,75.24,75.24,75.24,0
2011-10-11,75.9,75.94,75.88,75.94,13000
2011-10-12,75.5,76.14,75.5,76.14,148
2011-10-13,75.62,75.62,75.33,75.33,130
2011-10-14,75.99,75.99,75.82,75.82,130
2011-10-17,76.26,76.26,76.26,76.26,0
2011-10-18,76.28,76.28,76.28,76.28,0
2011-10-19,77.09,77.09,77.09,77.09,0
2011-10-20,76.3,76.3,76.3,76.3,0
2011-10-21,76.63,77.09,76.63,77.09,5000
2011-10-24,77.68,77.85,77.68,77.85,135
2011-10-25,77.9,77.9,77.24,77.24,64
2011-10-26,76.85,76.85,76.85,76.85,0
2011-10-27,77.67,77.67,77.67,77.67,0
2011-10-28,78.33,78.58,78.33,78.58,13865
2011-10-31,78.7,78.7,78.64,78.64,8506
2011-11-01,77.21,77.21,77.21,77.21,0
2011-11-02,77.8,77.8,77.8,77.8,0
2011-11-03,78.73,78.73,78.73,78.73,0
2011-11-04,78.4,78.4,78.4,78.4,0
2011-11-07,78.55,78.55,78.55,78.55,0
2011-11-08,78.96,78.96,78.96,78.96,0
2011-11-09,79.1,79.59,79.1,79.59,5000
2011-11-10,79.27,79.27,78.86,78.86,27
2011-11-11,79.86,79.86,79.63,79.63,4000
2011-11-14,80.17,80.18,79.95,79.95,1062
2011-11-15,79.94,79.94,79.94,79.94,0
2011-11-16,80.5,80.5,80.5,80.5,0
2011-11-17,78.9,79.12,78.87,79.12,10826
2011-11-18,78.23,78.38,78.13,78.13,507
2011-11-21,76.11,76.11,76.11,76.11,0
2011-11-22,76.05,76.05,76.05,76.05,0
2011-11-23,75.75,75.75,75.75,75.75,0
2011-11-24,75.9,75.9,75.67,75.67,1000
2011-11-25,76.52,76.52,76.52,76.52,0
2011-11-28,76.93,77.82,76.93,77.82,30
2011-11-29,78.22,78.22,78.22,78.22,0
2011-11-30,77.72,79.87,77.72,79.87,4009
2011-12-01,79.93,80.21,79.93,80.12,122
2011-12-02,81.3,81.3,81.3,81.3,0
2011-12-05,81.5,81.5,81.5,81.5,0
2011-12-06,81.63,81.63,81.38,81.38,600
2011-12-07,81.17,81.34,81.17,81.34,600
2011-12-08,81.18,81.18,81.18,81.18,0
2011-12-09,80.09,81.31,80.09,81.31,645
2011-12-12,81.03,81.7,81.03,81.03,806
2011-12-13,81.73,82.36,81.73,82.36,1120
2011-12-14,81.01,81.01,81.01,81.01,0
2011-12-15,81.37,81.37,81.37,81.37,0
2011-12-16,81.63,81.63,81.63,81.63,0
2011-12-19,80.98,80.98,80.98,80.98,0
2011-12-20,80.91,82.15,80.91,82.15,326
2011-12-21,82.44,82.44,82.25,82.25,30
2011-12-22,83.24,83.24,83.24,83.24,0
2011-12-23,84.15,84.15,84.15,84.15,0
2011-12-27,84.23,84.23,84.23,84.23,0
2011-12-28,84.16,84.16,84.16,84.16,0
2011-12-29,84.74,84.74,84.74,84.74,0
2011-12-30,85.03,85.03,85.03,85.03,0
2012-01-03,85.88,85.88,85.4,85.55,95000
2012-01-04,85.36,85.69,85.36,85.69,1
2012-01-05,86.62,86.62,86.62,86.62,0
2012-01-06,86.83,87.75,86.83,87.75,86
2012-01-09,87.17,87.17,87.17,87.17,0
2012-01-10,88.18,88.18,88.18,88.18,0
2012-01-11,88.47,88.47,88.47,88.47,0
2012-01-12,88.82,88.82,87.62,87.62,11500
2012-01-13,88.2,88.29,88.12,88.29,2548
2012-01-16,88.66,88.91,88.66,88.91,5957
2012-01-17,88.76,88.87,88.76,88.84,157
2012-01-18,88.28,88.31,88.28,88.31,250
2012-01-19,88.62,88.62,88.62,88.62,0
2012-01-20,88.3,88.49,88.11,88.11,312
2012-01-23,87.83,87.83,87.83,87.83,0
2012-01-24,87.86,87.86,87.86,87.86,0
2012-01-25,88.23,88.23,88.07,88.07,5600
2012-01-26,87.72,88.09,87.64,87.64,19600
2012-01-27,87.14,87.14,86.88,86.88,70
2012-01-30,86.86,86.86,86.85,86.85,50
2012-01-31,86.9,87.09,86.9,87.09,469
2012-02-01,87.66,87.66,87.35,87.51,5590
2012-02-02,87.75,87.8,87.7,87.7,580
2012-02-03,89.13,89.13,89.13,89.13,0
2012-02-06,89.09,89.09,89.09,89.09,0
2012-02-07,88.86,88.86,88.51,88.51,453
2012-02-08,88.41,88.41,88.41,88.41,0
2012-02-09,88.46,88.46,88.46,88.46,0
2012-02-10,88.31,88.58,88.31,88.58,5509
2012-02-13,88.91,88.94,88.86,88.94,1420
2012-02-14,89.24,89.33,89.24,89.33,687
2012-02-15,89.99,90.19,89.99,90.19,1000
2012-02-16,90.05,90.05,90.05,90.05,0
2012-02-17,90.05,90.05,90.05,90.05,0
2012-02-20,90.22,90.22,89.99,89.99,1388
2012-02-21,89.72,89.77,89.72,89.77,60
2012-02-22,89.74,89.74,89.38,89.38,170
2012-02-23,89.15,89.15,89.15,89.15,0
2012-02-24,89.03,89.03,88.55,88.55,9069
2012-02-27,88.37,88.94,88.37,88.94,70
2012-02-28,88.86,88.86,88.86,88.86,0
2012-02-29,89.06,89.46,89.06,89.22,456
2012-03-01,89.47,89.78,89.47,89.78,57
2012-03-02,90.38,90.59,90.28,90.59,3083
2012-03-05,89.68,89.68,89.68,89.68,0
2012-03-06,89.78,89.78,89.43,89.43,425
2012-03-07,89.67,89.67,89.62,89.66,362
2012-03-08,90,90,89.68,89.68,3076
2012-03-09,91.37,91.37,91.37,91.37,0
2012-03-12,91.23,91.25,90.8,90.8,100
2012-03-13,91.6,92.03,91.6,92.03,16
2012-03-14,93.37,93.38,93.24,93.38,296
2012-03-15,93.28,93.5,93.28,93.5,2234
2012-03-16,92.98,93.06,92.98,93.06,64
2012-03-19,92.69,92.94,92.69,92.94,1000
2012-03-20,92.84,92.84,92.39,92.54,5155
2012-03-21,92.64,92.89,92.64,92.89,12
2012-03-22,92.15,92.15,92.15,92.15,0
2012-03-23,91.99,91.99,91.75,91.76,2825
2012-03-26,92.57,92.57,92.42,92.42,2000
2012-03-27,92.96,92.96,92.69,92.69,4272
2012-03-28,92.4,92.4,92.23,92.23,5509
2012-03-29,92,92.15,91.69,91.69,1460
2012-03-30,92.3,92.3,92.17,92.17,250
2012-04-02,92.2,92.89,92.2,92.89,60000
2012-04-03,92.68,92.78,92.58,92.58,4825
2012-04-04,93.02,93.02,92.83,92.83,2064
2012-04-05,92.99,93.55,92.85,93.55,4850
2012-04-10,92.33,92.33,91.6,91.6,2295
2012-04-11,91.16,91.4,91.16,91.4,6000
2012-04-12,91.38,91.65,91.38,91.65,2000
2012-04-13,91.88,91.88,91.88,91.88,0
2012-04-16,91.39,91.39,91.39,91.39,0
2012-04-17,92.22,92.22,92.22,92.22,0
2012-04-18,92.21,92.21,92.21,92.21,0
2012-04-19,92.31,92.33,92.03,92.05,3000
2012-04-20,91.56,91.63,91.56,91.63,547
2012-04-23,90.62,90.62,90.62,90.62,0
2012-04-24,90.87,90.89,90.87,90.89,20
2012-04-25,91.5,91.75,91.5,91.75,2612
2012-04-26,91.94,91.94,91.94,91.94,0
2012-04-27,92.45,92.45,92.45,92.45,0
2012-04-30,92.65,92.69,92.14,92.14,10000
2012-05-02,93.23,93.23,92.92,92.92,6400
2012-05-03,93.2,93.2,92.95,92.95,100
2012-05-04,91.55,91.55,91.55,91.55,0
2012-05-07,91.38,91.59,91.38,91.59,40
2012-05-08,90.88,90.88,90.88,90.88,0
2012-05-09,91.58,91.6,91.58,91.6,1000
2012-05-10,91.82,91.82,91.82,91.82,0
2012-05-11,91.61,92.31,91.6,92.31,9342
2012-05-14,91.48,91.55,91.48,91.55,1000
2012-05-15,91.67,91.75,91.67,91.75,1000
2012-05-16,91.7,91.7,91.67,91.67,351
2012-05-17,91.4,91.4,90.67,90.67,1000
2012-05-18,89.96,89.96,89.62,89.62,600
2012-05-21,89.59,89.59,89.59,89.59,0
2012-05-22,91.14,91.14,91.14,91.14,0
2012-05-23,90.7,90.7,90.51,90.51,2000
2012-05-24,91.89,91.98,91.75,91.75,1149
2012-05-25,92.39,92.42,92.33,92.33,11865
2012-05-28,92.34,92.34,92.34,92.34,3950
2012-05-29,92.56,93.06,92.56,93.06,48
2012-05-30,92.94,92.94,92.94,92.94,0
2012-05-31,92.58,92.58,92.45,92.45,1000
2012-06-01,90.9,90.9,90.9,90.9,0
2012-06-04,89.78,89.78,89.17,89.17,90
2012-06-05,89.6,90.11,89.6,90.11,327
2012-06-06,90.71,91.49,90.71,91.49,20
2012-06-07,92.22,92.22,92.09,92.09,2000
2012-06-08,92.31,92.31,92.31,92.31,0
2012-06-11,92.7,92.7,92.31,92.7,0
2012-06-12,92.56,92.56,92.31,92.56,0
2012-06-13,92.11,92.31,92.11,92.11,0
2012-06-14,92.15,92.15,92.15,92.15,0
2012-06-15,92.68,92.68,92.68,92.68,0
2012-06-18,93.06,93.58,93.06,93.58,160
2012-06-19,93.71,93.71,93.71,93.71,0
2012-06-20,93.79,93.79,93.47,93.52,340
2012-06-21,93.51,93.55,93.51,93.55,10088
2012-06-22,92.95,92.95,92.95,92.95,0
2012-06-25,92.03,92.03,92.03,92.03,0
2012-06-26,92.47,92.47,92.39,92.39,2000
2012-06-27,93.63,93.63,93.63,93.63,0
2012-06-28,93.34,93.34,93,93,2000
2012-06-29,93.8,93.8,93.8,93.8,0
2012-07-02,94.48,95.21,94.48,94.76,30388
2012-07-03,95.03,95.49,95.03,95.49,260
2012-07-04,95.64,96.15,95.64,96.15,358
2012-07-05,96.39,97.08,96.39,97.08,600
2012-07-06,96.26,96.26,96.26,96.26,0
2012-07-09,96.14,96.14,96.14,96.14,0
2012-07-10,96.68,96.68,96.68,96.68,0
2012-07-11,96.17,96.17,96.17,96.17,0
2012-07-12,95.93,95.93,95.68,95.68,205
2012-07-13,96.27,96.98,96.27,96.98,950
2012-07-16,96.86,96.88,96.86,96.88,10
2012-07-17,96.95,97.07,96.95,97.05,14834
2012-07-18,97.07,98.13,97.07,98.13,315
2012-07-19,98.57,98.57,98.57,98.57,0
2012-07-20,98.52,98.52,98.52,98.52,0
2012-07-23,97.68,97.68,97.33,97.33,141
2012-07-24,97.41,97.41,97.41,97.41,0
2012-07-25,96.93,96.94,96.6,96.6,1880
2012-07-26,96.68,96.68,96.68,96.68,0
2012-07-27,97.5,97.57,97.17,97.57,14437
2012-07-30,99.04,99.04,99.04,99.04,0
2012-07-31,99.41,99.41,98.74,98.74,1000
2012-08-01,98.5,98.66,98.48,98.58,40350
2012-08-02,98.4,98.4,98.21,98.38,2000
2012-08-03,98.81,98.81,98.81,98.81,0
2012-08-06,99.07,99.07,98.74,98.74,500
2012-08-07,99.19,99.19,99.19,99.19,0
2012-08-08,99.59,99.59,99.59,99.59,0
2012-08-09,100.33,100.33,100.33,100.33,0
2012-08-10,99.96,99.96,99.96,99.96,0
2012-08-13,99.54,99.54,99.54,99.54,0
2012-08-14,100.15,100.37,100.15,100.37,12500
2012-08-15,99.98,100.42,99.98,100.42,2216
2012-08-16,100.31,100.31,100.31,100.31,0
2012-08-17,100.74,101.1,100.74,101.1,21
2012-08-20,100.65,100.65,100.65,100.65,0
2012-08-21,100.09,100.09,100.09,100.09,0
2012-08-22,99.3,99.3,99.3,99.3,0
2012-08-23,98.33,98.33,98.33,98.33,0
2012-08-24,98.72,98.72,98.69,98.69,50
2012-08-27,99.26,99.39,99.26,99.39,503
2012-08-28,98.98,98.98,98.64,98.64,15130
2012-08-29,98.78,98.78,98.71,98.71,70
2012-08-30,98.45,98.45,98.45,98.45,0
2012-08-31,98.53,98.53,98.53,98.53,0
2012-09-03,98.41,98.41,98.37,98.37,100
2012-09-04,97.93,97.93,97.93,97.93,0
2012-09-05,98.13,98.13,98.13,98.13,0
2012-09-06,98.49,99.51,98.3,99.51,29053
2012-09-07,98.75,98.75,98.75,98.75,0
2012-09-10,98.64,98.92,98.64,98.79,2132
2012-09-11,98.6,98.6,98.27,98.27,150
2012-09-12,98,98,97.99,97.99,110
2012-09-13,97.9,98.18,97.9,98.09,125
2012-09-14,98.3,98.3,98.3,98.3,0
2012-09-17,98.25,98.28,98.02,98.12,1915
2012-09-18,98.33,98.33,98.33,98.33,0
2012-09-19,98.52,98.52,98.52,98.52,0
2012-09-20,99,99,99,99,0
2012-09-21,99.19,99.19,99.19,99.19,0
2012-09-24,99.25,99.25,99.25,99.25,0
2012-09-25,99.52,99.52,99.28,99.28,3095
2012-09-26,98.39,98.39,98.03,98.16,6434
2012-09-27,98.58,98.58,98.51,98.51,100
2012-09-28,98.39,98.39,98.39,98.39,0
2012-10-01,98.63,99.23,98.45,99.18,8367
2012-10-02,98.58,98.58,98.08,98.08,330
2012-10-03,98.6,99.01,98.6,99.01,500
2012-10-04,98.9,98.9,98.76,98.76,420
2012-10-05,99.02,99.02,99.02,99.02,0
2012-10-08,98.71,98.71,98.71,98.71,0
2012-10-09,98.73,98.73,98.73,98.73,0
2012-10-10,98.19,98.19,98.19,98.19,0
2012-10-11,98.11,98.11,98.1,98.1,1715
2012-10-12,97.47,97.47,97.12,97.12,600
2012-10-15,97.46,97.56,97.46,97.56,55
2012-10-16,98.19,98.19,98.19,98.19,0
2012-10-17,98.07,98.07,97.95,97.95,770
2012-10-18,98.27,98.27,98.27,98.27,0
2012-10-19,97.59,97.59,97.58,97.58,20
2012-10-22,96.72,96.87,96.36,96.36,1320
2012-10-23,96.35,96.39,95.87,95.87,20096
2012-10-24,96.11,96.11,96.11,96.11,60
2012-10-25,96.11,96.11,95.84,95.84,1000
2012-10-26,96.54,96.54,95.96,95.96,1590
2012-10-29,96,96.21,96,96.21,25
2012-10-30,96.12,96.23,96.12,96.23,1025
2012-10-31,96.12,96.12,95.62,95.62,169
2012-11-01,95.97,97.16,95.97,97.16,1473
2012-11-02,97.84,97.84,97.84,97.84,0
2012-11-05,97.25,97.35,97.23,97.35,1072
2012-11-06,97.94,97.99,97.94,97.99,103
2012-11-07,96.12,96.12,96.12,96.12,0
2012-11-08,96.58,96.58,96.18,96.18,21
2012-11-09,96.04,96.04,96.04,96.04,0
2012-11-12,95.68,95.68,95.68,95.68,0
2012-11-13,95.52,96.17,95.52,96.17,1395
2012-11-14,95.63,95.63,94.72,94.72,109
2012-11-15,93.83,93.83,93.34,93.34,107
2012-11-16,93.46,93.46,93.46,93.46,0
2012-11-19,94.94,95.14,94.94,95.14,50
2012-11-20,95.5,95.59,95.5,95.59,530
2012-11-21,95.56,95.56,95.56,95.56,0
2012-11-22,95.78,95.78,95.57,95.57,30
2012-11-23,95.33,95.6,95.33,95.6,28550
2012-11-26,95.34,95.34,95.34,95.34,0
2012-11-27,95.89,95.89,95.89,95.89,400
2012-11-28,95.58,95.6,95.5,95.6,6046
2012-11-29,96.53,96.53,96.43,96.43,730
2012-11-30,96.33,96.4,95.92,95.92,550
2012-12-03,95.73,95.73,95.73,95.73,0
2012-12-04,95.12,95.12,94.98,94.98,732
2012-12-05,95.13,95.13,95.13,95.13,0
2012-12-06,95.68,96.29,95.68,96.29,500
2012-12-07,96.61,96.61,96.61,96.61,0
2012-12-10,96.85,97.19,96.85,97.13,10950
2012-12-11,97.53,97.53,97.53,97.53,0
2012-12-12,97.38,97.48,97.03,97.03,6833
2012-12-13,96.65,96.65,96.35,96.35,52
2012-12-14,95.24,95.24,95.24,95.24,0
2012-12-17,95.66,95.66,95.66,95.66,0
2012-12-18,96.5,96.5,96.39,96.39,5300
2012-12-19,96.41,96.41,96.41,96.41,0
2012-12-20,95.95,96.05,95.95,96.05,150
2012-12-21,95.7,95.95,95.61,95.61,210
2012-12-27,94.82,94.82,94.04,94.28,18338
2012-12-28,94.76,94.76,94.43,94.43,1
2013-01-02,96.66,97.34,96.39,97.34,347025
2013-01-03,97.95,98.83,97.95,98.83,4668
2013-01-04,99.21,99.21,99.21,99.21,115
2013-01-07,99.38,99.38,98.61,98.61,125
2013-01-08,98.38,98.38,98.38,98.38,0
