feature,coefficient,abs_coefficient,direction,rank
ext_fedfunds_level,2.8506538840134588,2.8506538840134588,AUMENTA_P_SUBIDA,1
sentiment_mean_30d,1.501541965275642,1.501541965275642,AUMENTA_P_SUBIDA,2
sentiment_positive_ratio_30d,-1.4097179205236703,1.4097179205236703,REDUCE_P_SUBIDA,3
ext_yield_curve_10y2y,1.1628911020565165,1.1628911020565165,AUMENTA_P_SUBIDA,4
ext_us2y_level,-1.124803921066417,1.124803921066417,REDUCE_P_SUBIDA,5
sentiment_negative_ratio_30d,1.1054644068887232,1.1054644068887232,AUMENTA_P_SUBIDA,6
sentiment_negative_ratio_45d,1.0756737811575714,1.0756737811575714,AUMENTA_P_SUBIDA,7
news_count_20d,1.0560751474133607,1.0560751474133607,AUMENTA_P_SUBIDA,8
close_vs_ma_100,-0.9762961341712515,0.9762961341712515,REDUCE_P_SUBIDA,9
ext_us10y_level,-0.9721746983520685,0.9721746983520685,REDUCE_P_SUBIDA,10
sentiment_mean_45d,0.8155308575208573,0.8155308575208573,AUMENTA_P_SUBIDA,11
sentiment_negative_ratio_60d,0.7639564551352613,0.7639564551352613,AUMENTA_P_SUBIDA,12
news_count_10d,-0.7588892755249085,0.7588892755249085,REDUCE_P_SUBIDA,13
news_count_log_15d,-0.6637672016081072,0.6637672016081072,REDUCE_P_SUBIDA,14
news_count_15d,0.6586055594156458,0.6586055594156458,AUMENTA_P_SUBIDA,15
return_45d,0.6263986824412642,0.6263986824412642,AUMENTA_P_SUBIDA,16
rsi_28,0.5927661742283385,0.5927661742283385,AUMENTA_P_SUBIDA,17
volatility_15d,-0.577352835993097,0.577352835993097,REDUCE_P_SUBIDA,18
sentiment_momentum_10_30,-0.5608866258370763,0.5608866258370763,REDUCE_P_SUBIDA,19
close_vs_ma_5,0.5420784031023308,0.5420784031023308,AUMENTA_P_SUBIDA,20
close_vs_ma_200,-0.532527677737065,0.532527677737065,REDUCE_P_SUBIDA,21
close_vs_ma_60,0.5168957247769214,0.5168957247769214,AUMENTA_P_SUBIDA,22
volatility_45d,0.5144111804101098,0.5144111804101098,AUMENTA_P_SUBIDA,23
close_vs_ma_20,0.4971124889640293,0.4971124889640293,AUMENTA_P_SUBIDA,24
sentiment_mean_60d,0.48607762777506314,0.48607762777506314,AUMENTA_P_SUBIDA,25
rsi_14,-0.42104460192830323,0.42104460192830323,REDUCE_P_SUBIDA,26
sentiment_momentum_15_45,-0.41633583649193096,0.41633583649193096,REDUCE_P_SUBIDA,27
sentiment_mean_10d,0.39778978650907637,0.39778978650907637,AUMENTA_P_SUBIDA,28
bollinger_position,-0.36801111192248354,0.36801111192248354,REDUCE_P_SUBIDA,29
news_count_30d,0.3592359776647829,0.3592359776647829,AUMENTA_P_SUBIDA,30
sentiment_negative_ratio_15d,-0.34241717383868553,0.34241717383868553,REDUCE_P_SUBIDA,31
ext_nasdaq100_return_5d,-0.3398412078188873,0.3398412078188873,REDUCE_P_SUBIDA,32
sentiment_positive_ratio_10d,0.33369227964595555,0.33369227964595555,AUMENTA_P_SUBIDA,33
news_count_log_45d,-0.33215605069542836,0.33215605069542836,REDUCE_P_SUBIDA,34
close_vs_ma_10,-0.3159180590556133,0.3159180590556133,REDUCE_P_SUBIDA,35
news_count_log_5d,-0.30739997639505523,0.30739997639505523,REDUCE_P_SUBIDA,36
news_count_60d,0.3031102044220298,0.3031102044220298,AUMENTA_P_SUBIDA,37
sentiment_positive_ratio_45d,-0.3024824731902403,0.3024824731902403,REDUCE_P_SUBIDA,38
news_count_log_30d,-0.3001929980060221,0.3001929980060221,REDUCE_P_SUBIDA,39
news_count_log_20d,0.2928460962026192,0.2928460962026192,AUMENTA_P_SUBIDA,40
news_count_log_60d,-0.2643716159032853,0.2643716159032853,REDUCE_P_SUBIDA,41
volatility_10d,0.2593093590425745,0.2593093590425745,AUMENTA_P_SUBIDA,42
sentiment_available_5d,0.24738618852196986,0.24738618852196986,AUMENTA_P_SUBIDA,43
macd_diff,0.2325081920596128,0.2325081920596128,AUMENTA_P_SUBIDA,44
macd_signal,-0.22931047442475722,0.22931047442475722,REDUCE_P_SUBIDA,45
month,-0.22457489137219608,0.22457489137219608,REDUCE_P_SUBIDA,46
sentiment_available_15d,0.20692462195345085,0.20692462195345085,AUMENTA_P_SUBIDA,47
close_vs_ma_45,-0.20222240812820874,0.20222240812820874,REDUCE_P_SUBIDA,48
sentiment_mean_20d,0.18639790856316124,0.18639790856316124,AUMENTA_P_SUBIDA,49
sentiment_positive_ratio_15d,0.18372852363696426,0.18372852363696426,AUMENTA_P_SUBIDA,50
volatility_60d,0.17794987384359068,0.17794987384359068,AUMENTA_P_SUBIDA,51
return_60d,0.17486918937081883,0.17486918937081883,AUMENTA_P_SUBIDA,52
return_2d,-0.17475605554578919,0.17475605554578919,REDUCE_P_SUBIDA,53
sentiment_negative_ratio_20d,0.17150229814972728,0.17150229814972728,AUMENTA_P_SUBIDA,54
sentiment_negative_ratio_5d,-0.17099137200536837,0.17099137200536837,REDUCE_P_SUBIDA,55
news_count_log_10d,0.16761720381988313,0.16761720381988313,AUMENTA_P_SUBIDA,56
return_3d,-0.1624824362397671,0.1624824362397671,REDUCE_P_SUBIDA,57
sentiment_mean_15d,0.1444340267759183,0.1444340267759183,AUMENTA_P_SUBIDA,58
macd,-0.14250235782594026,0.14250235782594026,REDUCE_P_SUBIDA,59
sentiment_momentum_20_60,-0.14240653450497878,0.14240653450497878,REDUCE_P_SUBIDA,60
news_count_log_1d,-0.13871250711567187,0.13871250711567187,REDUCE_P_SUBIDA,61
ext_nasdaq100_return_1d,0.13521511476688863,0.13521511476688863,AUMENTA_P_SUBIDA,62
return_15d,-0.13199842476851195,0.13199842476851195,REDUCE_P_SUBIDA,63
ext_eurusd_return_5d,-0.1298847450585483,0.1298847450585483,REDUCE_P_SUBIDA,64
ext_vix_change_5d,-0.12807749130268642,0.12807749130268642,REDUCE_P_SUBIDA,65
ext_eurusd_return_1d,0.1269336877006314,0.1269336877006314,AUMENTA_P_SUBIDA,66
day_of_week,0.12645134570858557,0.12645134570858557,AUMENTA_P_SUBIDA,67
ext_vix_level,-0.12064571168617046,0.12064571168617046,REDUCE_P_SUBIDA,68
close_vs_ma_50,0.11931546288036585,0.11931546288036585,AUMENTA_P_SUBIDA,69
news_count_1d,0.11844235766439999,0.11844235766439999,AUMENTA_P_SUBIDA,70
gap_return,-0.113578032797146,0.113578032797146,REDUCE_P_SUBIDA,71
range_pct,-0.1108033360674099,0.1108033360674099,REDUCE_P_SUBIDA,72
return_1d,-0.10227814541181683,0.10227814541181683,REDUCE_P_SUBIDA,73
sentiment_negative_ratio_1d,0.09682235131683495,0.09682235131683495,AUMENTA_P_SUBIDA,74
sentiment_momentum_5_20,-0.0919527622020369,0.0919527622020369,REDUCE_P_SUBIDA,75
ma_50_vs_200,0.09026679491221784,0.09026679491221784,AUMENTA_P_SUBIDA,76
news_count_5d,-0.08939372480107785,0.08939372480107785,REDUCE_P_SUBIDA,77
volume_change_1d,-0.0818323322879414,0.0818323322879414,REDUCE_P_SUBIDA,78
sentiment_negative_ratio_10d,-0.08156003540648196,0.08156003540648196,REDUCE_P_SUBIDA,79
volatility_30d,0.07350729167860498,0.07350729167860498,AUMENTA_P_SUBIDA,80
ext_vix_change_1d,0.06295432075916305,0.06295432075916305,AUMENTA_P_SUBIDA,81
sentiment_positive_ratio_20d,-0.0615194106021282,0.0615194106021282,REDUCE_P_SUBIDA,82
ma_20_vs_50,-0.06066178670760088,0.06066178670760088,REDUCE_P_SUBIDA,83
volatility_20d,0.06019711010181594,0.06019711010181594,AUMENTA_P_SUBIDA,84
sentiment_positive_ratio_60d,0.05680956708343515,0.05680956708343515,AUMENTA_P_SUBIDA,85
intraday_return,0.05672003405989037,0.05672003405989037,AUMENTA_P_SUBIDA,86
sentiment_positive_ratio_1d,0.04946926665704583,0.04946926665704583,AUMENTA_P_SUBIDA,87
return_30d,-0.047469051060932355,0.047469051060932355,REDUCE_P_SUBIDA,88
sentiment_available_10d,-0.04582208158805708,0.04582208158805708,REDUCE_P_SUBIDA,89
ext_fedfunds_change_5d,-0.0435000642201414,0.0435000642201414,REDUCE_P_SUBIDA,90
ext_us2y_change_1d,-0.040829294278425514,0.040829294278425514,REDUCE_P_SUBIDA,91
close_vs_ma_30,-0.034690646680965,0.034690646680965,REDUCE_P_SUBIDA,92
volume_vs_ma20,0.034373217990927,0.034373217990927,AUMENTA_P_SUBIDA,93
sentiment_positive_ratio_5d,0.03208725639663286,0.03208725639663286,AUMENTA_P_SUBIDA,94
return_20d,0.030438799555383426,0.030438799555383426,AUMENTA_P_SUBIDA,95
volatility_5d,0.029454380280750193,0.029454380280750193,AUMENTA_P_SUBIDA,96
ext_sp500_return_5d,0.02814408335740342,0.02814408335740342,AUMENTA_P_SUBIDA,97
return_5d,0.024813471296458244,0.024813471296458244,AUMENTA_P_SUBIDA,98
ext_sp500_return_1d,0.024155676457393447,0.024155676457393447,AUMENTA_P_SUBIDA,99
sentiment_mean_1d,0.023243422847114698,0.023243422847114698,AUMENTA_P_SUBIDA,100
ext_us10y_change_1d,0.018080144266333732,0.018080144266333732,AUMENTA_P_SUBIDA,101
sentiment_mean_5d,0.017294438128837814,0.017294438128837814,AUMENTA_P_SUBIDA,102
news_count_45d,-0.016938284731812615,0.016938284731812615,REDUCE_P_SUBIDA,103
sentiment_available_1d,-0.010282259998620043,0.010282259998620043,REDUCE_P_SUBIDA,104
close_vs_ma_15,-0.005497029006559262,0.005497029006559262,REDUCE_P_SUBIDA,105
return_10d,-0.00196567013333708,0.00196567013333708,REDUCE_P_SUBIDA,106
sentiment_available_30d,0.0,0.0,AUMENTA_P_SUBIDA,107
sentiment_available_20d,0.0,0.0,AUMENTA_P_SUBIDA,108
sentiment_available_45d,0.0,0.0,AUMENTA_P_SUBIDA,109
sentiment_available_60d,0.0,0.0,AUMENTA_P_SUBIDA,110
