ticker,horizon,classification_signal,classification_probability_up,regression_price_bias,experimental_action,current_close_entry_reference,max_entry_price_for_edge,future_target_price_reference,risk_reference_80_low,interval80_low,interval80_high,expected_return,selected_regression_model,rmse,persistence_rmse,rmse_skill_vs_persistence
SXR8,15,BAJADA / BAJISTA,0.3286501075269734,NEUTRAL,BAJISTA_NO_CONFIRMADA,680.94,676.9661622876617,678.9970607745247,654.75418628182,654.75418628182,704.125295031186,-0.0028533192725869183,RandomForestRegressor,22.730952284480914,22.937428859481575,0.009001731461079188
