baseline,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,strategy_total_return,buy_hold_total_return,strategy_annual_return,buy_hold_annual_return,strategy_volatility,buy_hold_volatility,strategy_sharpe,buy_hold_sharpe,strategy_sortino,strategy_max_drawdown,buy_hold_max_drawdown,trades,market_exposure,win_rate_active_days,profit_factor
MA50_MA200,0.5400410677618069,0.42448394495412844,0.6303797468354431,0.7614678899082569,0.6897506925207756,0.42448394495412844,0.746397163090136,0.27398357289527714,0.6714579055441479,0.06404736492515717,0.2670483116079352,0.032645011641682764,0.13029216888247563,0.14298164209544426,0.15845573093589838,0.2964447454810054,0.8524882005523696,0.31112469487145666,-0.2332032249808038,-0.23320322498080404,3,0.8090349075975359,0.5406091370558376,1.064280215298149
