baseline,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,strategy_total_return,buy_hold_total_return,strategy_annual_return,buy_hold_annual_return,strategy_volatility,buy_hold_volatility,strategy_sharpe,buy_hold_sharpe,strategy_sortino,strategy_max_drawdown,buy_hold_max_drawdown,trades,market_exposure,win_rate_active_days,profit_factor
MA50_MA200,0.5432098765432098,0.4038678485092667,0.649746192893401,0.7529411764705882,0.6975476839237057,0.4038678485092667,0.7437122381896772,0.27271604938271604,0.6995884773662552,0.05465263825463751,0.2558680892337517,0.02797528749437439,0.12539325912559707,0.1431499869378341,0.1586304636790006,0.26459833483034756,0.8243275662492613,0.27857497933869546,-0.23320322498080415,-0.23320322498080415,3,0.808641975308642,0.539440203562341,1.0570596903565233
