baseline,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,strategy_total_return,buy_hold_total_return,strategy_annual_return,buy_hold_annual_return,strategy_volatility,buy_hold_volatility,strategy_sharpe,buy_hold_sharpe,strategy_sortino,strategy_max_drawdown,buy_hold_max_drawdown,trades,market_exposure,win_rate_active_days,profit_factor
MA50_MA200,0.5288065843621399,0.4035562793516134,0.6120481927710844,0.7888198757763976,0.689280868385346,0.4035562793516134,0.7559161168372294,0.27847736625514397,0.6625514403292181,0.1119657262345366,0.34111424541608115,0.056572359529750926,0.1643763215247982,0.18320664320228564,0.19838628149216472,0.3922964357407169,0.8666161296632984,0.4453291811034768,-0.26689133651158925,-0.2668913365115896,3,0.8518518518518519,0.5531400966183575,1.0787346718533106
