accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,variant,model,n_features,strategy_total_return,strategy_sharpe,strategy_max_drawdown,market_exposure
0.5102880658436214,0.5137479169822754,0.675,0.5031055900621118,0.5765124555160143,0.5170428722920769,0.7088581163425772,0.2571058034452574,0.6625514403292181,TECHNICAL,LogisticRegression,42,,,,
0.6419753086419753,0.5308475988486593,0.678743961352657,0.8726708074534162,0.7635869565217391,0.5777533707014089,0.6347436026089762,0.2236009083380392,0.6625514403292181,TECHNICAL,RandomForest,42,,,,
0.6316872427983539,0.5455234055446145,0.6886543535620053,0.8105590062111802,0.7446504992867332,0.605021966368732,0.6484629493435736,0.22645856311534052,0.6625514403292181,TECHNICAL,XGBoost,42,,,,
0.6111111111111112,0.5284994697773064,0.6792452830188679,0.782608695652174,0.7272727272727273,0.5950802908650205,0.6391057847631539,0.22466891043139448,0.6625514403292181,TECHNICAL,CLASSICAL_ENSEMBLE,42,0.2453214206305483,0.9029861704259105,-0.1452931066179315,0.4053497942386831
0.6481481481481481,0.5414899257688229,0.684596577017115,0.8695652173913043,0.7660738714090287,0.6423079836388426,0.6876848450453841,0.22557837573305306,0.6625514403292181,TECHNICAL_MACRO,LogisticRegression,58,,,,
0.6419753086419753,0.545807453416149,0.6878172588832487,0.8416149068322981,0.7569832402234636,0.6306052113316165,0.6328948472398387,0.221613943788579,0.6625514403292181,TECHNICAL_MACRO,RandomForest,58,,,,
0.5925925925925926,0.5474359945462809,0.6949685534591195,0.6863354037267081,0.690625,0.605836236933798,0.6698326902828585,0.23907265258304441,0.6625514403292181,TECHNICAL_MACRO,XGBoost,58,,,,
0.654320987654321,0.5431563399484927,0.6850961538461539,0.8850931677018633,0.7723577235772358,0.6448644144826541,0.6031189764093117,0.20952643133211538,0.6625514403292181,TECHNICAL_MACRO,CLASSICAL_ENSEMBLE,58,0.24813779525751323,0.7704796967067423,-0.24120053545378017,0.5679012345679012
0.6234567901234568,0.5198644144826542,0.6733167082294265,0.8385093167701864,0.7468879668049793,0.5996061202848053,0.7215623173070377,0.2409690011687511,0.6625514403292181,TECHNICAL_MACRO_NLP,LogisticRegression,110,,,,
0.6111111111111112,0.5344834116043023,0.6831955922865014,0.7701863354037267,0.724087591240876,0.6098697167095894,0.6393694028593336,0.22440696490607767,0.6625514403292181,TECHNICAL_MACRO_NLP,RandomForest,110,,,,
0.5761316872427984,0.5035979397061052,0.6647727272727273,0.7267080745341615,0.6943620178041543,0.5545940009089532,0.680042028683835,0.24379707256012909,0.6625514403292181,TECHNICAL_MACRO_NLP,XGBoost,110,,,,
0.6234567901234568,0.5153764581124072,0.6707616707616708,0.8478260869565217,0.7489711934156379,0.5977314043326769,0.6264539054470285,0.22042468636621737,0.6625514403292181,TECHNICAL_MACRO_NLP,CLASSICAL_ENSEMBLE,110,0.04368333846943706,0.2162582707770413,-0.20255258779698548,0.602880658436214
