feature,coefficient,abs_coefficient,direction,rank
rsi_28,2.393905397733499,2.393905397733499,AUMENTA_P_SUBIDA,1
ext_fedfunds_level,2.049318790161943,2.049318790161943,AUMENTA_P_SUBIDA,2
news_count_30d,1.6870886197268655,1.6870886197268655,AUMENTA_P_SUBIDA,3
news_count_20d,1.485829327198798,1.485829327198798,AUMENTA_P_SUBIDA,4
news_count_log_5d,1.4534243006450156,1.4534243006450156,AUMENTA_P_SUBIDA,5
news_count_60d,-1.3645651701259576,1.3645651701259576,REDUCE_P_SUBIDA,6
news_count_log_20d,-1.2724169178340683,1.2724169178340683,REDUCE_P_SUBIDA,7
sentiment_negative_ratio_45d,-1.2011373658591962,1.2011373658591962,REDUCE_P_SUBIDA,8
ext_yield_curve_10y2y,1.154310723889024,1.154310723889024,AUMENTA_P_SUBIDA,9
close_vs_ma_60,-1.0661072904255249,1.0661072904255249,REDUCE_P_SUBIDA,10
sentiment_negative_ratio_20d,-1.0243846308928175,1.0243846308928175,REDUCE_P_SUBIDA,11
sentiment_negative_ratio_60d,0.9414179193990037,0.9414179193990037,AUMENTA_P_SUBIDA,12
rsi_14,-0.9209434117663287,0.9209434117663287,REDUCE_P_SUBIDA,13
news_count_log_45d,0.8800816527007111,0.8800816527007111,AUMENTA_P_SUBIDA,14
sentiment_positive_ratio_60d,0.879478852348033,0.879478852348033,AUMENTA_P_SUBIDA,15
ext_us2y_level,-0.8013641727695272,0.8013641727695272,REDUCE_P_SUBIDA,16
news_count_log_1d,-0.7659962985178178,0.7659962985178178,REDUCE_P_SUBIDA,17
news_count_log_30d,-0.7078565197428925,0.7078565197428925,REDUCE_P_SUBIDA,18
news_count_5d,-0.6741648058100184,0.6741648058100184,REDUCE_P_SUBIDA,19
bollinger_position,-0.6320135598017915,0.6320135598017915,REDUCE_P_SUBIDA,20
news_count_1d,0.6317247334587293,0.6317247334587293,AUMENTA_P_SUBIDA,21
sentiment_momentum_5_20,0.6273305317046457,0.6273305317046457,AUMENTA_P_SUBIDA,22
news_count_15d,-0.619766419269498,0.619766419269498,REDUCE_P_SUBIDA,23
close_vs_ma_200,-0.5853139820742903,0.5853139820742903,REDUCE_P_SUBIDA,24
sentiment_negative_ratio_30d,-0.5751263297823538,0.5751263297823538,REDUCE_P_SUBIDA,25
sentiment_positive_ratio_10d,-0.5684650714809996,0.5684650714809996,REDUCE_P_SUBIDA,26
sentiment_negative_ratio_10d,0.5620398385733618,0.5620398385733618,AUMENTA_P_SUBIDA,27
sentiment_mean_20d,-0.5618820754860541,0.5618820754860541,REDUCE_P_SUBIDA,28
close_vs_ma_30,0.5491870839047185,0.5491870839047185,AUMENTA_P_SUBIDA,29
sentiment_mean_15d,-0.5397307812685626,0.5397307812685626,REDUCE_P_SUBIDA,30
sentiment_mean_10d,0.5155304020323703,0.5155304020323703,AUMENTA_P_SUBIDA,31
ext_us10y_level,-0.5024324570957667,0.5024324570957667,REDUCE_P_SUBIDA,32
sentiment_positive_ratio_5d,-0.49083634942220683,0.49083634942220683,REDUCE_P_SUBIDA,33
sentiment_mean_60d,-0.48768787971149835,0.48768787971149835,REDUCE_P_SUBIDA,34
ext_sp500_return_5d,-0.46728292997096676,0.46728292997096676,REDUCE_P_SUBIDA,35
close_vs_ma_15,0.4564138514743319,0.4564138514743319,AUMENTA_P_SUBIDA,36
sentiment_positive_ratio_20d,0.4468112268245628,0.4468112268245628,AUMENTA_P_SUBIDA,37
sentiment_positive_ratio_15d,0.430715959324808,0.430715959324808,AUMENTA_P_SUBIDA,38
volatility_20d,0.4146944411615327,0.4146944411615327,AUMENTA_P_SUBIDA,39
return_20d,0.3964217013183111,0.3964217013183111,AUMENTA_P_SUBIDA,40
ma_50_vs_200,-0.39449087524585247,0.39449087524585247,REDUCE_P_SUBIDA,41
close_vs_ma_50,-0.38484241925854756,0.38484241925854756,REDUCE_P_SUBIDA,42
news_count_45d,-0.36073110504007755,0.36073110504007755,REDUCE_P_SUBIDA,43
news_count_10d,-0.34345519983465184,0.34345519983465184,REDUCE_P_SUBIDA,44
close_vs_ma_20,-0.33678681482275313,0.33678681482275313,REDUCE_P_SUBIDA,45
news_count_log_10d,0.3272414183773395,0.3272414183773395,AUMENTA_P_SUBIDA,46
sentiment_mean_45d,-0.3242350418931737,0.3242350418931737,REDUCE_P_SUBIDA,47
news_count_log_15d,-0.31530341231855474,0.31530341231855474,REDUCE_P_SUBIDA,48
sentiment_negative_ratio_5d,0.2970759736229678,0.2970759736229678,AUMENTA_P_SUBIDA,49
sentiment_momentum_10_30,0.29025311654266467,0.29025311654266467,AUMENTA_P_SUBIDA,50
sentiment_negative_ratio_15d,-0.28705307192364327,0.28705307192364327,REDUCE_P_SUBIDA,51
close_vs_ma_100,-0.2783935757358207,0.2783935757358207,REDUCE_P_SUBIDA,52
volatility_5d,-0.2783880822101388,0.2783880822101388,REDUCE_P_SUBIDA,53
sentiment_available_20d,0.2614487439933975,0.2614487439933975,AUMENTA_P_SUBIDA,54
month,0.2550937653068617,0.2550937653068617,AUMENTA_P_SUBIDA,55
sentiment_positive_ratio_45d,0.2542777138211882,0.2542777138211882,AUMENTA_P_SUBIDA,56
volatility_45d,0.25359791346106003,0.25359791346106003,AUMENTA_P_SUBIDA,57
volatility_30d,0.25183854830842234,0.25183854830842234,AUMENTA_P_SUBIDA,58
macd,-0.24877496941179028,0.24877496941179028,REDUCE_P_SUBIDA,59
volatility_15d,-0.24146423338994835,0.24146423338994835,REDUCE_P_SUBIDA,60
sentiment_negative_ratio_1d,0.23802036576010907,0.23802036576010907,AUMENTA_P_SUBIDA,61
macd_signal,-0.23783596071227242,0.23783596071227242,REDUCE_P_SUBIDA,62
ma_20_vs_50,0.22834613430742637,0.22834613430742637,AUMENTA_P_SUBIDA,63
close_vs_ma_5,0.22796593956128733,0.22796593956128733,AUMENTA_P_SUBIDA,64
sentiment_available_30d,0.22687973054640592,0.22687973054640592,AUMENTA_P_SUBIDA,65
ext_vix_level,-0.22376424009721707,0.22376424009721707,REDUCE_P_SUBIDA,66
return_60d,0.21791572596659012,0.21791572596659012,AUMENTA_P_SUBIDA,67
ext_sp500_return_1d,0.21510775308375815,0.21510775308375815,AUMENTA_P_SUBIDA,68
sentiment_available_60d,0.21453742632892214,0.21453742632892214,AUMENTA_P_SUBIDA,69
news_count_log_60d,-0.20965586570180647,0.20965586570180647,REDUCE_P_SUBIDA,70
sentiment_available_45d,-0.20040925207353474,0.20040925207353474,REDUCE_P_SUBIDA,71
ext_vix_change_5d,-0.1931120714698502,0.1931120714698502,REDUCE_P_SUBIDA,72
sentiment_mean_30d,0.18932012487816346,0.18932012487816346,AUMENTA_P_SUBIDA,73
volatility_10d,0.17538049213726747,0.17538049213726747,AUMENTA_P_SUBIDA,74
range_pct,-0.17149320589684292,0.17149320589684292,REDUCE_P_SUBIDA,75
sentiment_available_1d,0.17015035939452994,0.17015035939452994,AUMENTA_P_SUBIDA,76
sentiment_momentum_15_45,-0.16410702225007884,0.16410702225007884,REDUCE_P_SUBIDA,77
return_30d,-0.15953391428698147,0.15953391428698147,REDUCE_P_SUBIDA,78
sentiment_positive_ratio_30d,0.14455750877621015,0.14455750877621015,AUMENTA_P_SUBIDA,79
sentiment_mean_1d,0.1419439874089853,0.1419439874089853,AUMENTA_P_SUBIDA,80
return_10d,0.14029454385603674,0.14029454385603674,AUMENTA_P_SUBIDA,81
return_3d,-0.13921120171934914,0.13921120171934914,REDUCE_P_SUBIDA,82
sentiment_available_10d,-0.12798181967912706,0.12798181967912706,REDUCE_P_SUBIDA,83
gap_return,-0.11756185231479248,0.11756185231479248,REDUCE_P_SUBIDA,84
close_vs_ma_45,-0.11255828697931144,0.11255828697931144,REDUCE_P_SUBIDA,85
return_5d,0.11087953624723348,0.11087953624723348,AUMENTA_P_SUBIDA,86
return_45d,0.10808881518841547,0.10808881518841547,AUMENTA_P_SUBIDA,87
ext_us10y_change_1d,-0.09454005080294223,0.09454005080294223,REDUCE_P_SUBIDA,88
macd_diff,-0.08355646239988418,0.08355646239988418,REDUCE_P_SUBIDA,89
ext_eurusd_return_1d,0.08203393194877158,0.08203393194877158,AUMENTA_P_SUBIDA,90
sentiment_available_15d,-0.08196869734448736,0.08196869734448736,REDUCE_P_SUBIDA,91
return_1d,-0.07604558079930325,0.07604558079930325,REDUCE_P_SUBIDA,92
volume_vs_ma20,0.07489658394084271,0.07489658394084271,AUMENTA_P_SUBIDA,93
sentiment_positive_ratio_1d,-0.07224515974567008,0.07224515974567008,REDUCE_P_SUBIDA,94
sentiment_mean_5d,-0.07148453610240893,0.07148453610240893,REDUCE_P_SUBIDA,95
sentiment_available_5d,-0.06570904873948029,0.06570904873948029,REDUCE_P_SUBIDA,96
return_15d,0.06098217146473014,0.06098217146473014,AUMENTA_P_SUBIDA,97
volatility_60d,0.05638058577778367,0.05638058577778367,AUMENTA_P_SUBIDA,98
return_2d,-0.04241497248178069,0.04241497248178069,REDUCE_P_SUBIDA,99
volume_change_1d,0.04239241844364848,0.04239241844364848,AUMENTA_P_SUBIDA,100
ext_vix_change_1d,0.04184395859316927,0.04184395859316927,AUMENTA_P_SUBIDA,101
day_of_week,0.04102552028642404,0.04102552028642404,AUMENTA_P_SUBIDA,102
ext_nasdaq100_return_1d,-0.04066431431202048,0.04066431431202048,REDUCE_P_SUBIDA,103
ext_fedfunds_change_5d,-0.03717450493037219,0.03717450493037219,REDUCE_P_SUBIDA,104
ext_eurusd_return_5d,-0.034612148617144255,0.034612148617144255,REDUCE_P_SUBIDA,105
ext_us2y_change_1d,0.03141934230269296,0.03141934230269296,AUMENTA_P_SUBIDA,106
intraday_return,-0.02920551209703017,0.02920551209703017,REDUCE_P_SUBIDA,107
ext_nasdaq100_return_5d,0.018781720594547118,0.018781720594547118,AUMENTA_P_SUBIDA,108
close_vs_ma_10,0.008618741579694097,0.008618741579694097,AUMENTA_P_SUBIDA,109
sentiment_momentum_20_60,0.005761838100260676,0.005761838100260676,AUMENTA_P_SUBIDA,110
