feature,importance,rank
ma_50_vs_200,0.03256875120338609,1
ext_yield_curve_10y2y,0.029252039974384397,2
close_vs_ma_100,0.028245654365259106,3
macd_signal,0.02790540013997399,4
return_60d,0.027016156407828198,5
close_vs_ma_200,0.026041825572865416,6
sentiment_momentum_20_60,0.025451298914904878,7
volatility_30d,0.025317621107915782,8
volatility_45d,0.024203521169598088,9
sentiment_mean_60d,0.021836050459399584,10
close_vs_ma_60,0.021221649053536393,11
ext_us2y_level,0.02092512962547411,12
volatility_60d,0.020793615885348848,13
macd,0.019048721945178777,14
ma_20_vs_50,0.01845451248684213,15
volatility_20d,0.017684662898737793,16
return_45d,0.016819858036283143,17
ext_fedfunds_level,0.015702651154845287,18
ext_us10y_level,0.0151153542809813,19
sentiment_negative_ratio_20d,0.01492430152354144,20
rsi_28,0.01478998010924367,21
sentiment_negative_ratio_30d,0.014253393465701118,22
sentiment_momentum_15_45,0.013746393582613413,23
rsi_14,0.013339073267687624,24
close_vs_ma_50,0.0130531478455578,25
sentiment_mean_20d,0.013043249409136383,26
sentiment_momentum_5_20,0.012601117074536731,27
sentiment_mean_30d,0.012262958525324432,28
close_vs_ma_45,0.01205390018653758,29
month,0.011798075885008847,30
return_30d,0.011720310270096458,31
ext_vix_level,0.011231536526770476,32
sentiment_mean_45d,0.011032715320511055,33
volatility_15d,0.010889514856314588,34
macd_diff,0.010776816390370708,35
sentiment_positive_ratio_20d,0.010553228899016335,36
sentiment_positive_ratio_30d,0.010486302318739413,37
news_count_log_60d,0.010322338164640583,38
sentiment_momentum_10_30,0.010290685570342201,39
sentiment_positive_ratio_60d,0.009965895859968633,40
volatility_10d,0.00961747980271335,41
return_20d,0.009591247909967428,42
news_count_60d,0.009194397498077557,43
news_count_log_20d,0.009081054557578998,44
news_count_30d,0.00890171684508251,45
close_vs_ma_30,0.008679604585865109,46
sentiment_mean_15d,0.008595599198730477,47
return_10d,0.008268834759496009,48
ext_eurusd_return_5d,0.008119342516622356,49
return_15d,0.008013715158710612,50
news_count_log_45d,0.007931602258273055,51
news_count_20d,0.00772273310228128,52
news_count_45d,0.007704320705600552,53
sentiment_positive_ratio_15d,0.007605824174304141,54
sentiment_negative_ratio_15d,0.0074837378958808225,55
news_count_log_30d,0.0072629943564466925,56
close_vs_ma_15,0.006996660068071263,57
close_vs_ma_20,0.0068244025675089585,58
sentiment_negative_ratio_45d,0.00679077995744871,59
bollinger_position,0.0067066888895118085,60
volume_vs_ma20,0.006667853562222118,61
volatility_5d,0.0065464086407502455,62
sentiment_negative_ratio_60d,0.0064753207656073125,63
ext_nasdaq100_return_5d,0.006428132233229307,64
close_vs_ma_10,0.006148135224980476,65
close_vs_ma_5,0.005671138598203078,66
news_count_15d,0.005510120971255913,67
return_3d,0.005498618422200965,68
news_count_log_15d,0.005321672126031098,69
sentiment_positive_ratio_45d,0.005115484601097982,70
sentiment_positive_ratio_10d,0.005005887485181995,71
range_pct,0.004946641566709149,72
sentiment_mean_10d,0.004865349878887518,73
ext_sp500_return_5d,0.004646665259405286,74
intraday_return,0.004555592731314241,75
return_5d,0.004412869387716681,76
sentiment_negative_ratio_10d,0.004287717597751906,77
ext_vix_change_5d,0.004262404582484669,78
return_1d,0.003888182383593643,79
return_2d,0.003545377127522518,80
ext_vix_change_1d,0.0032570015752087567,81
gap_return,0.003081587771520587,82
ext_eurusd_return_1d,0.002972059214998793,83
sentiment_positive_ratio_5d,0.002963556317081488,84
news_count_log_10d,0.0029311605417160756,85
ext_sp500_return_1d,0.002842034023697183,86
news_count_10d,0.0027549105463966664,87
ext_us10y_change_1d,0.0025197099900604735,88
news_count_log_5d,0.0024602140984415453,89
volume_change_1d,0.0024396406848787838,90
sentiment_mean_5d,0.002243214085081266,91
ext_nasdaq100_return_1d,0.002144123207311551,92
sentiment_available_15d,0.001861385258858276,93
ext_us2y_change_1d,0.0016695987912238547,94
sentiment_available_20d,0.0014089783157523145,95
sentiment_available_30d,0.0013902816299319653,96
news_count_5d,0.0013659451934716035,97
ext_fedfunds_change_5d,0.0013444763338284246,98
sentiment_negative_ratio_5d,0.0011894011303599469,99
sentiment_mean_1d,0.0010453613942691695,100
sentiment_negative_ratio_1d,0.0010211369772561442,101
sentiment_available_5d,0.0006623126408266113,102
day_of_week,0.000506002891974978,103
sentiment_available_10d,0.00048031468799552223,104
sentiment_available_60d,0.00046876383500360654,105
sentiment_positive_ratio_1d,0.0003637419168507612,106
news_count_1d,0.0003609228374088849,107
news_count_log_1d,0.00026553718933599923,108
sentiment_available_1d,0.00021251513982310265,109
sentiment_available_45d,0.00014239209071517447,110
