feature,coefficient,abs_coefficient,direction,rank
ext_fedfunds_level,4.367457900048752,4.367457900048752,AUMENTA_P_SUBIDA,1
ext_yield_curve_10y2y,1.9772921176884108,1.9772921176884108,AUMENTA_P_SUBIDA,2
rsi_28,1.8471961618254016,1.8471961618254016,AUMENTA_P_SUBIDA,3
news_count_45d,1.5919770014701806,1.5919770014701806,AUMENTA_P_SUBIDA,4
ext_us2y_level,-1.5734870224371054,1.5734870224371054,REDUCE_P_SUBIDA,5
volatility_60d,1.4814569001744344,1.4814569001744344,AUMENTA_P_SUBIDA,6
macd_diff,1.2856518141910045,1.2856518141910045,AUMENTA_P_SUBIDA,7
rsi_14,-1.1494220291160009,1.1494220291160009,REDUCE_P_SUBIDA,8
ext_us10y_level,-1.1455823790038862,1.1455823790038862,REDUCE_P_SUBIDA,9
close_vs_ma_10,-1.1279361287471417,1.1279361287471417,REDUCE_P_SUBIDA,10
volume_change_1d,0.855900080005729,0.855900080005729,AUMENTA_P_SUBIDA,11
sentiment_mean_30d,0.8448812564670897,0.8448812564670897,AUMENTA_P_SUBIDA,12
close_vs_ma_60,0.803089181544896,0.803089181544896,AUMENTA_P_SUBIDA,13
news_count_30d,0.7677561110719971,0.7677561110719971,AUMENTA_P_SUBIDA,14
sentiment_negative_ratio_30d,0.767175103109378,0.767175103109378,AUMENTA_P_SUBIDA,15
news_count_15d,-0.7293755996879584,0.7293755996879584,REDUCE_P_SUBIDA,16
sentiment_negative_ratio_20d,0.7184303317489498,0.7184303317489498,AUMENTA_P_SUBIDA,17
ma_20_vs_50,0.6533629634069011,0.6533629634069011,AUMENTA_P_SUBIDA,18
sentiment_negative_ratio_45d,0.6297301167211554,0.6297301167211554,AUMENTA_P_SUBIDA,19
close_vs_ma_45,-0.5973089307252647,0.5973089307252647,REDUCE_P_SUBIDA,20
news_count_60d,-0.5673158538738088,0.5673158538738088,REDUCE_P_SUBIDA,21
macd_signal,-0.5670369414277501,0.5670369414277501,REDUCE_P_SUBIDA,22
sentiment_mean_10d,0.532945066885389,0.532945066885389,AUMENTA_P_SUBIDA,23
close_vs_ma_100,-0.5279308699808769,0.5279308699808769,REDUCE_P_SUBIDA,24
sentiment_positive_ratio_30d,-0.47910927268980574,0.47910927268980574,REDUCE_P_SUBIDA,25
bollinger_position,-0.4737862004294372,0.4737862004294372,REDUCE_P_SUBIDA,26
news_count_log_60d,-0.4732965929927365,0.4732965929927365,REDUCE_P_SUBIDA,27
news_count_log_20d,-0.47274428110772543,0.47274428110772543,REDUCE_P_SUBIDA,28
news_count_log_15d,0.45346783813948643,0.45346783813948643,AUMENTA_P_SUBIDA,29
volatility_45d,0.4514269794768098,0.4514269794768098,AUMENTA_P_SUBIDA,30
news_count_10d,0.450699619420117,0.450699619420117,AUMENTA_P_SUBIDA,31
sentiment_positive_ratio_10d,-0.43596339011972784,0.43596339011972784,REDUCE_P_SUBIDA,32
sentiment_mean_45d,0.43109605831368886,0.43109605831368886,AUMENTA_P_SUBIDA,33
close_vs_ma_200,-0.3912830368321579,0.3912830368321579,REDUCE_P_SUBIDA,34
sentiment_negative_ratio_10d,0.3358412526317963,0.3358412526317963,AUMENTA_P_SUBIDA,35
volatility_15d,-0.32419197066044714,0.32419197066044714,REDUCE_P_SUBIDA,36
close_vs_ma_30,-0.31416463101437336,0.31416463101437336,REDUCE_P_SUBIDA,37
ext_fedfunds_change_5d,-0.3070610148980268,0.3070610148980268,REDUCE_P_SUBIDA,38
news_count_log_10d,-0.3040932680662118,0.3040932680662118,REDUCE_P_SUBIDA,39
ext_eurusd_return_5d,-0.3024958408950612,0.3024958408950612,REDUCE_P_SUBIDA,40
sentiment_positive_ratio_60d,0.29577232089760697,0.29577232089760697,AUMENTA_P_SUBIDA,41
volatility_20d,0.29007716999831096,0.29007716999831096,AUMENTA_P_SUBIDA,42
news_count_log_30d,-0.28628767770859054,0.28628767770859054,REDUCE_P_SUBIDA,43
sentiment_momentum_20_60,0.27961848979050047,0.27961848979050047,AUMENTA_P_SUBIDA,44
volatility_30d,-0.2795829684888207,0.2795829684888207,REDUCE_P_SUBIDA,45
sentiment_mean_20d,0.24963408870166076,0.24963408870166076,AUMENTA_P_SUBIDA,46
return_2d,0.24485790039365637,0.24485790039365637,AUMENTA_P_SUBIDA,47
ext_vix_level,-0.22465195973438806,0.22465195973438806,REDUCE_P_SUBIDA,48
sentiment_positive_ratio_20d,-0.22220472411352132,0.22220472411352132,REDUCE_P_SUBIDA,49
return_1d,0.2169294095189716,0.2169294095189716,AUMENTA_P_SUBIDA,50
intraday_return,0.21158095003490293,0.21158095003490293,AUMENTA_P_SUBIDA,51
sentiment_negative_ratio_5d,-0.20356057045977066,0.20356057045977066,REDUCE_P_SUBIDA,52
sentiment_momentum_15_45,-0.19021856811969234,0.19021856811969234,REDUCE_P_SUBIDA,53
sentiment_mean_1d,-0.1901172904805145,0.1901172904805145,REDUCE_P_SUBIDA,54
sentiment_positive_ratio_45d,-0.1883344098406572,0.1883344098406572,REDUCE_P_SUBIDA,55
news_count_log_1d,-0.18583458578812695,0.18583458578812695,REDUCE_P_SUBIDA,56
sentiment_available_15d,-0.1766629689257025,0.1766629689257025,REDUCE_P_SUBIDA,57
sentiment_negative_ratio_15d,-0.1747521463069142,0.1747521463069142,REDUCE_P_SUBIDA,58
volume_vs_ma20,-0.17389127686542066,0.17389127686542066,REDUCE_P_SUBIDA,59
sentiment_available_1d,0.1691915036652175,0.1691915036652175,AUMENTA_P_SUBIDA,60
month,0.16318569226470633,0.16318569226470633,AUMENTA_P_SUBIDA,61
return_5d,0.14714184392346144,0.14714184392346144,AUMENTA_P_SUBIDA,62
sentiment_momentum_5_20,-0.1446047429134182,0.1446047429134182,REDUCE_P_SUBIDA,63
ext_nasdaq100_return_5d,0.14379965318840418,0.14379965318840418,AUMENTA_P_SUBIDA,64
close_vs_ma_15,0.14215606443051187,0.14215606443051187,AUMENTA_P_SUBIDA,65
ext_sp500_return_1d,0.13684795807856093,0.13684795807856093,AUMENTA_P_SUBIDA,66
ext_sp500_return_5d,-0.1342698593381499,0.1342698593381499,REDUCE_P_SUBIDA,67
macd,-0.13349304188322378,0.13349304188322378,REDUCE_P_SUBIDA,68
news_count_20d,0.12906455161951377,0.12906455161951377,AUMENTA_P_SUBIDA,69
sentiment_negative_ratio_1d,-0.11891680778483084,0.11891680778483084,REDUCE_P_SUBIDA,70
return_60d,0.11884489421142208,0.11884489421142208,AUMENTA_P_SUBIDA,71
news_count_log_45d,-0.11832556388703362,0.11832556388703362,REDUCE_P_SUBIDA,72
news_count_log_5d,0.1119718999727881,0.1119718999727881,AUMENTA_P_SUBIDA,73
range_pct,-0.11096483028478808,0.11096483028478808,REDUCE_P_SUBIDA,74
return_10d,-0.10927615403215125,0.10927615403215125,REDUCE_P_SUBIDA,75
close_vs_ma_5,-0.10854749266495124,0.10854749266495124,REDUCE_P_SUBIDA,76
ext_vix_change_5d,-0.10521172274905682,0.10521172274905682,REDUCE_P_SUBIDA,77
sentiment_mean_15d,0.10027275898220601,0.10027275898220601,AUMENTA_P_SUBIDA,78
ext_nasdaq100_return_1d,-0.09519699435802005,0.09519699435802005,REDUCE_P_SUBIDA,79
volatility_10d,-0.09406199079413771,0.09406199079413771,REDUCE_P_SUBIDA,80
sentiment_positive_ratio_1d,0.09139741307612198,0.09139741307612198,AUMENTA_P_SUBIDA,81
ma_50_vs_200,-0.08647156831569108,0.08647156831569108,REDUCE_P_SUBIDA,82
close_vs_ma_20,-0.08280061654145782,0.08280061654145782,REDUCE_P_SUBIDA,83
return_15d,-0.08207811086527399,0.08207811086527399,REDUCE_P_SUBIDA,84
return_30d,0.08183006127721816,0.08183006127721816,AUMENTA_P_SUBIDA,85
sentiment_available_10d,0.07848434706593951,0.07848434706593951,AUMENTA_P_SUBIDA,86
return_45d,0.06267658101752681,0.06267658101752681,AUMENTA_P_SUBIDA,87
ext_us10y_change_1d,0.0620980450518016,0.0620980450518016,AUMENTA_P_SUBIDA,88
sentiment_momentum_10_30,0.060454534413845275,0.060454534413845275,AUMENTA_P_SUBIDA,89
