model,sin_accuracy,con_accuracy,delta_accuracy,sin_balanced_accuracy,con_balanced_accuracy,delta_balanced_accuracy,sin_f1,con_f1,delta_f1,sin_roc_auc,con_roc_auc,delta_roc_auc,sin_log_loss,con_log_loss,delta_log_loss,sin_brier,con_brier,delta_brier
LogisticRegression,0.50920245398773,0.50920245398773,0.0,0.48946308270422156,0.4795947730119503,-0.00986830969227126,0.6026490066225165,0.6296296296296297,0.026980623007113125,0.4787230441111751,0.4698195605809269,-0.008903483530248224,0.7104293450158371,0.7551882972155239,0.04475895219968684,0.25818366531385334,0.27694990346290876,0.018766238149055425
RandomForest,0.5194274028629857,0.4867075664621677,-0.03271983640081805,0.5036223298012796,0.46288804631165575,-0.04073428348962388,0.5996592844974447,0.5958132045088567,-0.0038460799885879915,0.4994583432072853,0.45974812959138767,-0.03971021361589766,0.6955312546501333,0.7020660069611578,0.0065347523110245165,0.251146431041481,0.2543733532110511,0.003226922169570101
XGBoost,0.5173824130879345,0.48057259713701433,-0.0368098159509202,0.5044686685398965,0.46452994346457227,-0.0399387250753242,0.5888501742160279,0.5665529010238908,-0.022297273192137146,0.4995599038559193,0.4516909847997563,-0.04786891905616303,0.7173628230470147,0.7378597955238044,0.02049697247678972,0.2608153078566016,0.27048274715535087,0.009667439298749247
LSTM,0.49693251533742333,0.5194274028629857,0.02249488752556239,0.5044094248281932,0.502725210738346,-0.0016842140898472024,0.4896265560165975,0.6023688663282571,0.11274231031165965,0.5108246724669081,0.45754764887098415,-0.053277023595923956,0.6935186823576859,0.7138914412773385,0.020372758919652623,0.2501849430337273,0.26005189726348105,0.009866954229753755
ENSEMBLE,0.5419222903885481,0.48466257668711654,-0.05725971370143157,0.5234689732218423,0.46149158739293816,-0.06197738582890411,0.6266666666666667,0.5922330097087378,-0.03443365695792888,0.4970885947391584,0.4561427265648803,-0.04094586817427809,0.6989117541923939,0.7156353380981774,0.016723583905783435,0.2527764385015164,0.260763066000449,0.007986627498932641
