variant,model,n_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
SIN_SENTIMIENTO,LogisticRegression,58,0.50920245398773,0.48946308270422156,0.5465465465465466,0.6715867158671587,0.6026490066225165,0.4787230441111751,0.7104293450158371,0.25818366531385334,0.5541922290388548
SIN_SENTIMIENTO,RandomForest,58,0.5194274028629857,0.5036223298012796,0.5569620253164557,0.6494464944649446,0.5996592844974447,0.4994583432072853,0.6955312546501333,0.251146431041481,0.5541922290388548
SIN_SENTIMIENTO,XGBoost,58,0.5173824130879345,0.5044686685398965,0.5577557755775577,0.6236162361623616,0.5888501742160279,0.4995599038559193,0.7173628230470147,0.2608153078566016,0.5541922290388548
SIN_SENTIMIENTO,LSTM,58,0.49693251533742333,0.5044094248281932,0.5592417061611374,0.4354243542435424,0.4896265560165975,0.5108246724669081,0.6935186823576859,0.2501849430337273,0.5541922290388548
SIN_SENTIMIENTO,ENSEMBLE,58,0.5419222903885481,0.5234689732218423,0.5714285714285714,0.6937269372693727,0.6266666666666667,0.4970885947391584,0.6989117541923939,0.2527764385015164,0.5541922290388548
CON_SENTIMIENTO,LogisticRegression,110,0.50920245398773,0.4795947730119503,0.5411140583554377,0.7527675276752768,0.6296296296296297,0.4698195605809269,0.7551882972155239,0.27694990346290876,0.5541922290388548
CON_SENTIMIENTO,RandomForest,110,0.4867075664621677,0.46288804631165575,0.5285714285714286,0.6826568265682657,0.5958132045088567,0.45974812959138767,0.7020660069611578,0.2543733532110511,0.5541922290388548
CON_SENTIMIENTO,XGBoost,110,0.48057259713701433,0.46452994346457227,0.526984126984127,0.6125461254612546,0.5665529010238908,0.4516909847997563,0.7378597955238044,0.27048274715535087,0.5541922290388548
CON_SENTIMIENTO,LSTM,110,0.5194274028629857,0.502725210738346,0.55625,0.6568265682656826,0.6023688663282571,0.45754764887098415,0.7138914412773385,0.26005189726348105,0.5541922290388548
CON_SENTIMIENTO,ENSEMBLE,110,0.48466257668711654,0.46149158739293816,0.5273775216138329,0.6752767527675276,0.5922330097087378,0.4561427265648803,0.7156353380981774,0.260763066000449,0.5541922290388548
