feature,coefficient,abs_coefficient,direction,rank
news_count_30d,1.5816037139785872,1.5816037139785872,AUMENTA_P_SUBIDA,1
news_count_20d,-1.5258063302022657,1.5258063302022657,REDUCE_P_SUBIDA,2
news_count_log_30d,-1.4918430737279786,1.4918430737279786,REDUCE_P_SUBIDA,3
sentiment_negative_ratio_30d,-1.459951196973214,1.459951196973214,REDUCE_P_SUBIDA,4
ext_fedfunds_level,1.0712467109784323,1.0712467109784323,AUMENTA_P_SUBIDA,5
news_count_60d,-1.0198223769612023,1.0198223769612023,REDUCE_P_SUBIDA,6
sentiment_negative_ratio_10d,0.9438271611344033,0.9438271611344033,AUMENTA_P_SUBIDA,7
sentiment_positive_ratio_60d,0.9227042481446543,0.9227042481446543,AUMENTA_P_SUBIDA,8
rsi_28,0.9148364130364199,0.9148364130364199,AUMENTA_P_SUBIDA,9
ext_yield_curve_10y2y,0.8840092717070688,0.8840092717070688,AUMENTA_P_SUBIDA,10
rsi_14,-0.8593360790047793,0.8593360790047793,REDUCE_P_SUBIDA,11
close_vs_ma_60,0.8544206702134487,0.8544206702134487,AUMENTA_P_SUBIDA,12
sentiment_mean_45d,0.8276171311137334,0.8276171311137334,AUMENTA_P_SUBIDA,13
sentiment_mean_15d,0.7797705049023381,0.7797705049023381,AUMENTA_P_SUBIDA,14
sentiment_momentum_10_30,0.7320535728900406,0.7320535728900406,AUMENTA_P_SUBIDA,15
sentiment_mean_30d,-0.6655683122087239,0.6655683122087239,REDUCE_P_SUBIDA,16
sentiment_negative_ratio_15d,0.6168184234603075,0.6168184234603075,AUMENTA_P_SUBIDA,17
sentiment_positive_ratio_20d,-0.5898723112770684,0.5898723112770684,REDUCE_P_SUBIDA,18
news_count_10d,0.5886444151344312,0.5886444151344312,AUMENTA_P_SUBIDA,19
sentiment_positive_ratio_30d,0.5705810820230067,0.5705810820230067,AUMENTA_P_SUBIDA,20
volatility_15d,-0.5685194827935871,0.5685194827935871,REDUCE_P_SUBIDA,21
sentiment_positive_ratio_45d,-0.5497788445435324,0.5497788445435324,REDUCE_P_SUBIDA,22
sentiment_momentum_20_60,0.5040403496688834,0.5040403496688834,AUMENTA_P_SUBIDA,23
news_count_log_5d,0.4915303129048709,0.4915303129048709,AUMENTA_P_SUBIDA,24
news_count_log_45d,0.464484831656056,0.464484831656056,AUMENTA_P_SUBIDA,25
macd_diff,0.45002039680760125,0.45002039680760125,AUMENTA_P_SUBIDA,26
sentiment_negative_ratio_45d,0.4340330055622505,0.4340330055622505,AUMENTA_P_SUBIDA,27
news_count_log_15d,0.4322717755811642,0.4322717755811642,AUMENTA_P_SUBIDA,28
close_vs_ma_20,-0.4051686436363881,0.4051686436363881,REDUCE_P_SUBIDA,29
ma_50_vs_200,-0.39373260145314615,0.39373260145314615,REDUCE_P_SUBIDA,30
sentiment_available_30d,0.389295756509457,0.389295756509457,AUMENTA_P_SUBIDA,31
ext_us2y_level,-0.377871576588348,0.377871576588348,REDUCE_P_SUBIDA,32
sentiment_available_10d,-0.3613988638839342,0.3613988638839342,REDUCE_P_SUBIDA,33
sentiment_positive_ratio_5d,-0.33714768506128423,0.33714768506128423,REDUCE_P_SUBIDA,34
sentiment_mean_60d,-0.32732366189246315,0.32732366189246315,REDUCE_P_SUBIDA,35
return_15d,-0.32587539660765574,0.32587539660765574,REDUCE_P_SUBIDA,36
close_vs_ma_10,0.32421868328464387,0.32421868328464387,AUMENTA_P_SUBIDA,37
volatility_20d,0.3224901151282473,0.3224901151282473,AUMENTA_P_SUBIDA,38
sentiment_positive_ratio_10d,-0.32026455495851086,0.32026455495851086,REDUCE_P_SUBIDA,39
news_count_1d,0.3050455374117591,0.3050455374117591,AUMENTA_P_SUBIDA,40
volatility_10d,-0.2942698136371397,0.2942698136371397,REDUCE_P_SUBIDA,41
close_vs_ma_15,-0.2920878038876798,0.2920878038876798,REDUCE_P_SUBIDA,42
news_count_45d,0.2892838911032178,0.2892838911032178,AUMENTA_P_SUBIDA,43
sentiment_negative_ratio_60d,-0.28706960255729225,0.28706960255729225,REDUCE_P_SUBIDA,44
sentiment_mean_5d,0.27504621333433565,0.27504621333433565,AUMENTA_P_SUBIDA,45
return_45d,-0.2672416599571303,0.2672416599571303,REDUCE_P_SUBIDA,46
sentiment_negative_ratio_5d,0.23126050996349884,0.23126050996349884,AUMENTA_P_SUBIDA,47
news_count_5d,-0.22882088825591887,0.22882088825591887,REDUCE_P_SUBIDA,48
sentiment_momentum_15_45,-0.22358100868199046,0.22358100868199046,REDUCE_P_SUBIDA,49
close_vs_ma_45,-0.21871919108585608,0.21871919108585608,REDUCE_P_SUBIDA,50
volatility_30d,0.21438352631551943,0.21438352631551943,AUMENTA_P_SUBIDA,51
sentiment_available_15d,-0.20720139100049942,0.20720139100049942,REDUCE_P_SUBIDA,52
news_count_log_1d,-0.1963357009790365,0.1963357009790365,REDUCE_P_SUBIDA,53
return_60d,-0.19589444357679558,0.19589444357679558,REDUCE_P_SUBIDA,54
close_vs_ma_5,0.18972412284912699,0.18972412284912699,AUMENTA_P_SUBIDA,55
close_vs_ma_100,-0.18792368545456645,0.18792368545456645,REDUCE_P_SUBIDA,56
ma_20_vs_50,-0.18028563204379885,0.18028563204379885,REDUCE_P_SUBIDA,57
volatility_45d,0.1608860825732131,0.1608860825732131,AUMENTA_P_SUBIDA,58
ext_vix_level,-0.15763896479644401,0.15763896479644401,REDUCE_P_SUBIDA,59
return_2d,-0.15432890188964057,0.15432890188964057,REDUCE_P_SUBIDA,60
sentiment_mean_10d,-0.1437402486754686,0.1437402486754686,REDUCE_P_SUBIDA,61
sentiment_momentum_5_20,0.137661537666603,0.137661537666603,AUMENTA_P_SUBIDA,62
return_3d,-0.13683349964035468,0.13683349964035468,REDUCE_P_SUBIDA,63
sentiment_negative_ratio_1d,-0.13626432199126787,0.13626432199126787,REDUCE_P_SUBIDA,64
macd_signal,-0.1301446847011955,0.1301446847011955,REDUCE_P_SUBIDA,65
sentiment_available_1d,0.12695417562988046,0.12695417562988046,AUMENTA_P_SUBIDA,66
ext_sp500_return_5d,-0.12370733068430846,0.12370733068430846,REDUCE_P_SUBIDA,67
ext_sp500_return_1d,0.1216939896905582,0.1216939896905582,AUMENTA_P_SUBIDA,68
ext_us10y_change_1d,-0.11581952702435559,0.11581952702435559,REDUCE_P_SUBIDA,69
news_count_log_20d,-0.10995759261175149,0.10995759261175149,REDUCE_P_SUBIDA,70
sentiment_mean_1d,-0.10994611674842661,0.10994611674842661,REDUCE_P_SUBIDA,71
sentiment_negative_ratio_20d,0.09842355370730427,0.09842355370730427,AUMENTA_P_SUBIDA,72
sentiment_available_20d,0.09758348423603085,0.09758348423603085,AUMENTA_P_SUBIDA,73
volatility_5d,0.09705976554306298,0.09705976554306298,AUMENTA_P_SUBIDA,74
return_10d,-0.09338970524712094,0.09338970524712094,REDUCE_P_SUBIDA,75
