accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
0.6556701030927835,0.5,0.6556701030927835,1.0,0.7920298879202988,0.5,0.6442193177469328,0.22592454908093504,0.6556701030927835
