variant,model,n_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
SIN_SENTIMIENTO,LogisticRegression,58,0.643298969072165,0.5175780514442813,0.6643990929705216,0.9213836477987422,0.7720685111989459,0.6782661092908524,0.6816961840572405,0.22125820826200937,0.6556701030927835
SIN_SENTIMIENTO,RandomForest,58,0.6742268041237114,0.5852351899973638,0.7030456852791879,0.8710691823899371,0.7780898876404494,0.6964938048431439,0.6061320625027621,0.20914680070294203,0.6556701030927835
SIN_SENTIMIENTO,XGBoost,58,0.6288659793814433,0.5847644333973562,0.7129629629629629,0.7264150943396226,0.719626168224299,0.6637291454826197,0.6608483371530885,0.23429173450633617,0.6556701030927835
SIN_SENTIMIENTO,LSTM,58,0.3649484536082474,0.5114582156441834,0.8125,0.040880503144654086,0.07784431137724551,0.5123714834481979,0.714172637016003,0.2604838290528387,0.6556701030927835
SIN_SENTIMIENTO,ENSEMBLE,58,0.6639175257731958,0.5588916506609423,0.6867469879518072,0.8962264150943396,0.7776261937244202,0.7112002410273792,0.577670246753776,0.19886191455476201,0.6556701030927835
CON_SENTIMIENTO,LogisticRegression,110,0.6536082474226804,0.536813166120589,0.6744186046511628,0.9119496855345912,0.7754010695187166,0.6327910217301246,0.7362106299926311,0.2377208585994134,0.6556701030927835
CON_SENTIMIENTO,RandomForest,110,0.6721649484536083,0.660433849282567,0.7789473684210526,0.6981132075471698,0.736318407960199,0.6848943622189583,0.6229551384617753,0.2165311079140785,0.6556701030927835
CON_SENTIMIENTO,XGBoost,110,0.6701030927835051,0.6034158098896547,0.7182320441988951,0.8176100628930818,0.7647058823529411,0.6761006289308178,0.6240907541034416,0.2135574165199987,0.6556701030927835
CON_SENTIMIENTO,LSTM,110,0.6268041237113402,0.6116258049937859,0.7420494699646644,0.660377358490566,0.6988352745424293,0.6539750687304636,0.6565610885801559,0.23122433237413811,0.6556701030927835
CON_SENTIMIENTO,ENSEMBLE,110,0.7030927835051546,0.6157778782058525,0.7196969696969697,0.8962264150943396,0.7983193277310925,0.72249839942756,0.587314893584416,0.19999312900493213,0.6556701030927835
