ticker,horizon,classification_signal,classification_probability_up,regression_price_bias,experimental_action,current_close_entry_reference,max_entry_price_for_edge,future_target_price_reference,risk_reference_80_low,interval80_low,interval80_high,expected_return,selected_regression_model,rmse,persistence_rmse,rmse_skill_vs_persistence
SXR8,30,BAJADA / BAJISTA,0.3163291845127031,BAJISTA,BAJISTA_CONFIRMADA,680.94,666.7583644265204,668.7586395197999,638.676705989115,638.676705989115,701.3514517022908,-0.01788903644990769,RandomForestRegressor,30.343303214097713,32.701160580947416,0.07210317080377437
