model,rmse,mae,mape_pct,r2,direction_accuracy
RandomForestRegressor,23.799959892587633,18.27589228765266,5.375720115650341,-0.22890560911962282,0.522397476340694
XGBRegressor,27.87139268344322,20.971330220949987,6.0074575827652765,-0.4203002424905559,0.5261829652996846
ENSEMBLE_REGRESSION,28.45796045190962,22.116187069254202,6.629315742312793,-0.8438499925415881,0.4933753943217665
Ridge,49.711884892195144,38.13924194642595,12.34201152464736,-8.400636797037865,0.49589905362776027
