model,rmse,mae,mape_pct,r2,direction_accuracy
XGBRegressor,3.3028598963809515,2.4276183172118624,0.74315644053854,0.9669518551718633,0.5581538461538461
RandomForestRegressor,3.357964372788973,2.475419553462434,0.7556027760213598,0.9659946483650804,0.5126153846153846
ENSEMBLE_REGRESSION,3.5993021797537423,2.6854023679149286,0.8445705399640442,0.9584099389850721,0.5163076923076924
Ridge,6.311044311857393,4.683158847335671,1.6035263243417048,0.8082152625421593,0.5163076923076922
