accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,phase_offset,n_observations,n_positive,n_negative
0.5714285714285714,0.4564393939393939,0.65,0.7878787878787878,0.7123287671232876,0.5795454545454545,0.6454986236739483,0.22662741514582468,0.673469387755102,0,49,33,16
0.5918367346938775,0.5143369175627239,0.6410256410256411,0.8064516129032258,0.7142857142857143,0.6218637992831542,0.6509529308059827,0.2292968473991509,0.6326530612244898,1,49,31,18
0.673469387755102,0.5357142857142857,0.7317073170731707,0.8571428571428571,0.7894736842105263,0.5918367346938775,0.6106329263640222,0.21057035626998852,0.7142857142857143,2,49,35,14
0.6122448979591837,0.5028409090909092,0.675,0.8181818181818182,0.7397260273972602,0.6136363636363636,0.6217758652903098,0.2179665533830798,0.673469387755102,3,49,33,16
0.6326530612244898,0.5179924242424243,0.6829268292682927,0.8484848484848485,0.7567567567567568,0.5568181818181819,0.6485121542415422,0.22976052909110625,0.673469387755102,4,49,33,16
0.5918367346938775,0.5026881720430108,0.6341463414634146,0.8387096774193549,0.7222222222222222,0.5125448028673835,0.6933023781466465,0.25033559166707076,0.6326530612244898,5,49,31,18
0.5102040816326531,0.4642857142857143,0.55,0.7857142857142857,0.6470588235294118,0.5425170068027211,0.7351287473977037,0.2699584906379907,0.5714285714285714,6,49,28,21
0.6530612244897959,0.5743727598566308,0.675,0.8709677419354839,0.7605633802816901,0.6326164874551972,0.6275087894043071,0.2193334768692034,0.6326530612244898,7,49,31,18
0.5833333333333334,0.49146110056925996,0.6410256410256411,0.8064516129032258,0.7142857142857143,0.5844402277039848,0.6548742013156601,0.23198050636425757,0.6458333333333334,8,48,31,17
0.6458333333333334,0.51890756302521,0.717948717948718,0.8235294117647058,0.7671232876712328,0.5924369747899161,0.625206439780416,0.2169248552258296,0.7083333333333334,9,48,34,14
