variant,model,n_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
SIN_SENTIMIENTO,LogisticRegression,58,0.6290983606557377,0.5319940476190477,0.6733167082294265,0.84375,0.7489597780859917,0.5933035714285714,0.6636402068842142,0.23011868611780825,0.6557377049180327
SIN_SENTIMIENTO,RandomForest,58,0.5737704918032787,0.5081845238095238,0.6609195402298851,0.71875,0.688622754491018,0.5619977678571428,0.6737194996476368,0.24113876570296058,0.6557377049180327
SIN_SENTIMIENTO,XGBoost,58,0.5491803278688525,0.5417410714285715,0.6908396946564885,0.565625,0.6219931271477663,0.5615513392857143,0.7138399290555864,0.255216687948516,0.6557377049180327
SIN_SENTIMIENTO,LSTM,58,0.36885245901639346,0.4961309523809524,0.6363636363636364,0.0875,0.15384615384615385,0.4846168154761905,0.7294647738062852,0.26801910840644855,0.6557377049180327
SIN_SENTIMIENTO,ENSEMBLE,58,0.6127049180327869,0.523735119047619,0.6692506459948321,0.809375,0.7326732673267327,0.597172619047619,0.6543875461364572,0.23121518763934906,0.6557377049180327
CON_SENTIMIENTO,LogisticRegression,110,0.6209016393442623,0.5116071428571429,0.6618705035971223,0.8625,0.7489823609226595,0.6170386904761904,0.7518202953498865,0.24806420570135607,0.6557377049180327
CON_SENTIMIENTO,RandomForest,110,0.5676229508196722,0.4653273809523809,0.6365914786967418,0.79375,0.7065368567454798,0.5245163690476191,0.6667770957635513,0.23772690212376185,0.6557377049180327
CON_SENTIMIENTO,XGBoost,110,0.6188524590163934,0.5468005952380952,0.6840659340659341,0.778125,0.7280701754385965,0.5799665178571428,0.6927096661038887,0.24472997730656268,0.6557377049180327
CON_SENTIMIENTO,LSTM,110,0.4405737704918033,0.41510416666666666,0.5867158671586716,0.496875,0.5380710659898477,0.47900855654761904,0.7048001115351341,0.2557640380515699,0.6557377049180327
CON_SENTIMIENTO,ENSEMBLE,110,0.6065573770491803,0.5077380952380952,0.66,0.825,0.7333333333333333,0.5849702380952381,0.6513856129580129,0.2302993260635892,0.6557377049180327
