accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
0.6557377049180327,0.5,0.6557377049180327,1.0,0.7920792079207921,0.5,0.6445667975243662,0.2260873812720203,0.6557377049180327
