accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
0.6303901437371663,0.5,0.6303901437371663,1.0,0.7732997481108312,0.5,0.6593147718340924,0.2332593196140274,0.6303901437371663
