model,sin_accuracy,con_accuracy,delta_accuracy,sin_balanced_accuracy,con_balanced_accuracy,delta_balanced_accuracy,sin_f1,con_f1,delta_f1,sin_roc_auc,con_roc_auc,delta_roc_auc,sin_log_loss,con_log_loss,delta_log_loss,sin_brier,con_brier,delta_brier
LogisticRegression,0.6324435318275154,0.5790554414784395,-0.05338809034907599,0.5556369887803113,0.5121425986246833,-0.04349439015562806,0.7446504992867332,0.6971935007385525,-0.04745699854818075,0.59728555917481,0.5525153818313426,-0.04477017734346733,0.7307765857529581,0.7889907618909552,0.058214176137997065,0.2434188814777289,0.26909407318192724,0.025675191704198352
RandomForest,0.6427104722792608,0.6057494866529775,-0.03696098562628336,0.5614820846905537,0.540209916757148,-0.021272167933405695,0.7549295774647887,0.7168141592920354,-0.038115418172753324,0.5819399203764025,0.5389793702497285,-0.04296055012667399,0.6609266604661362,0.6644437805284424,0.0035171200623062004,0.2350857306566486,0.23697903520794394,0.001893304551295355
XGBoost,0.5030800821355236,0.5092402464065708,0.006160164271047264,0.48175895765472315,0.4866449511400652,0.004885993485342022,0.5884353741496599,0.5956006768189509,0.0071653026692910515,0.5214802750633369,0.5127940644227289,-0.008686210640608039,0.7120128817409228,0.7164636097182423,0.004450727977319491,0.258308357124565,0.2607187477363523,0.002410390611787272
LSTM,0.5133470225872689,0.5215605749486653,0.008213552361396315,0.5933224755700326,0.49411871154542164,-0.09920376402461095,0.4261501210653753,0.6123128119800333,0.18616269091465798,0.5859753890698516,0.4829352153456388,-0.10304017372421276,0.6982090703362046,0.692665642943841,-0.005543427392363576,0.2525030007832939,0.24967363728931022,-0.0028293634939836887
ENSEMBLE,0.6324435318275154,0.5728952772073922,-0.05954825462012325,0.5613825551936301,0.5107039449873326,-0.05067861020629749,0.7409551374819102,0.688622754491018,-0.05233238299089227,0.5723127035830619,0.537513572204126,-0.034799131378935866,0.6541311507868653,0.6732475039025848,0.019116353115719464,0.2315243422942508,0.24075424207500085,0.009229899780750034
