feature,importance,rank
ext_us2y_level,0.06455328412158745,1
ma_50_vs_200,0.04472446152566788,2
ext_fedfunds_level,0.043963040640031543,3
volatility_60d,0.03890154026929557,4
ext_us10y_level,0.03331895102193378,5
close_vs_ma_200,0.032980534343493184,6
ext_yield_curve_10y2y,0.028612246429126936,7
volatility_45d,0.027488990716475304,8
return_60d,0.02697042906388095,9
volatility_30d,0.02580470430950541,10
close_vs_ma_100,0.022529124150243614,11
sentiment_positive_ratio_60d,0.022475925460110364,12
ma_20_vs_50,0.018188148110070017,13
month,0.017505032358324582,14
ext_vix_level,0.01741017704464565,15
news_count_60d,0.0173962087998255,16
macd_signal,0.01701657624655711,17
news_count_log_60d,0.0167085162246154,18
close_vs_ma_60,0.01623144586988327,19
sentiment_mean_45d,0.014831594095805365,20
sentiment_positive_ratio_45d,0.014369057253251901,21
return_45d,0.013859184653365405,22
macd,0.013699759118906762,23
volatility_20d,0.01319254780376072,24
sentiment_mean_60d,0.013176380925067073,25
close_vs_ma_50,0.012806978414190708,26
sentiment_momentum_10_30,0.01220537750557872,27
macd_diff,0.011786750824200002,28
sentiment_momentum_15_45,0.011596408823430092,29
sentiment_mean_30d,0.011559253459503586,30
news_count_log_45d,0.01050526431465517,31
return_30d,0.0103519122857516,32
rsi_28,0.010125519655553573,33
sentiment_negative_ratio_30d,0.009881236392940394,34
news_count_15d,0.009819186830232286,35
volatility_15d,0.00946052492206946,36
news_count_log_30d,0.009354821898668389,37
sentiment_negative_ratio_60d,0.009140284049548699,38
news_count_20d,0.008746276854648955,39
news_count_30d,0.008529311056973084,40
news_count_log_20d,0.008508618774158927,41
news_count_45d,0.008477382061320938,42
volatility_10d,0.00845843366253757,43
sentiment_mean_20d,0.008253836153445198,44
sentiment_negative_ratio_20d,0.008250160712420023,45
news_count_log_15d,0.008178879283920082,46
close_vs_ma_45,0.008075537363452737,47
rsi_14,0.00795728788735298,48
sentiment_negative_ratio_45d,0.00787990315992349,49
sentiment_momentum_20_60,0.00689506125143217,50
return_20d,0.006342902634749676,51
news_count_10d,0.006300662693203654,52
close_vs_ma_30,0.006055755289661792,53
close_vs_ma_20,0.0058701767142534745,54
return_10d,0.005799380222574618,55
sentiment_negative_ratio_15d,0.005763503538823104,56
news_count_log_10d,0.0057610454978201464,57
return_15d,0.005139415817821704,58
sentiment_mean_15d,0.004878526331036522,59
close_vs_ma_10,0.004632155711484889,60
bollinger_position,0.004524099583455101,61
close_vs_ma_15,0.004381708599180286,62
sentiment_positive_ratio_30d,0.004235801491714608,63
ext_nasdaq100_return_5d,0.004215405940213519,64
ext_sp500_return_5d,0.004108804094741143,65
sentiment_mean_10d,0.004068918571228061,66
close_vs_ma_5,0.00399333672426169,67
volatility_5d,0.0038805028914746073,68
return_3d,0.003303120545223634,69
range_pct,0.003141058898436599,70
ext_eurusd_return_5d,0.003107586304316779,71
return_5d,0.0030316704097170626,72
sentiment_momentum_5_20,0.002806306962172547,73
sentiment_negative_ratio_10d,0.0026188340558802995,74
sentiment_positive_ratio_20d,0.0024488224681353116,75
return_2d,0.002431211016343344,76
ext_vix_change_5d,0.002224755042863903,77
sentiment_positive_ratio_15d,0.002047659290831512,78
volume_vs_ma20,0.002005340789503859,79
gap_return,0.0019143583887481907,80
intraday_return,0.0018199294827316095,81
return_1d,0.0017971093684960883,82
news_count_5d,0.0016737365196289298,83
news_count_log_5d,0.0015887170086823729,84
sentiment_negative_ratio_5d,0.0014778997027817685,85
sentiment_positive_ratio_10d,0.0014128253590234337,86
ext_nasdaq100_return_1d,0.00123809526290607,87
sentiment_mean_5d,0.001237266646670805,88
ext_vix_change_1d,0.0011334432887682446,89
ext_fedfunds_change_5d,0.0011079036952145983,90
sentiment_available_45d,0.0010519939282531779,91
volume_change_1d,0.0010497891598216982,92
sentiment_available_15d,0.0010404243847994396,93
sentiment_available_30d,0.0009989457270687925,94
ext_sp500_return_1d,0.0009043491791752545,95
sentiment_available_60d,0.0008754222001342327,96
ext_eurusd_return_1d,0.0008203380312546725,97
sentiment_positive_ratio_5d,0.00082014691407782,98
ext_us2y_change_1d,0.0007400641160958564,99
news_count_1d,0.0006377711692387823,100
ext_us10y_change_1d,0.0005748854875187507,101
sentiment_available_10d,0.0004316751678559306,102
sentiment_available_20d,0.00040605566636761934,103
sentiment_mean_1d,0.0004030175237009331,104
day_of_week,0.0002661407179965288,105
news_count_log_1d,0.00022813299202792593,106
sentiment_available_5d,0.00021801151630210954,107
sentiment_negative_ratio_1d,0.0001860627361012529,108
sentiment_available_1d,9.590491534007118e-05,109
sentiment_positive_ratio_1d,1.9047458754005943e-05,110
