feature,coefficient,abs_coefficient,direction,rank
rsi_28,4.170631015438751,4.170631015438751,AUMENTA_P_SUBIDA,1
ext_fedfunds_level,3.8583062364306384,3.8583062364306384,AUMENTA_P_SUBIDA,2
ext_yield_curve_10y2y,2.0873565655112087,2.0873565655112087,AUMENTA_P_SUBIDA,3
rsi_14,-1.8307413806576542,1.8307413806576542,REDUCE_P_SUBIDA,4
news_count_30d,1.6440330833217045,1.6440330833217045,AUMENTA_P_SUBIDA,5
news_count_45d,-1.5552931274677393,1.5552931274677393,REDUCE_P_SUBIDA,6
volatility_45d,1.4672221936435266,1.4672221936435266,AUMENTA_P_SUBIDA,7
ext_us2y_level,-1.4565911643929035,1.4565911643929035,REDUCE_P_SUBIDA,8
news_count_60d,-1.2098298134534404,1.2098298134534404,REDUCE_P_SUBIDA,9
news_count_20d,0.9912654406386275,0.9912654406386275,AUMENTA_P_SUBIDA,10
ext_us10y_level,-0.9075046649992238,0.9075046649992238,REDUCE_P_SUBIDA,11
news_count_log_30d,0.8843393288149327,0.8843393288149327,AUMENTA_P_SUBIDA,12
sentiment_negative_ratio_45d,-0.8236625653791281,0.8236625653791281,REDUCE_P_SUBIDA,13
close_vs_ma_45,-0.7692974390398999,0.7692974390398999,REDUCE_P_SUBIDA,14
ma_50_vs_200,-0.7667070333758649,0.7667070333758649,REDUCE_P_SUBIDA,15
news_count_log_15d,-0.7427834452632853,0.7427834452632853,REDUCE_P_SUBIDA,16
sentiment_mean_60d,-0.7276172325928585,0.7276172325928585,REDUCE_P_SUBIDA,17
volatility_20d,0.711313210038637,0.711313210038637,AUMENTA_P_SUBIDA,18
sentiment_positive_ratio_60d,0.6974881740585455,0.6974881740585455,AUMENTA_P_SUBIDA,19
volatility_15d,-0.6968284210046133,0.6968284210046133,REDUCE_P_SUBIDA,20
sentiment_negative_ratio_20d,-0.6936242146998642,0.6936242146998642,REDUCE_P_SUBIDA,21
return_45d,0.6705614015482153,0.6705614015482153,AUMENTA_P_SUBIDA,22
macd_diff,0.6013509974003804,0.6013509974003804,AUMENTA_P_SUBIDA,23
sentiment_negative_ratio_60d,0.5865940748862902,0.5865940748862902,AUMENTA_P_SUBIDA,24
sentiment_mean_20d,-0.5817483601643206,0.5817483601643206,REDUCE_P_SUBIDA,25
macd_signal,-0.4948845804460016,0.4948845804460016,REDUCE_P_SUBIDA,26
sentiment_positive_ratio_15d,0.4912691874828744,0.4912691874828744,AUMENTA_P_SUBIDA,27
sentiment_mean_5d,-0.4854992980422477,0.4854992980422477,REDUCE_P_SUBIDA,28
close_vs_ma_200,-0.47536663979354377,0.47536663979354377,REDUCE_P_SUBIDA,29
ext_sp500_return_1d,0.4693005162045715,0.4693005162045715,AUMENTA_P_SUBIDA,30
sentiment_positive_ratio_45d,0.46577512688084916,0.46577512688084916,AUMENTA_P_SUBIDA,31
month,0.4632313984872543,0.4632313984872543,AUMENTA_P_SUBIDA,32
ma_20_vs_50,-0.4376463870535632,0.4376463870535632,REDUCE_P_SUBIDA,33
close_vs_ma_100,-0.43077466429272676,0.43077466429272676,REDUCE_P_SUBIDA,34
return_15d,-0.4073176276577084,0.4073176276577084,REDUCE_P_SUBIDA,35
sentiment_mean_15d,-0.3960294878905564,0.3960294878905564,REDUCE_P_SUBIDA,36
close_vs_ma_10,-0.3467739011727409,0.3467739011727409,REDUCE_P_SUBIDA,37
sentiment_positive_ratio_30d,0.34483375239120806,0.34483375239120806,AUMENTA_P_SUBIDA,38
ext_sp500_return_5d,-0.3281405891215135,0.3281405891215135,REDUCE_P_SUBIDA,39
return_20d,-0.3279092949998519,0.3279092949998519,REDUCE_P_SUBIDA,40
bollinger_position,-0.32780080645483206,0.32780080645483206,REDUCE_P_SUBIDA,41
sentiment_negative_ratio_30d,-0.3250984240575165,0.3250984240575165,REDUCE_P_SUBIDA,42
volatility_60d,0.3218917787921929,0.3218917787921929,AUMENTA_P_SUBIDA,43
sentiment_negative_ratio_15d,-0.32007756692371736,0.32007756692371736,REDUCE_P_SUBIDA,44
return_60d,-0.30076585365971975,0.30076585365971975,REDUCE_P_SUBIDA,45
volatility_10d,-0.29950049006816915,0.29950049006816915,REDUCE_P_SUBIDA,46
sentiment_momentum_20_60,0.28942894718826245,0.28942894718826245,AUMENTA_P_SUBIDA,47
ext_fedfunds_change_5d,-0.2888114575186236,0.2888114575186236,REDUCE_P_SUBIDA,48
sentiment_momentum_5_20,0.2870064987215658,0.2870064987215658,AUMENTA_P_SUBIDA,49
macd,-0.2679102285676527,0.2679102285676527,REDUCE_P_SUBIDA,50
close_vs_ma_20,0.2643066457147967,0.2643066457147967,AUMENTA_P_SUBIDA,51
sentiment_momentum_15_45,-0.2618875189126674,0.2618875189126674,REDUCE_P_SUBIDA,52
news_count_5d,0.24524943355975592,0.24524943355975592,AUMENTA_P_SUBIDA,53
sentiment_available_20d,0.24371124293936358,0.24371124293936358,AUMENTA_P_SUBIDA,54
return_10d,-0.240205693877883,0.240205693877883,REDUCE_P_SUBIDA,55
sentiment_negative_ratio_5d,-0.2348067390685804,0.2348067390685804,REDUCE_P_SUBIDA,56
ext_nasdaq100_return_1d,-0.226036813115596,0.226036813115596,REDUCE_P_SUBIDA,57
news_count_log_10d,-0.22082736650636484,0.22082736650636484,REDUCE_P_SUBIDA,58
sentiment_available_30d,-0.21040254942849254,0.21040254942849254,REDUCE_P_SUBIDA,59
ext_vix_level,-0.2077086263614892,0.2077086263614892,REDUCE_P_SUBIDA,60
close_vs_ma_15,0.19577379410172974,0.19577379410172974,AUMENTA_P_SUBIDA,61
sentiment_negative_ratio_10d,0.1914854022357035,0.1914854022357035,AUMENTA_P_SUBIDA,62
sentiment_available_1d,-0.18743760289553785,0.18743760289553785,REDUCE_P_SUBIDA,63
news_count_log_1d,0.18693649178088353,0.18693649178088353,AUMENTA_P_SUBIDA,64
sentiment_available_10d,-0.16872736140435132,0.16872736140435132,REDUCE_P_SUBIDA,65
news_count_log_20d,-0.1620301154891655,0.1620301154891655,REDUCE_P_SUBIDA,66
news_count_log_45d,-0.16111818149785687,0.16111818149785687,REDUCE_P_SUBIDA,67
sentiment_negative_ratio_1d,0.15563318582593422,0.15563318582593422,AUMENTA_P_SUBIDA,68
sentiment_available_60d,0.15413257600228963,0.15413257600228963,AUMENTA_P_SUBIDA,69
return_5d,-0.14770799276553506,0.14770799276553506,REDUCE_P_SUBIDA,70
volume_vs_ma20,0.14763180457327194,0.14763180457327194,AUMENTA_P_SUBIDA,71
close_vs_ma_5,-0.14454628332783845,0.14454628332783845,REDUCE_P_SUBIDA,72
ext_eurusd_return_5d,-0.14415797254709867,0.14415797254709867,REDUCE_P_SUBIDA,73
close_vs_ma_60,0.13523819711894736,0.13523819711894736,AUMENTA_P_SUBIDA,74
sentiment_mean_45d,-0.12915904642056364,0.12915904642056364,REDUCE_P_SUBIDA,75
sentiment_available_5d,0.12855210194991473,0.12855210194991473,AUMENTA_P_SUBIDA,76
sentiment_positive_ratio_10d,-0.12298940497247313,0.12298940497247313,REDUCE_P_SUBIDA,77
ext_vix_change_5d,-0.11458534074344849,0.11458534074344849,REDUCE_P_SUBIDA,78
range_pct,-0.11205404796110281,0.11205404796110281,REDUCE_P_SUBIDA,79
close_vs_ma_50,-0.11110099400441657,0.11110099400441657,REDUCE_P_SUBIDA,80
intraday_return,0.1087745001781951,0.1087745001781951,AUMENTA_P_SUBIDA,81
return_3d,-0.10447222466145321,0.10447222466145321,REDUCE_P_SUBIDA,82
news_count_10d,-0.09437123921448574,0.09437123921448574,REDUCE_P_SUBIDA,83
news_count_1d,0.09126953211835347,0.09126953211835347,AUMENTA_P_SUBIDA,84
sentiment_available_45d,0.0876520341945077,0.0876520341945077,AUMENTA_P_SUBIDA,85
sentiment_available_15d,0.08544431667289847,0.08544431667289847,AUMENTA_P_SUBIDA,86
ext_us2y_change_1d,0.08097436416838526,0.08097436416838526,AUMENTA_P_SUBIDA,87
ext_nasdaq100_return_5d,0.07777162308850649,0.07777162308850649,AUMENTA_P_SUBIDA,88
close_vs_ma_30,0.0725181212239699,0.0725181212239699,AUMENTA_P_SUBIDA,89
volatility_30d,0.06768328808960586,0.06768328808960586,AUMENTA_P_SUBIDA,90
sentiment_positive_ratio_5d,-0.06481345739897552,0.06481345739897552,REDUCE_P_SUBIDA,91
