accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
0.6916666666666667,0.5,0.6916666666666667,1.0,0.8177339901477833,0.5,0.6226534733912168,0.21522933333333333,0.6916666666666667
