variant,model,n_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
SIN_SENTIMIENTO,LogisticRegression,58,0.69375,0.5033783783783784,0.6931106471816284,1.0,0.8187422934648582,0.837410452621296,0.8876953622322946,0.24537582568453378,0.6916666666666667
SIN_SENTIMIENTO,RandomForest,58,0.7041666666666667,0.5408661673721915,0.7101769911504425,0.9668674698795181,0.8188775510204082,0.7602572451970043,0.555959400376148,0.18821768120986448,0.6916666666666667
SIN_SENTIMIENTO,XGBoost,58,0.6958333333333333,0.6190980136763269,0.7597765363128491,0.8192771084337349,0.7884057971014493,0.7862666883751221,0.6318970319759145,0.21969181288190856,0.6916666666666667
SIN_SENTIMIENTO,LSTM,58,0.48541666666666666,0.6205226310647998,0.956989247311828,0.2680722891566265,0.4188235294117647,0.5974845327254965,0.7055992646420101,0.2561676216553256,0.6916666666666667
SIN_SENTIMIENTO,ENSEMBLE,58,0.6854166666666667,0.5067160534028003,0.6946236559139785,0.9728915662650602,0.8105395232120451,0.8331162487788994,0.5307742466782722,0.18145001769204197,0.6916666666666667
CON_SENTIMIENTO,LogisticRegression,110,0.6916666666666667,0.5093617714099642,0.6957446808510638,0.9849397590361446,0.8154613466334164,0.8350903614457833,0.9287247847154795,0.24078042185515536,0.6916666666666667
CON_SENTIMIENTO,RandomForest,110,0.7104166666666667,0.569724845327255,0.7249417249417249,0.9367469879518072,0.8173455978975033,0.7426123412569194,0.5671643727368215,0.19093672599127662,0.6916666666666667
CON_SENTIMIENTO,XGBoost,110,0.7083333333333334,0.607538261152719,0.7487046632124352,0.8704819277108434,0.8050139275766016,0.7885664278736567,0.5562742699658109,0.19173635439719,0.6916666666666667
CON_SENTIMIENTO,LSTM,110,0.3729166666666667,0.5279632041680234,0.803921568627451,0.12349397590361445,0.21409921671018275,0.633893682839466,0.7441868995649991,0.27493476957519863,0.6916666666666667
CON_SENTIMIENTO,ENSEMBLE,110,0.70625,0.5255210029306414,0.70276008492569,0.9969879518072289,0.8244084682440846,0.8346426245522632,0.5269982531179419,0.1762354491999066,0.6916666666666667
