ticker,horizon,classification_signal,classification_probability_up,regression_price_bias,experimental_action,current_close_entry_reference,max_entry_price_for_edge,future_target_price_reference,risk_reference_80_low,interval80_low,interval80_high,expected_return,selected_regression_model,rmse,persistence_rmse,rmse_skill_vs_persistence
SXRV,1,NEUTRAL / BAJA CONFIANZA,0.5764300461465363,NEUTRAL,NEUTRAL,1420.8,1417.6098345097107,1421.8626640132397,1405.108557454428,1405.108557454428,1436.4916063906037,0.0007479335678770571,XGBRegressor,13.71446754030024,13.738756860858977,0.0017679416562016437
